direction	term_id	term_name	source	pvalue_adjusted	intersection_size	term_size	precision	recall	genes
up	GO:0048856	anatomical structure development	GO:BP	1.26e-08	123	5997	0.4881	0.0205	KRT74,COL11A1,KRT5,EPYC,SFRP4,WNT2,ACTN3,FAP,ESM1,IBSP,BGN,ACAN,COMP,SOX14,FOXL2,SPRR1B,SFRP2,CHRND,BNC1,APCDD1,DKK2,ZFP57,COL1A1,SOHLH1,POU6F2,SPP1,KRT23,CALB1,EN1,PCP4,NOTUM,ADAMTS12,NR5A1,CRYGN,PRSS56,PKP1,CLEC5A,TG,INHBA,PRRX1,KRT6A,OPTC,KRT34,ATP6V1B1,WFIKKN2,CTHRC1,KRT35,LIPK,NKX2-1,SPTA1,KRT32,NYAP2,XIRP1,IRX2,POTEE,KRT75,CST6,ACTBL2,NKD1,TLX1,CHRDL2,FEZF1,NEUROG2,SMYD1,COL10A1,MMP12,SPOCK1,STRA6,OCA2,SOX1,LCE1E,CCN6,TBX20,AFP,SULF1,EGR3,APOH,LILRB2,SKOR2,KRT40,PTGS2,CLEC3A,DMP1,PTPRQ,AFF2,FOXS1,OSM,PIWIL1,DRD2,MYLK2,SPRR3,WNT11,DLX5,CXCL9,PROK2,ADAMTS16,CYP19A1,ADAMTS19,BARX1,FZD10,HSD11B1,SPRR1A,GRHL3,TCP11,COL8A1,LMX1B,NKX3-2,EVX1,ADAM12,CRTAC1,PAX7,APLN,TDRD12,KRT4,MEOX2,AKAP4,CXCL8,TNFAIP6,FPR2,SCX,UBD,NRXN2,ALPK3
up	GO:0030198	extracellular matrix organization	GO:BP	2.25e-08	23	327	0.0913	0.0703	COL11A1,FAP,IBSP,ACAN,COMP,EGFL6,SFRP2,MMP3,MMP11,COL1A1,ADAMTS12,OPTC,C6ORF15,COL10A1,MMP12,OLFML2B,SULF1,AEBP1,DMP1,ADAMTS16,ADAMTS19,COL8A1,SCX
up	GO:0043062	extracellular structure organization	GO:BP	2.39e-08	23	328	0.0913	0.0701	COL11A1,FAP,IBSP,ACAN,COMP,EGFL6,SFRP2,MMP3,MMP11,COL1A1,ADAMTS12,OPTC,C6ORF15,COL10A1,MMP12,OLFML2B,SULF1,AEBP1,DMP1,ADAMTS16,ADAMTS19,COL8A1,SCX
up	GO:0045229	external encapsulating structure organization	GO:BP	2.54e-08	23	329	0.0913	0.0699	COL11A1,FAP,IBSP,ACAN,COMP,EGFL6,SFRP2,MMP3,MMP11,COL1A1,ADAMTS12,OPTC,C6ORF15,COL10A1,MMP12,OLFML2B,SULF1,AEBP1,DMP1,ADAMTS16,ADAMTS19,COL8A1,SCX
down	GO:0005576	extracellular region	GO:CC	3.42e-08	74	4258	0.3936	0.0174	APOA4,APOB,APOC3,CCL25,C6ORF58,APOA1,CD8A,GC,SI,GSTA1,GIP,TFF2,MEP1B,MLN,SST,ALDOB,PGC,S100G,FOLH1,GSTA2,ITLN2,LIPF,JCHAIN,COL6A5,DEFA5,CCK,CD52,CCL5,CD27,ALPI,GCG,ARHGAP9,F11,XCL2,CD160,REG3A,SLC6A19,VNN1,PYY,H4C6,LRRC3B,PTPRR,TNFAIP3,CD53,GZMM,LSP1,CXCR4,ANPEP,HLA-G,SRGN,ADAMDEC1,MUC6,LTB,PIGR,MGAM,YPEL5,PSG2,MSMB,ARHGDIB,DEFA6,IL2,SYT4,HAPLN1,DOCK10,IGLL1,MZB1,CPA2,NPY,HPSE2,XPNPEP2,ENAM,PRSS2,GP2,SLC5A1
up	GO:0032502	developmental process	GO:BP	4.79e-08	129	6553	0.5119	0.0197	KRT74,COL11A1,KRT5,EPYC,SFRP4,WNT2,DAZ4,ACTN3,FAP,ESM1,IBSP,BGN,ACAN,COMP,SOX14,EGFL6,FOXL2,SPRR1B,SFRP2,MMP11,CHRND,BNC1,APCDD1,DKK2,ZFP57,COL1A1,SOHLH1,POU6F2,BHLHA9,SPP1,KRT23,CALB1,EN1,PCP4,NOTUM,ADAMTS12,NR5A1,CRYGN,PRSS56,PKP1,CLEC5A,TG,INHBA,PRRX1,KRT6A,OPTC,KRT34,ATP6V1B1,WFIKKN2,CTHRC1,KRT35,LIPK,NKX2-1,SPTA1,KRT32,NYAP2,XIRP1,IRX2,POTEE,KRT75,CST6,ACTBL2,NKD1,TLX1,CHRDL2,FEZF1,NEUROG2,SMYD1,COL10A1,MMP12,SPOCK1,STRA6,OCA2,SOX1,LCE1E,CCN6,TBX20,AFP,SULF1,EGR3,APOH,LILRB2,SKOR2,KRT40,GAS1,PTGS2,CLEC3A,DMP1,PTPRQ,AFF2,FOXS1,OSM,PIWIL1,DRD2,MYLK2,SPRR3,WNT11,DLX5,CXCL9,PROK2,ADAMTS16,CYP19A1,ADAMTS19,BARX1,FZD10,HSD11B1,SPRR1A,GRHL3,TCP11,COL8A1,LMX1B,NKX3-2,EVX1,ADAM12,CRTAC1,PAX7,APLN,TDRD12,KRT4,MEOX2,AKAP4,PLA2G5,CXCL8,TNFAIP6,FPR2,SCX,UBD,NRXN2,ALPK3
up	GO:0003008	system process	GO:BP	3.61e-07	63	2293	0.2500	0.0275	COL11A1,OTOG,NPSR1,EPYC,ADCY8,ACTN3,OR52D1,OR51Q1,OLR1,LPA,COMP,SOX14,FOXL2,CST1,OR51I2,CHRND,GRM8,CEL,COL1A1,POU6F2,SPP1,CALB1,EN1,CRYGN,INHBA,JPH3,MYH13,ATP6V1B1,OR13H1,OR51I1,OR51B6,CALHM3,MYH4,CST2,TAS2R38,ECEL1,STRA6,FGB,SCN4A,TBX20,SULF1,CKMT2,LILRB2,GRK1,PTGS2,PTPRQ,AFF2,FOXS1,SLC13A3,HCAR2,DRD2,MYLK2,TNNC2,SMPX,PROK2,ADAMTS16,CYP19A1,OTOF,OR51B2,RLBP1,APLN,FGA,NRXN2
down	GO:0006955	immune response	GO:BP	4.28e-07	47	2070	0.2626	0.0227	APOA4,CCL25,APOA1,CD8A,NKG7,PGC,CD96,CD69,KLRK1,CD3D,HCST,JCHAIN,DEFA5,NR1H4,CCL5,CD27,PTPN22,XCL2,TNFRSF17,CD160,REG3A,STAT4,VNN1,GPR183,SAMSN1,CD79A,TNFAIP3,GZMM,RGS1,CXCR4,HLA-G,CD3E,ADAMDEC1,LTB,PIGR,PTGER4,DEFA6,IL2,NLRP6,DOCK10,IGLL1,LY9,PTGDR,RGCC,PRSS2,GP2,IRF4
down	GO:0007586	digestion	GO:BP	4.36e-07	13	141	0.0726	0.0922	APOA4,APOA1,SI,TFF2,SST,PGC,CCK,ENPP7,FABP2,MUC6,DCANP1,PRSS2,SLC5A1
down	GO:0005886	plasma membrane	GO:CC	4.93e-07	88	5866	0.4681	0.0150	MS4A18,APOB,APOA1,LCT,CD8A,SI,UNC5D,MTTP,NKG7,MEP1B,PTPRCAP,HEPACAM,SLC2A2,CD96,CD69,S100G,FOLH1,CCKAR,KLRK1,CD3D,OTOP2,HCST,SLC10A2,CYP2C19,ADGRG4,CD52,CD27,ENPP7,ALPI,GCG,CYP2C18,SLC7A9,F11,PTPN22,AQP10,TNFRSF17,CD160,SLC6A19,VNN1,AQP8,RHOH,GPR183,SLC17A8,PTPRR,CD79A,SLC28A1,CD53,GABRG1,LSP1,RGS1,CXCR4,ANPEP,HLA-G,SLC2A7,CPS1,JAML,CD3E,ADGRG7,ARHGAP15,MUC6,LTB,PIGR,MGAM,PTGER4,SLC15A1,KCNE2,TM4SF20,NLRP6,SYT4,MS4A10,ADH1A,LPAR4,SYT9,SLC13A1,GLP2R,SLITRK4,GRID2,LY9,HCLS1,PTGDR,HPSE2,HTR3E,XPNPEP2,GP2,AMER3,CYP2C9,SLC5A1,DUOXA2
up	GO:0060429	epithelium development	GO:BP	5.39e-07	43	1238	0.1706	0.0347	KRT74,KRT5,SFRP4,WNT2,FOXL2,SPRR1B,SFRP2,APCDD1,KRT23,CALB1,EN1,ADAMTS12,NR5A1,PKP1,INHBA,KRT6A,KRT34,CTHRC1,KRT35,LIPK,NKX2-1,KRT32,IRX2,KRT75,NKD1,MMP12,STRA6,LCE1E,TBX20,SULF1,KRT40,PTPRQ,SPRR3,WNT11,DLX5,ADAMTS16,BARX1,SPRR1A,GRHL3,NKX3-2,KRT4,MEOX2,SCX
down	GO:0008289	lipid binding	GO:MF	5.70e-07	29	857	0.1576	0.0338	APOA4,APOB,APOC3,APOA1,GC,RBP2,GSTA1,MTTP,CYP3A4,S100G,LIPF,ADH4,JCHAIN,NR1H4,ARHGAP9,FABP2,GPR183,OTC,CPS1,SULT1E1,CIDEC,ALOX5AP,ESRRG,IL2,NLRP6,SYT4,LPAR4,SYT9,AMER3
up	GO:0030199	collagen fibril organization	GO:BP	1.16e-06	11	69	0.0437	0.1594	COL11A1,ACAN,COMP,SFRP2,MMP11,COL1A1,ADAMTS12,OPTC,AEBP1,ADAMTS19,SCX
down	GO:0002376	immune system process	GO:BP	1.54e-06	56	2871	0.3128	0.0195	APOA4,CCL25,APOA1,CD8A,NKG7,PGC,CD96,CD69,KLRK1,CD3D,HCST,JCHAIN,DEFA5,NR1H4,CCL5,CD27,PTPN22,XCL2,TNFRSF17,CD160,TSC22D3,REG3A,STAT4,VNN1,GCNT4,AQP8,RHOH,GPR183,H4C6,SAMSN1,CD79A,TNFAIP3,GZMM,RGS1,CXCR4,HLA-G,JAML,CD3E,ADAMDEC1,LTB,PIGR,PTGER4,DEFA6,IL2,NLRP6,DOCK10,CTSE,IGLL1,LY9,HCLS1,MZB1,PTGDR,RGCC,PRSS2,GP2,IRF4
up	GO:0030154	cell differentiation	GO:BP	2.06e-06	95	4437	0.3770	0.0214	KRT74,COL11A1,KRT5,SFRP4,WNT2,DAZ4,ACTN3,IBSP,ACAN,COMP,SOX14,EGFL6,FOXL2,SPRR1B,SFRP2,MMP11,BNC1,APCDD1,ZFP57,COL1A1,SOHLH1,POU6F2,SPP1,KRT23,EN1,PCP4,ADAMTS12,NR5A1,PKP1,CLEC5A,INHBA,PRRX1,KRT6A,KRT34,WFIKKN2,CTHRC1,KRT35,LIPK,NKX2-1,SPTA1,KRT32,NYAP2,XIRP1,IRX2,POTEE,KRT75,ACTBL2,NKD1,CHRDL2,FEZF1,NEUROG2,SMYD1,SPOCK1,OCA2,SOX1,LCE1E,CCN6,TBX20,SULF1,EGR3,LILRB2,SKOR2,KRT40,GAS1,PTGS2,PTPRQ,FOXS1,OSM,PIWIL1,DRD2,MYLK2,SPRR3,WNT11,DLX5,CXCL9,BARX1,FZD10,SPRR1A,TCP11,COL8A1,LMX1B,NKX3-2,EVX1,ADAM12,CRTAC1,PAX7,TDRD12,KRT4,AKAP4,PLA2G5,TNFAIP6,FPR2,SCX,UBD,ALPK3
up	GO:0048869	cellular developmental process	GO:BP	2.09e-06	95	4438	0.3770	0.0214	KRT74,COL11A1,KRT5,SFRP4,WNT2,DAZ4,ACTN3,IBSP,ACAN,COMP,SOX14,EGFL6,FOXL2,SPRR1B,SFRP2,MMP11,BNC1,APCDD1,ZFP57,COL1A1,SOHLH1,POU6F2,SPP1,KRT23,EN1,PCP4,ADAMTS12,NR5A1,PKP1,CLEC5A,INHBA,PRRX1,KRT6A,KRT34,WFIKKN2,CTHRC1,KRT35,LIPK,NKX2-1,SPTA1,KRT32,NYAP2,XIRP1,IRX2,POTEE,KRT75,ACTBL2,NKD1,CHRDL2,FEZF1,NEUROG2,SMYD1,SPOCK1,OCA2,SOX1,LCE1E,CCN6,TBX20,SULF1,EGR3,LILRB2,SKOR2,KRT40,GAS1,PTGS2,PTPRQ,FOXS1,OSM,PIWIL1,DRD2,MYLK2,SPRR3,WNT11,DLX5,CXCL9,BARX1,FZD10,SPRR1A,TCP11,COL8A1,LMX1B,NKX3-2,EVX1,ADAM12,CRTAC1,PAX7,TDRD12,KRT4,AKAP4,PLA2G5,TNFAIP6,FPR2,SCX,UBD,ALPK3
up	GO:0045109	intermediate filament organization	GO:BP	2.18e-06	11	73	0.0437	0.1507	KRT74,KRT5,KRT23,PKP1,KRT6A,KRT34,KRT35,KRT32,KRT75,KRT40,KRT4
up	GO:0004175	endopeptidase activity	GO:MF	3.09e-06	27	576	0.1042	0.0469	FAP,CD5L,LPA,CST1,SPINK6,SFRP2,MMP3,MMP11,ADAMTS12,PRSS56,HTRA3,WFIKKN2,ITIH6,SPINT4,CST6,SERPINB4,PRSS50,CST2,MMP12,SPOCK1,ECEL1,PRSS33,ADAMTS16,ADAMTS19,ADAM12,WFDC10B,WFDC13
down	GO:0016020	membrane	GO:CC	3.35e-06	123	9953	0.6543	0.0124	TMPRSS15,MS4A18,APOB,APOA1,LCT,CD8A,SI,OTOP3,ST8SIA3,UNC5D,MTTP,TMEM229A,UGT2A3,NKG7,UGT2B17,MEP1B,PTPRCAP,CYP3A4,HEPACAM,SLC2A2,CD96,CD69,S100G,FOLH1,CCKAR,KLRK1,CD3D,OTOP2,HCST,SLC10A2,CYP2C19,ADGRG4,CD52,CD27,ENPP7,ALPI,GCG,CYP2C18,SLC7A9,F11,PTPN22,AQP10,TNFRSF17,CD160,SLC6A19,A4GNT,VNN1,GCNT4,SMIM24,AQP8,RHOH,GPR183,UGT3A1,H4C6,LRRC3B,SLC17A8,PTPRR,CD79A,SLC28A1,C17ORF78,CD53,GZMM,GABRG1,DHRS7C,LSP1,OTC,RGS1,CXCR4,ANPEP,HLA-G,SLC2A7,CPS1,JAML,CD3E,ADGRG7,DHRS9,ARHGAP15,AADAC,SULT1E1,SPATA31E1,C16ORF54,MUC6,CLEC9A,LTB,PIGR,HMGCLL1,MGAM,PTGER4,SLC15A1,KCNE2,ALOX5AP,TM4SF20,ARHGDIB,CREB3L3,NLRP6,SYT4,MS4A10,ADH1A,LPAR4,SYT9,DOCK10,SLC13A1,GLP2R,SLITRK4,GRID2,IGLL1,GALNTL5,LY9,HCLS1,NCALD,PTGDR,TM6SF2,HPSE2,HTR3E,XPNPEP2,IER3,SMLR1,GP2,AMER3,CYP2C9,IRF4,SLC5A1,DUOXA2
down	GO:0050896	response to stimulus	GO:BP	3.87e-06	116	8999	0.6480	0.0129	APOA4,MS4A18,APOB,APOC3,CCL25,APOA1,CD8A,GSTA1,GIP,UNC5D,MTTP,TFF2,NKG7,UGT2B17,MEP1B,MLN,PTPRCAP,CREM,SST,CYP3A4,SLC2A2,PGC,CD96,CD69,CCKAR,GSTA2,KLRK1,CD3D,HCST,ADH4,JCHAIN,SLC10A2,CYP2C19,DEFA5,CCK,ADGRG4,NR1H4,CCL5,NEFL,CD27,GCG,CYP2C18,ARHGAP9,F11,PTPN22,XCL2,AQP10,TNFRSF17,CD160,TSC22D3,REG3A,SLC6A19,STAT4,GATA5,VNN1,PYY,AQP8,RHOH,GPR183,SAMSN1,PTPRR,CD79A,TNFAIP3,CD53,GZMM,LSP1,OTC,RGS1,CXCR4,HLA-G,CPS1,PNLIPRP2,JAML,SRGN,CD3E,ADGRG7,ARHGAP15,AADAC,TAGAP,ADAMDEC1,GATA4,LTB,PIGR,DCANP1,PTGER4,TPH1,KCNE2,ALOX5AP,ARHGDIB,ESRRG,CREB3L3,DEFA6,IL2,NLRP6,MS4A10,LPAR4,DOCK10,GLP2R,GRID2,IGLL1,LY9,HCLS1,MZB1,NCALD,PTGDR,RFX6,NPY,HTR3E,IER3,RGCC,PRSS2,GP2,AMER3,CYP2C9,IRF4,DUOXA2
down	GO:0002252	immune effector process	GO:BP	6.17e-06	25	732	0.1397	0.0342	APOA1,CD8A,NKG7,PGC,CD96,CD69,KLRK1,HCST,CD27,PTPN22,CD160,STAT4,GPR183,GZMM,HLA-G,PTGER4,IL2,NLRP6,DOCK10,IGLL1,LY9,MZB1,PTGDR,RGCC,IRF4
down	GO:0045177	apical part of cell	GO:CC	7.65e-06	19	474	0.1011	0.0401	LCT,SI,SLC2A2,S100G,SLC10A2,SLC7A9,AQP10,SLC6A19,FABP2,AQP8,SLC28A1,SLC2A7,MGAM,SLC15A1,KCNE2,SLC13A1,GP2,SLC5A1,DUOXA2
down	REAC:R-HSA-8963743	Digestion and absorption	REAC	9.17e-06	7	26	0.0511	0.2692	LCT,SI,SLC2A2,LIPF,ALPI,MGAM,SLC5A1
down	GO:0005903	brush border	GO:CC	1.07e-05	10	110	0.0532	0.0909	TMPRSS15,SI,MTTP,SLC2A2,SLC7A9,SLC6A19,AQP8,SLC28A1,SLC15A1,SLC5A1
down	GO:0006629	lipid metabolic process	GO:BP	1.08e-05	35	1391	0.1955	0.0252	APOA4,APOB,APOC3,APOA1,LCT,GC,RBP2,GSTA1,GIP,ST8SIA3,MTTP,UGT2A3,UGT2B17,CREM,CYP3A4,LIPF,ADH4,CYP2C19,NR1H4,ENPP7,CYP2C18,PTPN22,FABP2,AQP8,CPS1,PNLIPRP2,DHRS9,AADAC,SULT1E1,CIDEC,HMGCLL1,ALOX5AP,ADH1A,TM6SF2,CYP2C9
down	GO:0046649	lymphocyte activation	GO:BP	1.16e-05	26	814	0.1453	0.0319	CD8A,NKG7,CD69,KLRK1,CD3D,CCL5,CD27,PTPN22,CD160,STAT4,VNN1,AQP8,RHOH,GPR183,SAMSN1,CD79A,TNFAIP3,HLA-G,JAML,CD3E,PTGER4,IL2,DOCK10,LY9,MZB1,IRF4
up	GO:0004252	serine-type endopeptidase activity	GO:MF	1.18e-05	18	282	0.0695	0.0638	FAP,CD5L,LPA,SPINK6,MMP3,MMP11,PRSS56,HTRA3,WFIKKN2,ITIH6,SPINT4,SERPINB4,PRSS50,MMP12,SPOCK1,PRSS33,WFDC10B,WFDC13
up	GO:0008233	peptidase activity	GO:MF	1.32e-05	32	832	0.1236	0.0385	FAP,CD5L,LPA,CST1,SPINK6,SFRP2,MMP3,MMP11,ADAMTS12,PRSS56,HTRA3,WFIKKN2,ITIH6,SPINT4,CST6,USP17L11,SERPINB4,PRSS50,CST2,MMP12,SPOCK1,ECEL1,AEBP1,DPEP1,PRSS33,ADAMTS16,ADAMTS19,CPA4,ADAM12,WFDC10B,CPZ,WFDC13
down	GO:0016324	apical plasma membrane	GO:CC	2.49e-05	17	408	0.0904	0.0417	LCT,SI,SLC2A2,S100G,SLC10A2,SLC7A9,AQP10,SLC6A19,AQP8,SLC28A1,SLC2A7,MGAM,SLC15A1,KCNE2,SLC13A1,GP2,SLC5A1
down	KEGG:00982	Drug metabolism - cytochrome P450	KEGG	2.66e-05	9	68	0.0783	0.1324	GSTA1,UGT2A3,UGT2B17,CYP3A4,GSTA2,ADH4,CYP2C19,ADH1A,CYP2C9
down	REAC:R-HSA-8963888	Chylomicron assembly	REAC	2.85e-05	5	10	0.0365	0.5000	APOA4,APOB,APOC3,APOA1,MTTP
up	GO:0008236	serine-type peptidase activity	GO:MF	2.89e-05	18	299	0.0695	0.0602	FAP,CD5L,LPA,SPINK6,MMP3,MMP11,PRSS56,HTRA3,WFIKKN2,ITIH6,SPINT4,SERPINB4,PRSS50,MMP12,SPOCK1,PRSS33,WFDC10B,WFDC13
