gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
DKK1	2.5423	194.8025	29.8529	9.04e-13	9.71e-11	up	yes
ITGB2	2.5397	1001.3457	138.7059	7.09e-11	4.35e-09	up	yes
SPI1	2.5390	339.3642	50.1324	1.69e-11	1.23e-09	up	yes
WIF1	2.5367	617.6852	460.1324	1.28e-09	5.51e-08	up	yes
HLA-DOA	2.5351	49.4691	13.8088	2.27e-07	4.77e-06	up	yes
MS4A7	2.5285	669.0556	104.2353	1.52e-12	1.53e-10	up	yes
SOX18	2.5278	127.9938	11.7500	7.09e-11	4.35e-09	up	yes
HLA-DRB1	2.5274	340.8395	116.5147	1.48e-08	4.70e-07	up	yes
CD1C	2.5214	6.6728	1.1324	1.10e-03	5.46e-03	up	yes
HOXD11	2.5138	30.7901	1.0882	9.45e-04	4.85e-03	up	yes
SCIN	2.4948	1101.2037	199.4412	7.89e-19	3.59e-16	up	yes
CCL8	2.4940	119.1605	1.4853	7.49e-05	6.09e-04	up	yes
LRRC63	2.4923	305.7407	94.1176	6.31e-13	7.32e-11	up	yes
GZMA	2.4883	17.4753	4.6471	2.60e-07	5.33e-06	up	yes
FOSB	2.4863	1223.0185	310.7647	1.67e-14	2.65e-12	up	yes
PPM1N	2.4795	689.6481	97.5441	1.45e-19	7.80e-17	up	yes
CCR6	2.4742	16.1235	14.4412	5.70e-07	1.04e-05	up	yes
LY96	2.4720	89.2284	12.3676	1.07e-11	8.28e-10	up	yes
C10ORF90	2.4692	742.3333	167.0882	9.06e-10	4.08e-08	up	yes
VAMP5	2.4651	672.5741	140.0294	6.22e-15	1.07e-12	up	yes
TIMD4	2.4647	7.5123	2.4118	1.38e-08	4.42e-07	up	yes
NINJ2	2.4638	209.3148	77.8971	7.07e-10	3.28e-08	up	yes
PLA1A	2.4578	36.5247	37.8235	9.37e-10	4.20e-08	up	yes
ALOX15B	2.4576	54.0309	28.3235	4.44e-12	3.83e-10	up	yes
FYB1	2.4531	781.2469	135.0735	4.56e-11	2.96e-09	up	yes
SPPL2C	2.4495	2.8025	0.6618	8.86e-05	6.98e-04	up	yes
SCGB1D2	2.4473	9.0370	1.0294	5.21e-06	6.70e-05	up	yes
SELE	2.4447	138.5741	7.8382	4.13e-09	1.52e-07	up	yes
C3	2.4407	6653.9074	1123.6324	2.87e-12	2.66e-10	up	yes
CCK	2.4346	4059.6481	1096.4265	2.21e-06	3.26e-05	up	yes
CLEC3B	2.4319	851.9136	138.8382	1.17e-10	6.98e-09	up	yes
HHEX	2.4293	103.9012	20.5000	1.15e-11	8.79e-10	up	yes
SLC22A6	2.4285	48.8086	21.1618	6.58e-09	2.29e-07	up	yes
CYTL1	2.4188	111.5864	20.7647	1.49e-09	6.26e-08	up	yes
GMPR	2.4086	326.1481	80.3529	5.77e-17	1.62e-14	up	yes
CYP4F22	2.4075	10.0432	0.9412	1.78e-03	8.12e-03	up	yes
SERPINA1	2.4053	2686.9691	199.1029	2.24e-07	4.73e-06	up	yes
TTR	2.4001	43752.1173	578.2500	3.80e-07	7.40e-06	up	yes
SHISA2	2.3949	598.4074	171.3824	2.27e-13	2.87e-11	up	yes
FOXD3	2.3893	15.8395	1.0000	8.33e-05	6.62e-04	up	yes
LILRB1	2.3879	124.1481	22.2206	1.97e-10	1.09e-08	up	yes
SH3TC1	2.3800	308.1790	66.0882	1.87e-11	1.34e-09	up	yes
SLC14A1	2.3780	2054.0988	259.8824	6.63e-13	7.53e-11	up	yes
HLA-DMB	2.3748	98.4691	16.9559	3.15e-08	8.97e-07	up	yes
S100Z	2.3727	28.2901	4.9265	1.88e-10	1.04e-08	up	yes
PENK	2.3716	779.1296	85.6324	2.48e-09	9.81e-08	up	yes
KRTAP4-16	2.3699	3.9136	0.6471	2.43e-05	2.42e-04	up	yes
CD48	2.3638	47.8210	8.0147	9.42e-07	1.58e-05	up	yes
FOXD4L3	2.3609	35.2654	12.4853	1.26e-08	4.08e-07	up	yes
GPR15	2.3519	14.0000	2.9559	3.09e-08	8.80e-07	up	yes
FRG2	2.3516	10.9815	2.7059	4.21e-05	3.77e-04	up	yes
FGD2	2.3483	1013.3519	121.7206	2.27e-15	4.30e-13	up	yes
DYDC1	2.3454	12.3765	3.3971	4.33e-09	1.58e-07	up	yes
CSAG3	2.3444	28.6914	6.2206	2.27e-06	3.33e-05	up	yes
SLC2A5	2.3436	750.4383	148.7794	3.91e-15	7.06e-13	up	yes
S100A1	2.3422	2330.0556	708.1029	9.79e-09	3.28e-07	up	yes
PDZK1IP1	2.3395	21.7037	2.1471	3.26e-05	3.06e-04	up	yes
OSM	2.3378	138.5679	3.9412	3.27e-09	1.24e-07	up	yes
SELL	2.3358	176.2099	33.1765	2.84e-12	2.64e-10	up	yes
MOG	2.3323	106.4012	50.9559	4.23e-05	3.78e-04	up	yes
HCK	2.3314	243.1975	42.8824	2.10e-10	1.15e-08	up	yes
HOXC12	2.3287	7.4444	0.5294	2.31e-03	9.97e-03	up	yes
CD14	2.3261	1712.6605	159.6618	7.18e-09	2.48e-07	up	yes
TLX1	2.3209	18.9568	1.4412	1.21e-03	5.92e-03	up	yes
FKBP5	2.3194	2346.6358	594.8676	1.87e-19	9.26e-17	up	yes
ADRB2	2.3129	204.9383	37.8088	6.36e-13	7.32e-11	up	yes
TLX2	2.3117	15.0802	4.8676	1.04e-09	4.58e-08	up	yes
FAM90A15P	2.3057	9.9321	1.3529	7.68e-04	4.09e-03	up	yes
ARHGAP25	2.3039	183.0062	85.4265	6.92e-14	9.76e-12	up	yes
AMBP	2.2992	201.5494	3.6618	3.50e-08	9.84e-07	up	yes
CD4	2.2989	475.2469	138.8382	6.79e-12	5.54e-10	up	yes
LPAR5	2.2976	233.0556	29.5588	5.56e-12	4.67e-10	up	yes
PRAMEF17	2.2943	2.5679	1.7353	4.33e-05	3.86e-04	up	yes
APOA2	2.2907	3442.2901	7.6324	1.72e-07	3.80e-06	up	yes
FAM166A	2.2901	143.5123	13.6029	6.38e-10	3.00e-08	up	yes
CCL14	2.2884	9.1790	0.8235	1.02e-03	5.13e-03	up	yes
APOC4-APOC2	2.2869	34.2407	6.5147	2.01e-07	4.32e-06	up	yes
TBXAS1	2.2818	336.1790	67.5441	8.80e-17	2.27e-14	up	yes
IFNA8	2.2805	1.8765	1.4706	9.15e-04	4.72e-03	up	yes
LCP2	2.2778	317.2963	139.7206	5.00e-09	1.79e-07	up	yes
SLC15A3	2.2672	350.7716	80.0735	3.27e-14	4.86e-12	up	yes
KCNJ1	2.2669	98.6914	5.2941	1.78e-08	5.50e-07	up	yes
ZNF831	2.2669	138.7284	82.8971	1.24e-06	1.99e-05	up	yes
SCGB3A1	2.2668	280.7222	43.4265	7.13e-07	1.25e-05	up	yes
SIGLEC8	2.2666	341.2469	86.1029	3.17e-14	4.75e-12	up	yes
RNASET2	2.2660	3503.6173	1067.6912	2.57e-20	1.64e-17	up	yes
CLEC10A	2.2652	10.7099	3.2500	1.22e-06	1.96e-05	up	yes
AVP	2.2644	25.1420	1.3971	1.58e-04	1.12e-03	up	yes
SLC2A4	2.2594	407.4815	64.9265	1.77e-15	3.46e-13	up	yes
ADGRE1	2.2587	39.1728	6.1618	4.26e-09	1.56e-07	up	yes
WDFY4	2.2585	293.3272	48.8971	2.66e-09	1.04e-07	up	yes
ANP32D	2.2487	10.0679	5.7794	2.05e-07	4.40e-06	up	yes
NEU4	2.2486	130.0123	29.1029	1.35e-09	5.75e-08	up	yes
AMY1C	2.2439	10.9506	4.0000	1.19e-04	8.94e-04	up	yes
AZGP1	2.2374	377.3580	58.3088	3.69e-08	1.03e-06	up	yes
SASH3	2.2360	123.4877	25.9853	2.20e-08	6.59e-07	up	yes
NTSR2	2.2325	353.0864	144.3824	1.61e-06	2.48e-05	up	yes
ANKRD20A1	2.2313	1124.6543	480.3529	1.49e-10	8.58e-09	up	yes
C5AR1	2.2307	405.4691	89.7059	8.32e-18	2.98e-15	up	yes
BPI	2.2306	12.1914	1.5294	4.97e-05	4.33e-04	up	yes
CD300A	2.2241	175.9938	26.7794	4.96e-08	1.32e-06	up	yes
RUNX3	2.2227	129.1728	29.7647	8.58e-13	9.32e-11	up	yes
DUSP1	2.2203	3254.2901	918.4706	2.57e-16	5.98e-14	up	yes
GJB1	2.2182	674.7037	273.4412	1.63e-08	5.09e-07	up	yes
MICA	2.2151	203.1173	52.9265	2.22e-12	2.12e-10	up	yes
TAL1	2.2144	274.1790	82.9265	2.30e-14	3.62e-12	up	yes
P2RY12	2.2063	557.6543	137.5147	3.22e-09	1.23e-07	up	yes
NPR1	2.2049	70.6667	17.6324	7.57e-09	2.60e-07	up	yes
IFI30	2.2030	1265.6296	113.6029	1.49e-10	8.58e-09	up	yes
SAMSN1	2.2027	219.7531	39.6618	1.56e-09	6.51e-08	up	yes
ENTPD2	2.2027	295.5679	54.0000	4.86e-10	2.40e-08	up	yes
HAO2	2.2006	7.9444	4.0882	9.67e-07	1.61e-05	up	yes
BIN2	2.1957	169.1420	46.2794	1.50e-11	1.10e-09	up	yes
HPGDS	2.1955	63.7778	13.0441	4.95e-08	1.32e-06	up	yes
PITX1	2.1927	310.0309	43.3088	6.45e-12	5.33e-10	up	yes
CYBB	2.1895	2001.0247	205.2794	5.34e-09	1.90e-07	up	yes
ACTL8	2.1839	12.0679	6.5735	1.91e-04	1.30e-03	up	yes
PRRG3	2.1806	12560.0926	978.2059	9.41e-12	7.45e-10	up	yes
PRSS21	2.1794	2.9444	0.4706	1.28e-03	6.19e-03	up	yes
TMEM156	2.1784	190.7963	55.6765	5.92e-15	1.04e-12	up	yes
ECRG4	2.1765	450.9691	53.5588	4.20e-09	1.54e-07	up	yes
IL13RA2	2.1758	175.3827	72.0588	1.02e-07	2.39e-06	up	yes
IFNA13	2.1650	2.1358	1.0588	1.78e-03	8.12e-03	up	yes
SMLR1	2.1633	61.5494	11.3529	5.14e-08	1.36e-06	up	yes
USP17L2	2.1630	298.8704	82.0441	1.03e-06	1.70e-05	up	yes
C1ORF56	2.1527	980.5926	169.6324	4.94e-18	1.91e-15	up	yes
FOLR2	2.1522	173.7716	34.4853	2.26e-05	2.27e-04	up	yes
SIRPB2	2.1507	81.8765	23.9412	1.03e-11	8.01e-10	up	yes
PARVG	2.1498	258.4568	54.8676	2.55e-09	1.01e-07	up	yes
NEURL3	2.1485	47.4630	10.0294	3.21e-12	2.89e-10	up	yes
TPSD1	2.1470	9.4444	4.5147	1.30e-05	1.44e-04	up	yes
PTAFR	2.1457	446.2901	100.2353	7.06e-14	9.89e-12	up	yes
PDILT	2.1451	19.2840	4.4118	2.09e-08	6.33e-07	up	yes
P2RY13	2.1448	448.0926	80.1912	5.06e-09	1.81e-07	up	yes
PGLYRP2	2.1434	3.1173	0.8971	4.26e-04	2.52e-03	up	yes
PPBP	2.1422	41.9753	0.8529	9.87e-04	5.01e-03	up	yes
LGALS9	2.1374	455.3395	117.9412	5.43e-12	4.60e-10	up	yes
TMEM52B	2.1362	269.6790	68.4118	3.48e-14	5.13e-12	up	yes
SLC44A4	2.1252	22.0494	5.1029	1.22e-06	1.97e-05	up	yes
SLC7A10	2.1243	272.8704	78.3529	1.32e-09	5.64e-08	up	yes
SIRPD	2.1235	2.5309	0.3824	5.92e-04	3.31e-03	up	yes
TDRD10	2.1217	26.7222	8.8971	9.46e-10	4.23e-08	up	yes
CD7	2.1172	36.8272	10.9265	6.02e-08	1.56e-06	up	yes
ASCL4	2.1152	4.8704	0.8235	3.53e-04	2.15e-03	up	yes
ENG	2.1146	936.6914	393.2794	3.26e-10	1.69e-08	up	yes
IZUMO1R	2.1136	3.1296	0.7059	1.12e-03	5.58e-03	up	yes
GPR6	2.1135	46.7654	25.9559	1.08e-05	1.24e-04	up	yes
FAM90A26	2.1113	5.0556	1.8382	5.12e-06	6.61e-05	up	yes
TREH	2.1099	885.8025	87.8971	1.64e-08	5.12e-07	up	yes
TMC8	2.1086	205.6914	57.1618	1.33e-13	1.76e-11	up	yes
LYL1	2.1066	177.7593	41.0147	1.58e-14	2.53e-12	up	yes
CXCL3	2.1064	92.4691	10.7941	1.93e-08	5.93e-07	up	yes
S1PR4	2.1053	10.7901	4.3824	2.80e-08	8.09e-07	up	yes
OR2M5	2.1040	2.3827	0.7794	9.91e-04	5.03e-03	up	yes
CSF1R	2.1007	1974.4568	383.2794	3.44e-10	1.76e-08	up	yes
CXCL8	2.1003	1077.9321	58.3971	2.42e-06	3.54e-05	up	yes
PLEK	2.0982	455.3827	83.5735	5.28e-08	1.39e-06	up	yes
IFI6	2.0973	2293.5679	579.3676	1.18e-17	3.99e-15	up	yes
PTGS1	2.0951	285.6852	64.4118	7.77e-10	3.57e-08	up	yes
HBM	2.0950	16.4753	0.6912	5.05e-04	2.90e-03	up	yes
SELP	2.0907	29.4877	13.5588	1.29e-07	2.96e-06	up	yes
TNFAIP8L2	2.0872	64.4691	16.7206	4.74e-09	1.71e-07	up	yes
JUNB	2.0862	3003.0556	755.2059	4.99e-13	5.89e-11	up	yes
PYCARD	2.0850	170.4938	29.4853	6.47e-10	3.04e-08	up	yes
BCL11A	2.0834	5073.3827	2498.7647	3.43e-12	3.07e-10	up	yes
OR13F1	2.0805	2.4877	1.1176	1.53e-04	1.10e-03	up	yes
SIX3	2.0785	372.7407	292.0000	2.29e-11	1.61e-09	up	yes
DLGAP2	2.0782	570.7222	318.2206	7.94e-06	9.57e-05	up	yes
GIMAP5	2.0780	178.0123	71.0735	1.49e-06	2.33e-05	up	yes
LOXHD1	2.0754	45.3951	33.4265	1.74e-07	3.83e-06	up	yes
ADGRE5	2.0732	517.4815	183.2353	1.01e-14	1.66e-12	up	yes
ROS1	2.0732	230.3519	143.5882	4.01e-10	2.02e-08	up	yes
DOCK2	2.0707	376.7901	69.4706	2.16e-09	8.71e-08	up	yes
IL15RA	2.0706	63.5185	31.2500	3.26e-10	1.69e-08	up	yes
RCSD1	2.0701	498.9815	232.4118	2.35e-14	3.66e-12	up	yes
SIRPG	2.0686	3.8272	2.4853	3.28e-05	3.08e-04	up	yes
USP17L22	2.0628	28.4938	7.8529	1.33e-03	6.40e-03	up	yes
LIPH	2.0627	444.4630	111.1176	5.06e-12	4.33e-10	up	yes
STING1	2.0610	199.8580	79.6618	4.94e-13	5.86e-11	up	yes
TASL	2.0590	107.0123	24.0294	1.41e-10	8.22e-09	up	yes
PIK3R5	2.0567	125.8148	28.4118	3.54e-08	9.93e-07	up	yes
LILRA4	2.0551	5.0556	1.4559	3.54e-04	2.16e-03	up	yes
GIMAP1	2.0528	175.7160	60.7059	1.36e-11	1.02e-09	up	yes
GZMB	2.0490	14.1235	3.7941	2.49e-05	2.46e-04	up	yes
VAV1	2.0480	273.4877	87.7206	1.66e-12	1.62e-10	up	yes
MT1M	2.0471	778.2346	246.3529	5.24e-07	9.62e-06	up	yes
IKZF1	2.0458	273.9753	61.8824	1.67e-11	1.22e-09	up	yes
OR3A2	2.0432	44.5000	22.1912	5.13e-11	3.27e-09	up	yes
GNLY	2.0422	127.4383	43.9118	1.39e-12	1.41e-10	up	yes
LRTM1	2.0391	190.4815	45.6618	5.42e-10	2.62e-08	up	yes
DEFB134	2.0378	3.1790	1.0588	2.23e-03	9.72e-03	up	yes
FAM90A20P	2.0366	27.4506	9.0882	3.59e-05	3.31e-04	up	yes
HSPB2	2.0341	161.4753	53.8971	4.18e-07	7.99e-06	up	yes
CD163	2.0331	763.6049	151.6765	3.48e-07	6.86e-06	up	yes
HORMAD1	2.0320	10.8827	7.1618	8.36e-08	2.04e-06	up	yes
IDO1	2.0306	928.1605	50.8824	3.33e-09	1.26e-07	up	yes
OR1R1P	2.0263	1.6975	0.8382	2.00e-03	8.91e-03	up	yes
AOAH	2.0255	205.5185	61.2059	4.06e-12	3.56e-10	up	yes
CCDC168	2.0247	167.8580	49.3088	4.64e-10	2.31e-08	up	yes
CYP2J2	2.0238	465.4938	172.3824	9.00e-09	3.04e-07	up	yes
TMEM273	2.0222	181.2222	59.8971	4.95e-07	9.16e-06	up	yes
TLR10	2.0214	168.6235	46.2647	7.41e-13	8.23e-11	up	yes
KCNG3	2.0214	110.1296	47.7206	2.58e-08	7.52e-07	up	yes
SKOR2	2.0212	22.3580	2.1912	3.40e-06	4.68e-05	up	yes
HLA-F	2.0193	57.4074	20.9853	1.25e-08	4.06e-07	up	yes
KCNJ2	2.0125	10170.9877	935.7353	8.83e-10	4.00e-08	up	yes
LCMT2	2.0093	5801.4938	718.6912	2.74e-12	2.55e-10	up	yes
EN1	2.0074	35.3765	7.4265	5.09e-05	4.43e-04	up	yes
RNASE1	2.0049	2584.1543	964.5588	5.42e-06	6.92e-05	up	yes
BCL2A1	2.0046	151.2716	7.4706	5.07e-06	6.55e-05	up	yes
ANKRD18A	2.0044	2171.6790	753.8088	2.48e-09	9.81e-08	up	yes
SLC22A8	2.0039	61.8148	44.2794	5.93e-06	7.48e-05	up	yes
AQP1	2.0006	2901.7654	387.3971	5.03e-07	9.26e-06	up	yes
VGLL1	-7.4359	1.2778	186.7206	3.24e-24	3.29e-21	down	yes
MMP9	-7.0658	214.4938	2719.6029	4.03e-57	7.79e-53	down	yes
IVL	-7.0149	1.3086	34.6912	5.82e-15	1.03e-12	down	yes
ACTC1	-6.3196	264.0556	6482.1176	1.48e-40	9.54e-37	down	yes
CLDN6	-6.1794	60.7963	2931.0294	2.27e-45	2.20e-41	down	yes
CLCA1	-5.9805	3.8765	336.9853	3.90e-25	5.03e-22	down	yes
XAGE2	-5.7318	1.3951	39.6324	4.06e-12	3.56e-10	down	yes
NPPB	-5.5173	26.3086	522.1324	5.60e-29	1.35e-25	down	yes
ZBED2	-5.4386	2.5247	134.0294	1.79e-16	4.28e-14	down	yes
