direction	term_id	term_name	source	pvalue_adjusted	intersection_size	term_size	precision	recall	genes
up	GO:0043207	response to external biotic stimulus	GO:BP	5.36e-27	89	1595	0.2967	0.0558	FGA,CCL4,CCL4L2,RGS1,CXCL9,CCL3,C1QC,FCGR1A,C1QA,FGB,LILRB2,PLA2G2A,IL1B,LY86,TYROBP,CH25H,FCGR3A,CX3CR1,AIF1,FOS,CCL26,CALHM6,CD2,CD74,SLPI,PLD4,CXCL10,NKG7,CCR5,CD86,VSIG4,HCST,TREM2,CCL3L1,MNDA,FCER1G,ZFP36,IFITM2,PTPRC,NLRP4,RNASE6,SPI1,HLA-DRB1,CCL8,GZMA,LY96,SELE,C3,PENK,HCK,CD14,FKBP5,CD4,CCL14,IFNA8,SLC15A3,RNASET2,CLEC10A,WDFY4,C5AR1,BPI,CD300A,CYBB,IFNA13,USP17L2,NEURL3,PTAFR,PGLYRP2,PPBP,LGALS9,CXCL3,CSF1R,CXCL8,IFI6,SELP,TNFAIP8L2,PYCARD,STING1,TASL,LILRA4,GZMB,VAV1,GNLY,DEFB134,IDO1,TLR10,HLA-F,RNASE1,AQP1
up	GO:0050896	response to stimulus	GO:BP	3.06e-26	224	8999	0.7467	0.0249	FGA,FGG,AHSG,CCL4,CCL4L2,RGS1,CXCL9,CCL3,HLA-DQB1,C1QC,PLVAP,FCGR1A,C1QA,FGB,LILRB2,ADORA3,APBB1IP,KLF2,PLA2G2A,SHOX2,IL1B,IGLL5,LY86,ABI3,TYROBP,NMUR2,CH25H,FCGR3A,CX3CR1,HCLS1,AIF1,C3AR1,CCR2,FOS,CCL26,HOXB13,CALHM6,CD2,EGR1,CD74,SLPI,LILRB4,UGT2B11,TMIGD3,FPR1,PLD4,CXCR1,HLA-DRA,RGS18,EGR2,CXCL10,OR7A5,NKG7,CCR5,LAPTM5,CD3E,SELPLG,CD86,VSIG4,HSPA6,PADI2,HCST,TREM2,LILRA1,FCGR2A,CCL3L1,MNDA,HLA-DRB5,FCER1A,ASB17,FCER1G,ZFP36,CD33,CD69,FFAR3,SCARA5,SLC4A1,IFITM2,MS4A14,PTPRC,ESM1,NLRP4,RASAL3,CD53,RNASE6,SRGN,CD300C,DKK1,ITGB2,SPI1,WIF1,HLA-DOA,MS4A7,HLA-DRB1,CD1C,CCL8,LRRC63,GZMA,FOSB,PPM1N,CCR6,LY96,ALOX15B,FYB1,SELE,C3,CCK,HHEX,CYTL1,GMPR,SERPINA1,TTR,SHISA2,LILRB1,HLA-DMB,PENK,CD48,GPR15,FGD2,SLC2A5,S100A1,OSM,SELL,MOG,HCK,CD14,FKBP5,ADRB2,ARHGAP25,AMBP,CD4,LPAR5,APOA2,CCL14,TBXAS1,IFNA8,LCP2,SLC15A3,SCGB3A1,SIGLEC8,RNASET2,CLEC10A,AVP,SLC2A4,ADGRE1,WDFY4,AZGP1,SASH3,NTSR2,C5AR1,BPI,CD300A,RUNX3,DUSP1,P2RY12,NPR1,SAMSN1,ENTPD2,BIN2,HPGDS,CYBB,ECRG4,IL13RA2,IFNA13,USP17L2,FOLR2,NEURL3,PTAFR,P2RY13,PGLYRP2,PPBP,LGALS9,CD7,ENG,GPR6,TMC8,CXCL3,S1PR4,OR2M5,CSF1R,CXCL8,PLEK,IFI6,PTGS1,HBM,SELP,TNFAIP8L2,JUNB,PYCARD,BCL11A,OR13F1,ADGRE5,ROS1,DOCK2,IL15RA,RCSD1,SIRPG,STING1,TASL,PIK3R5,LILRA4,GZMB,VAV1,MT1M,OR3A2,GNLY,LRTM1,DEFB134,HSPB2,CD163,HORMAD1,IDO1,OR1R1P,AOAH,CYP2J2,TLR10,SKOR2,HLA-F,KCNJ2,EN1,RNASE1,BCL2A1,SLC22A8,AQP1
up	GO:0002684	positive regulation of immune system process	GO:BP	6.78e-26	73	1099	0.2433	0.0664	CCL4,CCL3,C1QC,PLVAP,FCGR1A,C1QA,LILRB2,IL1B,TYROBP,FCGR3A,CX3CR1,HCLS1,AIF1,C3AR1,CCR2,FOS,CD2,CD74,LILRB4,FPR1,HLA-DRA,CXCL10,LAPTM5,CD3E,CD86,VSIG4,TREM2,MNDA,HLA-DRB5,FCER1G,FFAR3,PTPRC,RASAL3,ITGB2,SPI1,HLA-DOA,HLA-DRB1,CD1C,CCL8,CCR6,LY96,FYB1,SELE,C3,HLA-DMB,MOG,HCK,CD14,CD4,LCP2,SLC15A3,SASH3,C5AR1,CD300A,RUNX3,P2RY12,USP17L2,PTAFR,LGALS9,CD7,CSF1R,CXCL8,SELP,PYCARD,IL15RA,SIRPG,STING1,TASL,LILRA4,VAV1,IDO1,TLR10,HLA-F
up	GO:0045321	leukocyte activation	GO:BP	9.52e-26	69	980	0.2300	0.0704	CCL3,C1QA,LILRB2,APBB1IP,PLA2G2A,IL1B,TYROBP,FCGR3A,CX3CR1,AIF1,CCR2,CD2,EGR1,CD74,LILRB4,HLA-DRA,NKG7,LAPTM5,CD3E,SELPLG,CD86,VSIG4,TREM2,MNDA,HLA-DRB5,FCER1A,FCER1G,CD33,CD69,PTPRC,RASAL3,ITGB2,SPI1,HLA-DOA,HLA-DRB1,CD1C,CCR6,C3,HHEX,HLA-DMB,CD48,CD4,IFNA8,LCP2,WDFY4,SASH3,C5AR1,BPI,CD300A,RUNX3,SAMSN1,IL13RA2,IFNA13,PTAFR,PGLYRP2,LGALS9,CD7,LYL1,CXCL8,TNFAIP8L2,JUNB,PYCARD,DOCK2,IL15RA,SIRPG,VAV1,IKZF1,IDO1,HLA-F
down	GO:0005615	extracellular space	GO:CC	6.60e-24	95	3315	0.4589	0.0287	MMP9,IVL,ACTC1,NPPB,KRT8,KRT18,LAMC2,GCG,H3C3,ACTA1,PI15,H3C8,H4C13,H2BC9,MUC13,H2BC14,H3C7,H2AC14,CGA,KRT7,PRTG,CBLN3,FGFBP1,MUC16,KRT13,IL24,LAD1,FAT2,H3C11,H2AC13,H2BC10,C5ORF46,CST6,CRISP3,SERPINB7,KRT5,CEACAM6,PRPH,H3C12,SPINT1,KRT19,H2BC13,ENPEP,DSG2,ST14,IRF6,TACSTD2,H3C2,H3C6,RETNLB,PMEL,MMP12,SI,SFN,GDF6,LGALS4,MMP10,CDH1,RAB25,TLL1,IQGAP2,ANXA3,DSC2,KRT9,C1QL4,GPA33,CTSV,H2AC12,LUM,TNC,JUP,LEFTY2,CDH15,FLNB,LAMA1,PROM1,IL36RN,KRT14,PODXL,SCEL,H3C10,OTOL1,PRSS8,HAPLN1,LTB,CER1,CEACAM5,H4C12,SERPINB13,H2AC7,PRSS22,VIL1,OLFM4,TNFSF15,KISS1
up	GO:0098542	defense response to other organism	GO:BP	1.28e-23	75	1263	0.2500	0.0594	FGA,CCL4,CCL4L2,CXCL9,CCL3,C1QC,FCGR1A,C1QA,FGB,PLA2G2A,IL1B,LY86,TYROBP,CH25H,FCGR3A,CX3CR1,AIF1,CCL26,CALHM6,CD2,CD74,SLPI,PLD4,CXCL10,NKG7,VSIG4,HCST,TREM2,CCL3L1,MNDA,FCER1G,IFITM2,PTPRC,NLRP4,RNASE6,SPI1,CCL8,LY96,C3,HCK,CD14,CD4,CCL14,IFNA8,SLC15A3,RNASET2,CLEC10A,C5AR1,BPI,CD300A,CYBB,IFNA13,USP17L2,NEURL3,PGLYRP2,PPBP,LGALS9,CXCL3,CSF1R,CXCL8,IFI6,SELP,TNFAIP8L2,PYCARD,STING1,TASL,LILRA4,GZMB,VAV1,GNLY,DEFB134,TLR10,HLA-F,RNASE1,AQP1
down	GO:0005576	extracellular region	GO:CC	2.87e-23	107	4258	0.5169	0.0251	MMP9,IVL,ACTC1,CLCA1,NPPB,KRT8,KRT18,LAMC2,GCG,H3C3,ACTA1,MUC17,PI15,H3C8,H4C13,H2BC9,MUC13,CBLN1,H2BC14,H3C7,H2AC14,CEACAM7,CGA,KRT7,PRTG,CBLN3,FGFBP1,MUC16,KRT13,IL24,LAD1,FAT2,H3C11,H2AC13,H2BC10,C5ORF46,CST6,CRISP3,SERPINB7,KRT5,CEACAM6,SCGN,PRPH,H3C12,SPINT1,KRT19,H2BC13,ENPEP,DSG2,PSG2,ST14,IRF6,TACSTD2,H3C2,H3C6,RETNLB,PMEL,MMP12,SI,SFN,TMPRSS11E,GDF6,FBN2,LGALS4,MMP10,CDH1,RAB25,TLL1,IQGAP2,ANXA3,DSC2,KRT9,C1QL4,MUC2,GPA33,CTSV,H2AC12,ADAMTS12,LUM,TNC,REG4,JUP,LEFTY2,CDH15,FLNB,LAMA1,PROM1,IL36RN,KRT14,PODXL,SCEL,H3C10,OTOL1,PRSS8,HAPLN1,LTB,CER1,CDCP1,CEACAM5,H4C12,SERPINB13,H2AC7,PRSS22,VIL1,OLFM4,TNFSF15,KISS1
up	GO:0050776	regulation of immune response	GO:BP	1.36e-22	64	947	0.2133	0.0676	C1QC,FCGR1A,C1QA,LILRB2,IL1B,TYROBP,FCGR3A,C3AR1,CCR2,CALHM6,CD74,LILRB4,FPR1,HLA-DRA,LAPTM5,CD3E,CD86,VSIG4,HCST,TREM2,LILRA1,FCGR2A,MNDA,HLA-DRB5,FCER1A,FCER1G,CD33,CD69,PTPRC,NLRP4,ITGB2,SPI1,HLA-DOA,HLA-DRB1,CD1C,LY96,FYB1,C3,HLA-DMB,MOG,HCK,CD14,AMBP,CD4,LCP2,SLC15A3,SASH3,C5AR1,CD300A,SAMSN1,USP17L2,PTAFR,PGLYRP2,LGALS9,CD7,JUNB,PYCARD,STING1,TASL,LILRA4,VAV1,IDO1,TLR10,HLA-F
up	GO:0050900	leukocyte migration	GO:BP	7.32e-22	43	402	0.1433	0.1070	CCL4,CCL4L2,CXCL9,CCL3,PLVAP,IL1B,CH25H,CX3CR1,AIF1,C3AR1,CCR2,CCL26,CD74,CXCR1,CXCL10,CCR5,SELPLG,PADI2,TREM2,CCL3L1,FCER1G,CD69,ITGB2,CCL8,CCR6,SELE,GPR15,SELL,HCK,CCL14,C5AR1,CD300A,DUSP1,P2RY12,PTAFR,PPBP,LGALS9,CXCL3,CSF1R,CXCL8,SELP,PYCARD,VAV1
up	GO:0140546	defense response to symbiont	GO:BP	1.15e-21	67	1082	0.2233	0.0619	FGA,CCL4,CCL4L2,CXCL9,CCL3,C1QC,FCGR1A,C1QA,FGB,LY86,TYROBP,CH25H,FCGR3A,CX3CR1,AIF1,CCL26,CALHM6,CD2,CD74,SLPI,PLD4,CXCL10,NKG7,VSIG4,HCST,TREM2,CCL3L1,MNDA,FCER1G,IFITM2,NLRP4,RNASE6,SPI1,CCL8,LY96,C3,HCK,CD14,CCL14,IFNA8,SLC15A3,RNASET2,CLEC10A,BPI,CD300A,CYBB,IFNA13,USP17L2,NEURL3,PGLYRP2,PPBP,LGALS9,CXCL3,CSF1R,CXCL8,IFI6,TNFAIP8L2,PYCARD,STING1,TASL,LILRA4,GZMB,VAV1,GNLY,DEFB134,TLR10,HLA-F
up	GO:0009897	external side of plasma membrane	GO:CC	2.76e-21	42	408	0.1321	0.1029	FGA,FGG,CXCL9,FCGR1A,FGB,FCGR3A,CX3CR1,CCR2,CD2,CD74,CXCR1,CXCL10,CCR5,CD3E,CD86,FCGR2A,FCER1A,FCER1G,CD33,CD69,PTPRC,ITGB2,HLA-DRB1,CD1C,CCR6,SELE,GPR15,SELL,MOG,CD14,CD4,CLEC10A,SLC2A4,ADGRE1,AZGP1,IL13RA2,FOLR2,ENG,IZUMO1R,SELP,CD163,HLA-F
down	GO:0030527	structural constituent of chromatin	GO:MF	1.55e-20	22	101	0.1048	0.2178	H3C3,H3C8,H4C13,H2BC9,H2BC14,H3C7,H2AC14,H1-5,H3C11,H2AC13,H2BC10,H2BC3,H3C12,H2BC13,H3C2,H3C6,H2BC17,H2AC12,H1-3,H3C10,H4C12,H2AC7
up	GO:0098552	side of membrane	GO:CC	1.66e-20	54	746	0.1698	0.0724	FGA,FGG,RGS1,CXCL9,FCGR1A,FGB,FCGR3A,CX3CR1,CCR2,CD2,CD74,LILRB4,CXCR1,HLA-DRA,CXCL10,CCR5,CD3E,LYPD4,CD86,FCGR2A,HLA-DRB5,FCER1A,FCER1G,CD33,CD69,SLC4A1,PTPRC,RASAL3,ITGB2,HLA-DRB1,CD1C,CCR6,SPPL2C,SELE,CD48,GPR15,SELL,MOG,HCK,CD14,CD4,CLEC10A,SLC2A4,ADGRE1,AZGP1,PRSS21,IL13RA2,FOLR2,ENG,IZUMO1R,TREH,SELP,CD163,HLA-F
up	GO:0060089	molecular transducer activity	GO:MF	3.52e-20	93	2053	0.3019	0.0453	CCL4,CCL4L2,CXCL9,CCL3,FCGR1A,LILRB2,ADORA3,IL1B,NMUR2,FCGR3A,CX3CR1,C3AR1,CCR2,CCL26,CD2,CD74,LILRB4,TMIGD3,FPR1,CXCR1,HLA-DRA,CXCL10,OR7A5,CCR5,CD3E,CD86,TREM2,LILRA1,FCGR2A,CCL3L1,FCER1A,FCER1G,CD33,CD69,FFAR3,PTPRC,CD300C,DKK1,ITGB2,HLA-DOA,HLA-DRB1,CCL8,CCR6,LY96,SELE,C3,CCK,TTR,PENK,CD48,GPR15,OSM,CD14,ADRB2,CD4,LPAR5,APOA2,CCL14,IFNA8,SCGB3A1,SIGLEC8,CLEC10A,AVP,ADGRE1,NTSR2,C5AR1,CD300A,P2RY12,NPR1,IL13RA2,IFNA13,FOLR2,PTAFR,P2RY13,PGLYRP2,PPBP,CD7,ENG,IZUMO1R,GPR6,CXCL3,S1PR4,OR2M5,CSF1R,CXCL8,OR13F1,ADGRE5,ROS1,IL15RA,LILRA4,OR3A2,OR1R1P,TLR10
up	GO:0038023	signaling receptor activity	GO:MF	3.52e-20	93	2053	0.3019	0.0453	CCL4,CCL4L2,CXCL9,CCL3,FCGR1A,LILRB2,ADORA3,IL1B,NMUR2,FCGR3A,CX3CR1,C3AR1,CCR2,CCL26,CD2,CD74,LILRB4,TMIGD3,FPR1,CXCR1,HLA-DRA,CXCL10,OR7A5,CCR5,CD3E,CD86,TREM2,LILRA1,FCGR2A,CCL3L1,FCER1A,FCER1G,CD33,CD69,FFAR3,PTPRC,CD300C,DKK1,ITGB2,HLA-DOA,HLA-DRB1,CCL8,CCR6,LY96,SELE,C3,CCK,TTR,PENK,CD48,GPR15,OSM,CD14,ADRB2,CD4,LPAR5,APOA2,CCL14,IFNA8,SCGB3A1,SIGLEC8,CLEC10A,AVP,ADGRE1,NTSR2,C5AR1,CD300A,P2RY12,NPR1,IL13RA2,IFNA13,FOLR2,PTAFR,P2RY13,PGLYRP2,PPBP,CD7,ENG,IZUMO1R,GPR6,CXCL3,S1PR4,OR2M5,CSF1R,CXCL8,OR13F1,ADGRE5,ROS1,IL15RA,LILRA4,OR3A2,OR1R1P,TLR10
