gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
OR4A8	7.8498	3.5860	0.0156	2.45e-26	1.06e-25	up	yes
DSC1	7.8273	115.5820	1.2031	6.41e-107	8.39e-105	up	yes
OR8J3	7.8237	6.0640	0.2917	1.34e-54	1.49e-53	up	yes
OR10H3	7.8235	3.7220	0.0417	6.07e-29	2.89e-28	up	yes
DCAF8L2	7.8204	9.6940	0.5260	6.14e-89	2.95e-87	up	yes
LPA	7.8179	19.7020	1.5885	4.56e-94	2.94e-92	up	yes
OR4Q2	7.8087	4.1200	0.1458	6.37e-44	4.97e-43	up	yes
OR10H4	7.7909	3.6220	0.2604	1.07e-33	6.02e-33	up	yes
KLHL1	7.7880	4.8960	0.3854	2.37e-35	1.40e-34	up	yes
DCAF8L1	7.7680	3.7520	0.1510	9.09e-41	6.42e-40	up	yes
CCER1	7.7618	4.4980	0.1667	5.77e-36	3.48e-35	up	yes
ADAM7	7.7609	5.3640	0.1458	7.17e-62	1.02e-60	up	yes
KRTAP6-3	7.7592	3.3620	0.0365	1.36e-25	5.76e-25	up	yes
SPAM1	7.7588	11.3160	0.2292	5.39e-95	3.62e-93	up	yes
OR51A4	7.7497	10.9280	1.0938	2.20e-67	3.87e-66	up	yes
CFHR5	7.7454	8.7720	0.7344	1.29e-49	1.22e-48	up	yes
NEUROD4	7.7430	4.4920	0.2865	1.07e-39	7.28e-39	up	yes
OR7A10	7.7284	3.3720	0.0260	4.83e-30	2.39e-29	up	yes
AFM	7.7278	4.2600	0.1406	1.01e-35	6.03e-35	up	yes
KRTAP21-2	7.7264	5.3140	0.2760	2.92e-36	1.78e-35	up	yes
OR6C65	7.7221	3.1880	0.0000	2.41e-25	1.01e-24	up	yes
MS4A12	7.7150	4.6860	0.1719	6.42e-36	3.87e-35	up	yes
CSN3	7.7141	3.7320	0.0833	2.93e-34	1.67e-33	up	yes
SEMG1	7.7021	4.6340	0.2031	1.37e-36	8.41e-36	up	yes
OR2M2	7.7013	3.6700	0.0729	1.77e-28	8.27e-28	up	yes
OR14A16	7.6881	5.4080	0.1458	1.11e-69	2.14e-68	up	yes
SLC17A2	7.6860	4.6140	0.1719	3.03e-43	2.30e-42	up	yes
CABP5	7.6823	78.3120	12.0625	2.51e-120	5.86e-118	up	yes
BMP10	7.6795	10.5000	0.5729	2.13e-73	4.82e-72	up	yes
OR5L2	7.6638	3.0740	0.0000	6.39e-25	2.63e-24	up	yes
OR4B1	7.6571	3.0800	0.0000	5.78e-30	2.85e-29	up	yes
OR2G3	7.6549	3.3100	0.0000	6.98e-39	4.64e-38	up	yes
OR14C36	7.6449	2.9800	0.0000	2.54e-24	1.02e-23	up	yes
SPHKAP	7.6392	15.1280	2.3229	9.92e-78	2.70e-76	up	yes
ANKRD66	7.6122	5.7260	0.3385	8.41e-47	7.21e-46	up	yes
TRIM51	7.6080	4.8960	0.2240	6.48e-36	3.91e-35	up	yes
NPS	7.6031	3.1340	0.0417	6.73e-27	2.98e-26	up	yes
OR4D10	7.5780	3.3740	0.0573	6.54e-34	3.69e-33	up	yes
OR11H2	7.5725	3.3020	0.0521	3.31e-34	1.89e-33	up	yes
SPATA31D1	7.5649	4.1380	0.7292	1.03e-37	6.53e-37	up	yes
POTEB	7.5638	3.7820	0.0885	2.38e-38	1.55e-37	up	yes
OR4D2	7.5588	3.3840	0.0312	1.11e-45	9.12e-45	up	yes
OR51C1P	7.5579	3.2860	0.0365	6.05e-40	4.16e-39	up	yes
OR4S2	7.5575	2.8300	0.0000	4.26e-25	1.77e-24	up	yes
GLRA2	7.5442	6.2260	0.3802	8.62e-71	1.74e-69	up	yes
HTR5A	7.5406	3.4320	0.0365	7.84e-42	5.71e-41	up	yes
OR10AG1	7.5373	7.1100	0.4427	4.45e-80	1.35e-78	up	yes
F9	7.5311	6.3500	1.5417	7.77e-56	8.92e-55	up	yes
OR11A1	7.5242	3.4640	0.0104	2.13e-25	8.96e-25	up	yes
OR5M1	7.5149	4.2940	0.1458	1.03e-36	6.35e-36	up	yes
KCNU1	7.5000	8.8860	0.5573	1.19e-73	2.73e-72	up	yes
OR8H3	7.4975	2.7800	0.0000	1.96e-21	7.05e-21	up	yes
PGLYRP3	7.4872	223.2820	12.3125	3.76e-157	5.61e-154	up	yes
OR51V1	7.4742	2.8000	0.2240	6.78e-25	2.79e-24	up	yes
NXPH1	7.4709	3.8960	0.1146	1.27e-30	6.42e-30	up	yes
IQCJ	7.4664	8.7900	0.6458	8.17e-88	3.62e-86	up	yes
KCNC2	7.4661	12.2940	0.9271	9.09e-66	1.48e-64	up	yes
SLC17A1	7.4616	3.7940	1.4062	9.64e-41	6.80e-40	up	yes
SLC2A2	7.4614	5.5120	1.1406	4.78e-70	9.32e-69	up	yes
OR13C5	7.4604	3.0420	0.0521	8.42e-33	4.57e-32	up	yes
OR4N5	7.4590	3.5660	0.1198	8.71e-31	4.42e-30	up	yes
OR51T1	7.4567	2.6520	0.0000	1.06e-24	4.33e-24	up	yes
SEMG2	7.4556	3.0620	0.2552	3.85e-32	2.04e-31	up	yes
ADAD1	7.4505	4.0060	0.5573	1.47e-41	1.06e-40	up	yes
SLC22A8	7.4469	6.8120	0.7135	2.82e-61	3.94e-60	up	yes
OR5H2	7.4394	3.5280	0.0885	1.56e-41	1.12e-40	up	yes
OR8B3	7.4291	8.2840	0.8333	7.53e-64	1.15e-62	up	yes
OR1S2	7.4261	2.9440	0.0104	6.00e-28	2.75e-27	up	yes
OR4C11	7.4199	2.8160	0.1302	1.19e-28	5.60e-28	up	yes
CTAGE1	7.4078	5.6480	0.3802	1.51e-82	5.21e-81	up	yes
OR4S1	7.4060	2.5740	0.0000	1.80e-25	7.55e-25	up	yes
MEPE	7.4040	5.7300	0.3229	3.27e-52	3.37e-51	up	yes
GPR101	7.4040	12.7620	1.1979	1.70e-100	1.52e-98	up	yes
PATE1	7.4025	4.8920	0.1875	3.82e-67	6.64e-66	up	yes
C8A	7.3991	6.2120	0.2760	1.13e-81	3.74e-80	up	yes
OPALIN	7.3883	4.9920	0.8333	1.92e-38	1.26e-37	up	yes
OR8B2	7.3881	4.7300	0.2604	8.05e-51	7.93e-50	up	yes
SPZ1	7.3873	3.1320	0.0469	4.34e-45	3.52e-44	up	yes
OR10G6	7.3835	2.5180	0.0000	1.65e-23	6.41e-23	up	yes
OR5W2	7.3812	2.5700	0.1927	1.87e-23	7.29e-23	up	yes
OR4L1	7.3810	2.5320	0.4062	3.15e-23	1.21e-22	up	yes
CSNKA2IP	7.3797	5.1780	0.5417	1.57e-46	1.33e-45	up	yes
OR5J2	7.3770	2.6760	0.0052	2.76e-25	1.15e-24	up	yes
OR2L2	7.3761	356.5700	39.1302	2.41e-181	1.56e-177	up	yes
NPVF	7.3754	2.8440	0.0521	3.54e-26	1.53e-25	up	yes
OR5D16	7.3741	2.5000	0.0156	4.73e-22	1.74e-21	up	yes
USP17L15	7.3729	27.6040	1.9115	1.18e-82	4.09e-81	up	yes
SLC5A8	7.3719	2.5480	0.0000	6.15e-05	9.67e-05	up	yes
MUC15	7.3696	24.5940	1.1354	3.70e-123	1.07e-120	up	yes
PRR20C	7.3669	3.3960	0.1042	1.70e-28	7.99e-28	up	yes
LRRC53	7.3481	14.4720	0.5521	6.40e-101	5.97e-99	up	yes
OR10A7	7.3463	2.6300	0.0208	5.95e-25	2.45e-24	up	yes
TAF11L10	7.3421	2.9560	0.3750	9.59e-31	4.85e-30	up	yes
TAF11L5	7.3421	2.9560	0.3750	9.59e-31	4.85e-30	up	yes
TECTB	7.3418	5.4180	0.4792	2.53e-57	3.06e-56	up	yes
UGT2A2	7.3200	2.5300	0.0052	1.08e-23	4.23e-23	up	yes
OR4C15	7.3181	2.3940	0.0052	1.77e-22	6.60e-22	up	yes
ZNF679	7.3178	2.9000	0.0573	6.92e-32	3.64e-31	up	yes
SERPINB13	7.3166	10.3640	0.4583	1.03e-63	1.56e-62	up	yes
SYT10	7.3151	7.9400	0.5052	9.94e-76	2.48e-74	up	yes
SLCO1B1	7.3097	3.1620	0.1823	7.82e-34	4.40e-33	up	yes
OR5B17	7.3057	2.3800	0.0052	2.39e-23	9.24e-23	up	yes
NEUROD6	7.3053	3.1880	0.0469	3.11e-32	1.65e-31	up	yes
C8B	7.3031	4.0460	0.2083	6.14e-41	4.36e-40	up	yes
RAB6D	7.3014	14.6200	0.9740	5.06e-95	3.42e-93	up	yes
SPATA31D4	7.2956	3.0840	0.3073	1.45e-32	7.83e-32	up	yes
SERPINA7	7.2903	2.5620	0.0052	5.29e-28	2.43e-27	up	yes
OR10J4	7.2834	2.5940	0.0052	2.74e-30	1.36e-29	up	yes
TPD52L3	7.2696	4.5140	0.2812	1.97e-44	1.56e-43	up	yes
OR1S1	7.2689	3.1600	0.0156	2.99e-38	1.94e-37	up	yes
OR8J1	7.2682	2.3520	0.0052	2.79e-25	1.17e-24	up	yes
OR11H12	7.2632	2.5020	0.2188	3.11e-16	9.02e-16	up	yes
GARIN3	7.2574	2.8340	0.0729	7.67e-28	3.51e-27	up	yes
OR8U9	7.2555	2.6300	0.0677	6.54e-19	2.12e-18	up	yes
OR2AK2	7.2544	4.5300	0.2240	1.17e-59	1.53e-58	up	yes
SCGB2A2	7.2527	8.1880	0.7135	2.20e-34	1.26e-33	up	yes
OR11H1	7.2510	2.3340	0.0000	5.44e-19	1.77e-18	up	yes
OR6C70	7.2425	2.4680	0.0365	9.00e-26	3.83e-25	up	yes
OTX2	7.2420	5.2800	0.5990	6.18e-50	5.89e-49	up	yes
OR13C9	7.2340	2.8940	0.0938	3.62e-31	1.86e-30	up	yes
OR6C2	7.2310	2.6460	0.0260	1.87e-29	9.05e-29	up	yes
OR52E5	7.2308	3.5960	0.1354	2.76e-42	2.04e-41	up	yes
FSCB	7.2251	4.2560	0.4948	5.64e-53	5.95e-52	up	yes
GRXCR1	7.2217	2.6800	0.2969	3.80e-25	1.58e-24	up	yes
OR4C16	7.2109	2.2120	0.0000	5.41e-21	1.91e-20	up	yes
OR4K3	7.2105	2.2740	0.0000	2.41e-24	9.71e-24	up	yes
LALBA	7.2058	3.0980	0.1198	1.64e-35	9.74e-35	up	yes
OR4K14	7.2046	2.3320	0.0052	1.89e-23	7.36e-23	up	yes
MUC7	7.2029	4.8420	0.2812	7.98e-50	7.58e-49	up	yes
SLC22A24	7.2001	3.4860	0.2865	3.09e-49	2.88e-48	up	yes
OR51B6	7.1965	6.7920	0.3281	4.04e-74	9.41e-73	up	yes
OR5AL1	7.1964	2.2460	0.0000	1.23e-21	4.43e-21	up	yes
OR2G2	7.1962	2.4040	0.0052	3.77e-36	2.29e-35	up	yes
TAAR9	7.1859	2.2800	0.0208	2.12e-22	7.89e-22	up	yes
OR4A47	7.1838	2.3440	0.0260	3.59e-24	1.43e-23	up	yes
UGT2B4	7.1757	10.5280	0.9479	6.28e-99	5.22e-97	up	yes
OR4K15	7.1724	2.4000	0.0208	7.56e-25	3.10e-24	up	yes
DYTN	7.1698	3.6740	0.1406	6.78e-46	5.63e-45	up	yes
CABS1	7.1679	2.5700	0.2083	9.86e-32	5.15e-31	up	yes
MYH4	7.1615	31.3280	1.8125	2.51e-80	7.66e-79	up	yes
STXBP5L	7.1610	18.0360	1.7708	5.96e-104	6.67e-102	up	yes
HTR1A	7.1590	2.9080	0.0729	2.29e-36	1.40e-35	up	yes
OR9H1P	7.1560	397.8200	36.4531	6.50e-171	1.57e-167	up	yes
OR52B4	7.1554	2.6640	0.0469	1.01e-37	6.42e-37	up	yes
OR6C1	7.1553	2.2640	0.0052	2.93e-25	1.22e-24	up	yes
GASK1A	7.1533	12784.9300	1415.5990	5.17e-182	5.01e-178	up	yes
TRIM64B	7.1517	4.9420	0.4635	4.12e-29	1.97e-28	up	yes
OR6N1	7.1477	2.6080	0.2500	1.08e-35	6.46e-35	up	yes
DSPP	7.1473	18.0940	0.9271	2.67e-88	1.23e-86	up	yes
MBL2	7.1395	3.9040	0.2344	2.09e-47	1.84e-46	up	yes
ZNF729	7.1356	4.5120	0.5885	3.13e-49	2.91e-48	up	yes
C2ORF78	7.1306	4.0600	2.7917	2.77e-43	2.11e-42	up	yes
OR9G4	7.1287	2.1260	0.0000	5.42e-24	2.15e-23	up	yes
SPATA31D3	7.1249	3.2120	0.2292	4.72e-26	2.03e-25	up	yes
OR14I1	7.1228	2.3940	0.0521	6.57e-23	2.49e-22	up	yes
TDRD15	7.1225	23.0160	3.6927	5.12e-102	5.14e-100	up	yes
REG1B	7.0997	3.7380	0.8229	4.11e-27	1.84e-26	up	yes
DEFB129	7.0945	2.0500	0.0104	3.85e-21	1.37e-20	up	yes
AADACL2	7.0880	34.9000	2.1354	1.30e-92	7.70e-91	up	yes
BOD1L2	7.0866	3.2400	0.1667	3.80e-48	3.43e-47	up	yes
OPN5	7.0765	7.4980	0.9427	2.09e-66	3.50e-65	up	yes
SGCZ	7.0734	8.5480	1.3281	1.81e-45	1.48e-44	up	yes
CFAP97D2	7.0697	5.1660	0.6042	7.95e-49	7.32e-48	up	yes
OR4C5	7.0693	2.2580	0.0104	8.05e-29	3.82e-28	up	yes
KRT74	7.0618	2.3680	0.0469	2.10e-27	9.48e-27	up	yes
TMEM215	7.0563	7.5740	0.6354	2.41e-75	5.93e-74	up	yes
OR5D14	7.0537	2.1080	0.0000	3.37e-22	1.24e-21	up	yes
AKAIN1	7.0495	4.6580	0.3646	9.38e-51	9.24e-50	up	yes
OR8K5	7.0474	2.0000	0.0052	7.34e-22	2.67e-21	up	yes
OR8I2	7.0468	2.2260	0.0625	1.41e-19	4.71e-19	up	yes
OR4C46	7.0441	2.1900	0.0521	8.74e-20	2.94e-19	up	yes
ADAMTS20	7.0433	11.1980	1.2135	4.84e-55	5.45e-54	up	yes
OR6M1	7.0372	2.0800	0.0208	1.43e-24	5.81e-24	up	yes
OR5D13	7.0372	2.0240	0.0260	5.64e-21	1.99e-20	up	yes
TAF11L7	7.0354	2.1980	0.2083	3.57e-23	1.37e-22	up	yes
GABRA6	7.0275	7.6420	0.3958	8.64e-86	3.45e-84	up	yes
OR10R2	7.0183	1.9080	0.0104	7.57e-21	2.66e-20	up	yes
SLC17A6	7.0028	13.7600	1.0677	5.42e-90	2.80e-88	up	yes
OR7E24	7.0014	3.3280	0.2344	3.99e-40	2.76e-39	up	yes
TRIM51G	6.9979	2.3880	0.3073	1.06e-26	4.67e-26	up	yes
OR2T1	6.9972	1.9760	0.0000	1.20e-21	4.35e-21	up	yes
NMNAT3	6.9890	7214.3440	805.1667	1.70e-180	8.24e-177	up	yes
TRIM77	6.9884	2.0780	0.0000	5.66e-25	2.34e-24	up	yes
OR10G7	6.9841	2.3480	0.0104	1.25e-30	6.29e-30	up	yes
CDX4	6.9829	2.3940	0.0885	2.04e-26	8.88e-26	up	yes
OR8G2P	6.9782	2.4760	0.0990	2.73e-31	1.41e-30	up	yes
OR5T3	6.9781	1.9380	0.0104	1.95e-19	6.48e-19	up	yes
IFNA4	6.9756	2.5140	0.1146	1.75e-27	7.92e-27	up	yes
TMEM207	6.9697	2.3420	0.1771	1.42e-28	6.68e-28	up	yes
OR4Q3	6.9685	8.9240	0.7135	2.84e-77	7.49e-76	up	yes
PPP1R2C	6.9645	19.6500	0.3229	1.38e-31	7.19e-31	up	yes
GLYATL3	6.9484	2.6760	0.2083	9.97e-37	6.16e-36	up	yes
SLCO1B3	6.9471	4.6360	0.5729	5.57e-59	7.10e-58	up	yes
SPATA31A3	6.9451	2.0080	0.0104	3.59e-19	1.18e-18	up	yes
OR52E2	6.9350	1.9960	0.3333	8.71e-23	3.30e-22	up	yes
OR8G3P	6.9219	3.6480	0.5885	2.65e-48	2.41e-47	up	yes
POTEA	6.9207	2.3900	0.3438	1.06e-29	5.17e-29	up	yes
OR13C4	6.9140	2.0860	0.0104	4.31e-29	2.06e-28	up	yes
SSX4	6.9126	4.0800	0.4219	3.24e-59	4.17e-58	up	yes
OR4D6	6.9043	2.1200	0.0781	6.47e-22	2.36e-21	up	yes
OR13H1	6.9025	1.9240	0.0156	2.46e-22	9.13e-22	up	yes
OR11H6	6.9016	3.2720	0.2500	1.86e-46	1.57e-45	up	yes
OR2T12	6.9011	263.2960	30.0833	1.18e-137	7.16e-135	up	yes
VWC2L	6.8947	14.6860	0.9948	8.78e-92	4.94e-90	up	yes
OR10V1	6.8929	2.6480	0.1094	2.82e-42	2.09e-41	up	yes
OTOG	6.8908	5.1180	0.9688	8.86e-67	1.51e-65	up	yes
UGT2B28	6.8886	2.0300	0.0365	1.35e-25	5.70e-25	up	yes
PLCZ1	6.8843	6.7000	0.4792	3.94e-79	1.14e-77	up	yes
TACR3	6.8802	7.6960	1.0781	9.55e-72	2.02e-70	up	yes
TAAR5	6.8788	1.9400	0.0469	6.00e-21	2.12e-20	up	yes
GUCY2F	6.8728	5.4720	0.6354	2.00e-68	3.66e-67	up	yes
NLRP13	6.8670	2.7000	0.1615	1.72e-31	8.91e-31	up	yes
FAM47A	6.8643	9.0000	0.0365	2.20e-54	2.42e-53	up	yes
MUCL3	6.8612	5.7380	0.8073	2.32e-47	2.03e-46	up	yes
GABRA1	6.8611	25.9860	2.2500	1.36e-105	1.62e-103	up	yes
OR52D1	6.8580	9.7500	0.7656	5.33e-82	1.79e-80	up	yes
OR1D5	6.8557	1.8420	0.0000	3.83e-27	1.71e-26	up	yes
CT47A11	6.8523	1.9880	0.0000	6.09e-14	1.58e-13	up	yes
OR5AC2	6.8492	1.7620	0.0000	2.71e-21	9.68e-21	up	yes
OR6F1	6.8468	6.0200	0.1615	1.21e-70	2.41e-69	up	yes
OR52R1	6.8462	2.0900	0.0573	1.11e-25	4.71e-25	up	yes
C1ORF87	6.8433	6.7920	0.6458	1.24e-64	1.95e-63	up	yes
DPPA2	6.8432	3.0680	0.2031	3.70e-55	4.16e-54	up	yes
OR5P2	6.8418	1.7220	0.0052	9.10e-17	2.71e-16	up	yes
TEX50	6.8408	2.8440	0.1823	7.27e-45	5.85e-44	up	yes
OR9I1	6.8405	3.8200	0.6667	7.11e-41	5.03e-40	up	yes
GMCL2	6.8381	2.7260	0.1302	1.22e-37	7.72e-37	up	yes
IL22RA2	6.8374	3.9320	0.1875	1.38e-51	1.40e-50	up	yes
OR2J1	6.8336	1.9420	0.0000	5.50e-25	2.27e-24	up	yes
SPACA1	6.8299	2.0680	0.0156	1.62e-25	6.81e-25	up	yes
MRGPRX1	6.8270	1.9440	0.0208	1.26e-26	5.53e-26	up	yes
NETO1	6.8206	15.9540	1.5521	2.90e-81	9.36e-80	up	yes
ATOH1	6.8184	1.9440	0.0521	9.09e-23	3.44e-22	up	yes
REG1A	6.8159	1.9400	0.6146	2.79e-24	1.12e-23	up	yes
SLC35G3	6.8156	2.4800	0.1719	4.32e-37	2.70e-36	up	yes
GJE1	6.8148	4.5900	0.4323	1.27e-59	1.67e-58	up	yes
OR51F1	6.8084	1.7880	0.2969	2.16e-21	7.75e-21	up	yes
OR5K4	6.8030	2.1140	0.0052	1.54e-31	8.00e-31	up	yes
TFAP2D	6.8011	2.5440	0.1094	1.21e-31	6.32e-31	up	yes
DYDC1	6.8006	5.5160	0.8854	4.27e-54	4.64e-53	up	yes
OR52M1	6.8002	1.7760	0.0260	1.66e-24	6.71e-24	up	yes
OR51S1	6.7922	1.7420	0.1823	1.90e-21	6.82e-21	up	yes
OR5AP2	6.7911	1.9080	0.0312	3.86e-22	1.42e-21	up	yes
OR2B8P	6.7874	4.9380	0.2865	2.27e-65	3.64e-64	up	yes
OR9G9	6.7871	1.7180	0.0052	1.52e-19	5.06e-19	up	yes
MAGEB4	6.7837	1.7580	0.0104	6.37e-24	2.52e-23	up	yes
DCAF4L2	6.7827	4.0180	0.3229	5.67e-47	4.90e-46	up	yes
OR2L5	6.7795	10.7820	1.1510	1.75e-79	5.16e-78	up	yes
CHRNB3	6.7780	4.0180	0.7292	1.61e-43	1.24e-42	up	yes
TMEM229A	6.7756	2.2020	0.0938	1.95e-29	9.45e-29	up	yes
HTR2C	6.7749	6.7620	0.5885	3.51e-51	3.51e-50	up	yes
OR52I2	6.7744	17.9140	1.9844	4.92e-97	3.76e-95	up	yes
TMPRSS11E	6.7699	3.3420	0.3854	4.52e-48	4.08e-47	up	yes
OR11H4	6.7697	8.7800	0.9010	7.06e-90	3.63e-88	up	yes
OR4X1	6.7692	1.5920	0.0000	6.93e-19	2.25e-18	up	yes
MUC17	6.7648	20.5760	1.8854	5.78e-100	5.02e-98	up	yes
ATP12A	6.7647	3.6760	0.7031	1.76e-48	1.60e-47	up	yes
OR51Q1	6.7596	6.7540	0.4740	2.18e-74	5.15e-73	up	yes
OR5K1	6.7581	10.7540	0.8802	2.68e-88	1.23e-86	up	yes
OR2D2	6.7523	9.2980	0.2396	4.09e-81	1.31e-79	up	yes
OR10T2	6.7517	1.7300	0.0104	7.18e-19	2.33e-18	up	yes
OR13C2	6.7515	1.9600	0.0625	1.75e-25	7.37e-25	up	yes
TEX47	6.7473	2.1240	0.0052	1.10e-26	4.83e-26	up	yes
OR10J5	6.7460	1.7940	0.0156	2.39e-21	8.57e-21	up	yes
GPX5	6.7454	2.0600	0.2448	6.68e-25	2.74e-24	up	yes
PHOX2B	6.7429	2.8280	0.2292	1.15e-30	5.81e-30	up	yes
OR4C12	6.7423	1.6580	0.0000	9.61e-21	3.37e-20	up	yes
OR5AK2	6.7401	2.1620	0.0521	1.30e-35	7.78e-35	up	yes
OR6Y1	6.7389	424.0920	40.5365	1.45e-166	2.56e-163	up	yes
OR5M3	6.7298	1.7480	0.0052	6.05e-22	2.21e-21	up	yes
OR7A5	6.7294	3.0160	0.2188	2.26e-36	1.38e-35	up	yes
NLRP5	6.7292	3.9560	0.3698	8.90e-61	1.21e-59	up	yes
FAM9A	6.7113	15.5100	1.5365	7.66e-103	8.11e-101	up	yes
CWH43	6.7104	7.3220	0.5729	2.97e-38	1.93e-37	up	yes
OR52E6	6.7062	1.9740	0.0417	1.12e-27	5.10e-27	up	yes
KRTAP26-1	6.7032	1.7120	0.0260	2.49e-21	8.91e-21	up	yes
ADGRG7	6.6953	25.4280	0.8958	1.55e-59	2.02e-58	up	yes
CDY1	6.6907	1.5760	0.3438	1.93e-09	4.00e-09	up	yes
