gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
NXPH1	7.5559	3.6050	0.1128	5.91e-20	2.44e-19	up	yes
PATE1	7.5435	5.4900	0.1846	4.62e-53	7.31e-52	up	yes
OR11H12	7.5358	2.6550	0.2154	1.28e-12	3.51e-12	up	yes
SEMG2	7.5313	3.1100	0.2615	1.12e-19	4.57e-19	up	yes
OR5D16	7.5285	2.5800	0.0154	3.36e-13	9.54e-13	up	yes
ADAD1	7.5238	4.1150	0.5487	2.60e-30	1.68e-29	up	yes
KCNC2	7.5206	11.8550	0.9128	4.98e-50	6.77e-49	up	yes
OR4S1	7.5105	2.6650	0.0000	2.67e-16	9.09e-16	up	yes
CSNKA2IP	7.5036	5.6750	0.5333	2.40e-34	1.81e-33	up	yes
OR8B2	7.5017	4.8300	0.2564	2.21e-35	1.74e-34	up	yes
CTAGE1	7.4986	5.8900	0.3744	3.28e-66	9.85e-65	up	yes
OR51V1	7.4975	2.8250	0.2205	9.75e-15	3.03e-14	up	yes
OPALIN	7.4973	5.2100	0.8205	2.96e-27	1.71e-26	up	yes
PRR20C	7.4939	3.7600	0.1026	6.64e-18	2.46e-17	up	yes
OR4N5	7.4936	3.5250	0.1179	1.03e-19	4.22e-19	up	yes
SPATA31D4	7.4936	3.3600	0.3026	5.95e-24	2.98e-23	up	yes
GLRA2	7.4911	5.9750	0.3949	5.15e-55	8.85e-54	up	yes
CABP5	7.4906	81.7900	11.8872	3.45e-87	3.61e-85	up	yes
NEUROD6	7.4884	3.1550	0.0462	3.44e-23	1.66e-22	up	yes
NPVF	7.4857	2.9800	0.0513	2.36e-18	8.95e-18	up	yes
SLC22A8	7.4827	7.2200	0.7077	2.17e-44	2.38e-43	up	yes
GRXCR1	7.4799	3.1000	0.2923	4.31e-17	1.54e-16	up	yes
OR8H3	7.4765	2.6900	0.0000	3.81e-13	1.08e-12	up	yes
MYH4	7.4621	44.8700	1.7846	8.28e-61	1.88e-59	up	yes
OR2L2	7.4601	362.1350	38.7179	2.13e-164	1.03e-160	up	yes
OR5J2	7.4556	2.6550	0.0051	5.72e-18	2.13e-17	up	yes
C8A	7.4533	6.6850	0.2769	2.99e-69	1.05e-67	up	yes
MS4A12	7.4525	4.4800	0.2564	1.41e-22	6.61e-22	up	yes
MUC15	7.4517	26.6100	1.1179	1.19e-107	3.45e-105	up	yes
SPZ1	7.4442	3.1950	0.0462	1.78e-30	1.16e-29	up	yes
UGT2A2	7.4392	2.6100	0.0051	9.38e-14	2.76e-13	up	yes
OR8B3	7.4346	8.1200	0.8205	7.72e-45	8.62e-44	up	yes
OR5H2	7.4156	3.5500	0.0872	3.43e-26	1.89e-25	up	yes
LRRC53	7.4150	14.9400	0.5436	2.99e-87	3.15e-85	up	yes
OR10G6	7.4133	2.3950	0.0000	3.33e-15	1.07e-14	up	yes
OR4C11	7.4089	2.7000	0.1282	4.33e-17	1.54e-16	up	yes
OR10A7	7.4069	2.6350	0.0205	7.06e-16	2.36e-15	up	yes
C8B	7.3989	4.1550	0.2051	5.94e-29	3.65e-28	up	yes
TECTB	7.3955	5.8600	0.4718	1.80e-45	2.05e-44	up	yes
SERPINB13	7.3906	11.2750	0.4564	3.49e-50	4.79e-49	up	yes
OR5W2	7.3881	2.5450	0.1897	8.07e-16	2.69e-15	up	yes
ZNF679	7.3834	2.8950	0.0564	6.71e-20	2.77e-19	up	yes
RAB6D	7.3826	15.2900	0.9590	5.02e-81	3.58e-79	up	yes
SYT10	7.3743	8.0800	0.4974	7.70e-60	1.67e-58	up	yes
OR4L1	7.3711	2.5000	0.4000	1.91e-15	6.18e-15	up	yes
OR1S1	7.3684	3.4300	0.0154	2.60e-25	1.38e-24	up	yes
OR8J1	7.3675	2.4500	0.0051	8.14e-16	2.71e-15	up	yes
OR5B17	7.3672	2.3850	0.0051	1.20e-14	3.71e-14	up	yes
OR6N1	7.3619	2.8400	0.2462	9.76e-23	4.61e-22	up	yes
OR51B6	7.3579	7.9050	0.3231	3.31e-58	6.58e-57	up	yes
TAF11L10	7.3462	3.1550	0.3692	7.04e-21	3.04e-20	up	yes
TAF11L5	7.3462	3.1550	0.3692	7.04e-21	3.04e-20	up	yes
OR14I1	7.3458	2.5550	0.0513	2.01e-14	6.14e-14	up	yes
OR52E5	7.3404	3.8200	0.1333	2.85e-30	1.84e-29	up	yes
OR4C15	7.3366	2.3050	0.0051	1.81e-13	5.22e-13	up	yes
STXBP5L	7.3270	17.9800	1.7487	1.72e-84	1.49e-82	up	yes
OR8U9	7.3254	2.6500	0.0667	3.18e-13	9.04e-13	up	yes
OR10J4	7.3196	2.6300	0.0051	5.19e-20	2.15e-19	up	yes
OR5AL1	7.3114	2.3400	0.0000	1.39e-14	4.28e-14	up	yes
OR6C2	7.3069	2.8950	0.0256	2.43e-18	9.23e-18	up	yes
OR2G2	7.3024	2.5500	0.0051	4.50e-27	2.57e-26	up	yes
OTX2	7.2999	5.3550	0.5897	1.12e-41	1.13e-40	up	yes
TDRD15	7.2977	22.7100	3.6359	7.25e-80	4.82e-78	up	yes
DEFB129	7.2958	2.2200	0.0103	2.11e-14	6.42e-14	up	yes
SCGB2A2	7.2891	4.6150	0.7026	2.33e-22	1.08e-21	up	yes
MBL2	7.2877	4.1800	0.2308	4.47e-37	3.75e-36	up	yes
SLCO1B1	7.2832	3.1750	0.2000	1.07e-25	5.79e-25	up	yes
OR4C46	7.2827	2.4550	0.0513	7.75e-13	2.16e-12	up	yes
LPA	7.2736	20.9950	1.5744	2.91e-62	7.19e-61	up	yes
OR4K3	7.2703	2.3850	0.0000	8.20e-15	2.56e-14	up	yes
SERPINA7	7.2601	2.4600	0.0051	1.38e-18	5.31e-18	up	yes
OR13C9	7.2589	2.9800	0.0923	3.20e-23	1.55e-22	up	yes
C2ORF78	7.2534	4.3800	2.7487	5.48e-33	3.94e-32	up	yes
CABS1	7.2502	2.6800	0.2051	7.60e-23	3.61e-22	up	yes
OR6C1	7.2494	2.3550	0.0051	3.15e-16	1.07e-15	up	yes
TPD52L3	7.2487	4.7350	0.2872	2.09e-34	1.58e-33	up	yes
HTR1A	7.2422	3.0750	0.0718	2.88e-26	1.60e-25	up	yes
OR4K14	7.2387	2.3000	0.0051	2.02e-15	6.55e-15	up	yes
OR9G4	7.2385	2.2900	0.0000	7.24e-16	2.42e-15	up	yes
GARIN3	7.2379	2.7150	0.0718	1.53e-18	5.87e-18	up	yes
OR4C16	7.2330	2.2400	0.0000	5.86e-14	1.74e-13	up	yes
GASK1A	7.2301	12963.3400	1395.0051	3.40e-162	1.10e-158	up	yes
OR2AK2	7.2281	4.4000	0.2205	8.26e-48	1.03e-46	up	yes
OR2T1	7.2223	2.1750	0.0000	6.50e-14	1.93e-13	up	yes
SGCZ	7.2174	9.0050	1.3077	7.59e-33	5.43e-32	up	yes
OR4A47	7.2165	2.3800	0.0256	1.49e-17	5.44e-17	up	yes
DYTN	7.2086	3.9700	0.1385	9.18e-36	7.35e-35	up	yes
SLC22A24	7.2037	3.6950	0.2872	9.40e-35	7.23e-34	up	yes
OR8G2P	7.2008	2.7350	0.0974	7.05e-20	2.90e-19	up	yes
OR9H1P	7.2005	394.0850	36.0000	1.95e-152	4.72e-149	up	yes
TRIM64B	7.1994	4.9400	0.4564	4.63e-21	2.02e-20	up	yes
OR10G7	7.1990	2.6500	0.0103	1.17e-20	5.00e-20	up	yes
AADACL2	7.1958	36.2850	2.1026	1.27e-69	4.54e-68	up	yes
TMEM215	7.1956	8.1800	0.6256	2.16e-62	5.39e-61	up	yes
DSPP	7.1921	16.1350	0.9231	1.41e-62	3.58e-61	up	yes
FSCB	7.1913	4.7600	0.5333	3.22e-39	2.93e-38	up	yes
REG1B	7.1817	3.8050	0.8103	3.43e-16	1.16e-15	up	yes
LALBA	7.1786	3.0750	0.1179	2.66e-26	1.47e-25	up	yes
OR52B4	7.1750	2.6650	0.0462	1.20e-27	6.99e-27	up	yes
OR6C70	7.1735	2.3500	0.0359	1.30e-16	4.51e-16	up	yes
MUC7	7.1646	4.5800	0.2821	1.48e-36	1.22e-35	up	yes
OR8I2	7.1632	2.3650	0.0615	3.24e-13	9.22e-13	up	yes
SPATA31A3	7.1621	2.5850	0.0103	2.32e-14	7.06e-14	up	yes
SPATA31D3	7.1610	3.4700	0.2256	6.04e-18	2.24e-17	up	yes
OR5D13	7.1557	2.1300	0.0256	2.34e-13	6.72e-13	up	yes
BOD1L2	7.1555	3.3700	0.1641	2.61e-37	2.21e-36	up	yes
CFHR5	7.1552	9.4850	0.7385	1.36e-30	8.93e-30	up	yes
OR4K15	7.1525	2.3200	0.0205	8.75e-15	2.73e-14	up	yes
OR8K5	7.1459	2.1350	0.0051	7.87e-16	2.62e-15	up	yes
TAAR9	7.1437	2.0650	0.0205	1.45e-12	3.99e-12	up	yes
OR4C5	7.1255	2.2650	0.0103	7.91e-19	3.08e-18	up	yes
OR7E24	7.1229	3.4750	0.2308	1.70e-31	1.16e-30	up	yes
GABRA6	7.1131	7.8000	0.4000	5.96e-69	2.05e-67	up	yes
SLC17A6	7.1116	13.9500	1.0615	2.08e-69	7.31e-68	up	yes
OR11H1	7.1083	2.2300	0.0000	1.84e-11	4.69e-11	up	yes
OR10R2	7.1001	2.0400	0.0103	1.51e-13	4.38e-13	up	yes
OR4Q3	7.0974	9.8000	0.7077	2.26e-63	6.01e-62	up	yes
NMNAT3	7.0933	7428.4200	793.4513	2.42e-162	9.35e-159	up	yes
ADAMTS20	7.0905	11.9100	1.2205	5.12e-42	5.20e-41	up	yes
AKAIN1	7.0761	4.7850	0.3590	2.67e-42	2.73e-41	up	yes
GABRA1	7.0716	25.6900	2.2256	1.02e-88	1.18e-86	up	yes
MRGPRX1	7.0649	2.2600	0.0205	7.01e-19	2.74e-18	up	yes
IFNA4	7.0644	2.5450	0.1128	2.12e-18	8.10e-18	up	yes
OR2J1	7.0515	2.2300	0.0000	1.92e-16	6.61e-16	up	yes
NLRP13	7.0513	3.1300	0.1590	2.66e-23	1.30e-22	up	yes
OR6M1	7.0502	2.0400	0.0205	7.28e-16	2.43e-15	up	yes
TMEM207	7.0494	2.5700	0.1744	1.05e-18	4.06e-18	up	yes
CT47A11	7.0461	2.1450	0.0000	1.15e-08	2.47e-08	up	yes
TRIM51G	7.0376	2.4100	0.3026	3.13e-17	1.12e-16	up	yes
UGT2B4	7.0357	10.7650	0.9949	2.09e-81	1.51e-79	up	yes
KRT74	7.0353	2.3450	0.0462	2.05e-18	7.82e-18	up	yes
TRIM77	7.0299	2.1300	0.0000	2.61e-16	8.90e-16	up	yes
DCAF4L2	7.0265	4.6300	0.3179	3.97e-38	3.46e-37	up	yes
POTEA	7.0257	2.5400	0.3385	8.86e-22	4.00e-21	up	yes
DPPA2	7.0257	3.4150	0.2000	8.71e-41	8.46e-40	up	yes
OTOG	7.0165	5.7500	0.9538	2.66e-56	4.86e-55	up	yes
GLYATL3	7.0162	2.8350	0.2051	2.04e-26	1.13e-25	up	yes
OR8G3P	7.0080	3.8150	0.5795	1.57e-35	1.25e-34	up	yes
OR6F1	7.0072	6.9950	0.1590	1.94e-58	3.91e-57	up	yes
OR5D14	7.0012	2.0000	0.0000	4.49e-14	1.34e-13	up	yes
SSX4	6.9985	4.0400	0.4205	1.12e-44	1.25e-43	up	yes
OR5AC2	6.9939	1.8700	0.0000	9.89e-15	3.07e-14	up	yes
NETO1	6.9901	18.2950	1.5333	1.95e-62	4.89e-61	up	yes
IL22RA2	6.9900	4.3250	0.1846	3.90e-40	3.67e-39	up	yes
OR2T12	6.9891	269.1700	29.6667	3.00e-114	1.18e-111	up	yes
OR4X1	6.9851	1.8500	0.0000	2.98e-12	7.99e-12	up	yes
CDY1	6.9838	2.4500	0.3385	3.39e-08	7.00e-08	up	yes
UGT2B28	6.9784	2.0750	0.0359	2.71e-16	9.22e-16	up	yes
USP17L15	6.9784	30.4100	1.8821	3.50e-54	5.75e-53	up	yes
TAAR5	6.9781	2.0800	0.0462	2.89e-15	9.27e-15	up	yes
OR13C4	6.9739	2.1750	0.0103	3.74e-22	1.72e-21	up	yes
OR5T3	6.9581	1.8200	0.0103	3.89e-12	1.04e-11	up	yes
OR5M3	6.9571	1.9200	0.0051	6.67e-14	1.98e-13	up	yes
TMPRSS11E	6.9570	3.8350	0.3846	1.38e-40	1.33e-39	up	yes
TAF11L7	6.9511	2.0100	0.2051	1.76e-15	5.72e-15	up	yes
CDX4	6.9488	2.2850	0.0872	1.57e-18	6.03e-18	up	yes
OR11H6	6.9469	3.2650	0.2462	3.78e-35	2.96e-34	up	yes
TAS2R16	6.9457	2.1350	0.0000	5.06e-15	1.60e-14	up	yes
VWC2L	6.9448	15.3600	0.9897	3.25e-74	1.57e-72	up	yes
ATOH1	6.9422	2.0500	0.0513	3.90e-15	1.24e-14	up	yes
OR10V1	6.9408	2.6100	0.1077	1.57e-31	1.07e-30	up	yes
OR52E2	6.9264	1.9350	0.3282	3.84e-13	1.09e-12	up	yes
OR13H1	6.9249	1.8800	0.0154	1.80e-14	5.51e-14	up	yes
OR13C2	6.9211	2.1800	0.0615	4.17e-19	1.65e-18	up	yes
OR52R1	6.9159	2.2550	0.0564	5.77e-18	2.15e-17	up	yes
PLCZ1	6.9116	7.2150	0.4872	1.35e-63	3.63e-62	up	yes
OR9I1	6.9071	4.0550	0.6564	8.15e-29	4.97e-28	up	yes
KCNU1	6.9068	9.8750	0.5538	4.44e-47	5.36e-46	up	yes
REG1A	6.9047	2.1500	0.6103	1.51e-17	5.50e-17	up	yes
MUCL3	6.9019	6.0050	0.7949	2.96e-36	2.41e-35	up	yes
TFAP2D	6.8888	2.6850	0.1077	4.40e-22	2.01e-21	up	yes
TMEM229A	6.8872	2.4050	0.0923	4.28e-22	1.96e-21	up	yes
OR52M1	6.8857	1.8000	0.0256	1.09e-16	3.79e-16	up	yes
OR52I2	6.8798	19.1050	1.9538	8.01e-81	5.64e-79	up	yes
OR10T2	6.8797	1.9150	0.0103	2.39e-13	6.87e-13	up	yes
SPACA1	6.8782	2.2700	0.0154	6.74e-17	2.38e-16	up	yes
CHRNB3	6.8761	4.3700	0.7179	6.00e-34	4.47e-33	up	yes
OR52E6	6.8704	1.9750	0.0410	9.44e-19	3.67e-18	up	yes
OR51F1	6.8700	1.9050	0.2923	4.62e-14	1.38e-13	up	yes
OR5K1	6.8671	11.4500	0.8718	2.69e-76	1.46e-74	up	yes
GMCL2	6.8608	3.0050	0.1282	3.06e-27	1.76e-26	up	yes
OR51S1	6.8585	1.7850	0.1795	6.21e-15	1.95e-14	up	yes
C1ORF87	6.8562	6.7800	0.6410	6.59e-53	1.03e-51	up	yes
OR5AP2	6.8561	2.0100	0.0308	1.16e-14	3.58e-14	up	yes
IQCJ	6.8542	8.9700	0.6462	1.34e-58	2.71e-57	up	yes
GPR101	6.8541	14.2650	1.1795	9.48e-68	3.09e-66	up	yes
MAGEB4	6.8539	1.7800	0.0103	5.61e-15	1.77e-14	up	yes
OR5P2	6.8515	1.7850	0.0051	7.54e-12	1.97e-11	up	yes
OR5K4	6.8499	2.0800	0.0051	2.44e-21	1.08e-20	up	yes
ATP12A	6.8483	3.7750	0.6923	1.80e-34	1.37e-33	up	yes
TEX50	6.8446	2.7800	0.1795	3.87e-33	2.79e-32	up	yes
OR7A5	6.8446	3.3650	0.2154	7.90e-30	5.01e-29	up	yes
NLRP5	6.8334	4.2000	0.3641	5.76e-50	7.81e-49	up	yes
OR4C12	6.8295	1.7700	0.0000	1.15e-14	3.55e-14	up	yes
OR4D6	6.8245	1.9400	0.0769	6.41e-15	2.02e-14	up	yes
FAM9A	6.8188	15.8900	1.5436	3.49e-87	3.63e-85	up	yes
HTR2C	6.8182	6.8050	0.5897	7.76e-42	7.84e-41	up	yes
GJE1	6.8181	4.5450	0.4256	8.06e-45	8.99e-44	up	yes
KRTAP26-1	6.8163	1.7700	0.0256	2.08e-13	5.98e-13	up	yes
DEFB125	6.8100	2.2000	0.0564	1.48e-17	5.39e-17	up	yes
OR1D5	6.8098	1.8250	0.0000	2.75e-17	9.89e-17	up	yes
OR11H4	6.8018	9.3650	0.9128	2.15e-76	1.18e-74	up	yes
CWH43	6.7990	8.4750	0.5641	9.45e-30	5.97e-29	up	yes
OR2B8P	6.7969	4.9850	0.2821	2.32e-50	3.21e-49	up	yes
OR51Q1	6.7947	7.1100	0.4667	1.26e-55	2.25e-54	up	yes
OR1L3	6.7941	5.7700	0.4205	7.01e-51	9.96e-50	up	yes
OR6Y1	6.7909	430.1050	40.0667	6.69e-148	1.29e-144	up	yes
OR5I1	6.7802	1.7750	0.0000	1.78e-13	5.16e-13	up	yes
KRTAP20-2	6.7769	1.5900	0.0205	1.17e-11	3.01e-11	up	yes
OR10H2	6.7751	1.6700	0.0154	5.62e-14	1.67e-13	up	yes
PHOX2B	6.7694	3.0000	0.2359	1.67e-23	8.21e-23	up	yes
OR5AK2	6.7672	2.2600	0.0513	8.65e-26	4.69e-25	up	yes
ZNF735	6.7572	1.6650	0.0154	6.05e-14	1.80e-13	up	yes
OLIG3	6.7562	1.9300	0.0667	6.04e-18	2.24e-17	up	yes
OR51B2	6.7531	5.2450	0.3795	4.25e-51	6.10e-50	up	yes
PDYN	6.7531	3.9600	0.2821	3.77e-47	4.56e-46	up	yes
OR2D2	6.7490	9.6300	0.2410	1.82e-68	6.11e-67	up	yes
SLC35G3	6.7469	2.5750	0.1692	3.69e-26	2.03e-25	up	yes
OR9G9	6.7423	1.6350	0.0051	2.88e-13	8.22e-13	up	yes
HTR4	6.7362	14.4600	1.3333	2.43e-85	2.23e-83	up	yes
TEX47	6.7331	2.3950	0.0051	1.41e-17	5.13e-17	up	yes
OR10K1	6.7295	232.2550	22.3385	1.31e-115	5.63e-113	up	yes
TAAR2	6.7292	1.8000	0.0154	5.18e-15	1.64e-14	up	yes
MS4A8	6.7235	2.1500	0.2667	7.55e-21	3.26e-20	up	yes
CT45A5	6.7195	155.0350	27.7795	9.07e-96	1.51e-93	up	yes
OR10J5	6.7145	1.6950	0.0154	3.17e-14	9.55e-14	up	yes
TXNDC8	6.7110	6.4200	0.5538	8.83e-61	2.01e-59	up	yes
OR4C13	6.6975	1.7350	0.0205	6.91e-17	2.43e-16	up	yes
GPX6	6.6973	4.2700	0.2564	1.50e-53	2.42e-52	up	yes
