direction	term_id	term_name	source	pvalue_adjusted	intersection_size	term_size	precision	recall	genes
down	GO:0048731	system development	GO:BP	2.09e-17	134	4053	0.4174	0.0331	EFEMP1,HSPB7,COL3A1,IL2,WNT5A,EPCAM,TEAD4,ANKRD1,SOX9,COL1A1,MAL2,NR2F2,LIF,CCN2,COL5A1,TNC,CDH11,AGR2,CHAC1,CREB3L1,F3,COL1A2,PDLIM4,DLX3,HOXC6,EFNA2,CCND1,IGF2BP1,CCN1,BICC1,FOXF2,CLDN18,SKOR2,KIAA1217,COL8A1,HOXC11,SALL4,PARVA,HOXC8,B4GALNT1,FN1,IRX2,SLC44A4,DKK1,MEIS2,MMP2,TBX18,KLF15,PTPN14,FST,TJP1,IL6,PTPRG,SLC2A10,CENPF,FGF18,IFNG,ITGB8,ESRP1,FAIM2,RBFOX2,CDH13,CLDN1,ENAH,SERPINH1,SLC1A1,CLDN11,COL4A1,DSG2,GFRA1,FGF1,TFAP2C,SPP1,PTGIS,ONECUT2,DCN,INHBA,NFATC4,MB,SIX1,HNF1B,SEZ6L2,FOXG1,CCBE1,DZIP1,SULF1,EFNB3,CYP1A1,KCNJ8,NPNT,ASCL1,ARC,SLIT2,VSTM4,FZD7,TMEM98,PALM,FAT1,TFAP2A,GDA,COMP,IRX5,NES,COL27A1,PITX1,CAMK2B,PCDHGB5,NFASC,ELN,AICDA,CPS1,MFAP2,THY1,NTNG1,THBS2,TIE1,LAMA4,EMP2,ERRFI1,SEMA3F,FBN1,NPHS1,BARX2,EGR2,SLC39A14,LRFN5,IGSF3,ASPM,AURKA,PCDHGB4,PTHLH,ASS1,NGEF,CDH17
down	GO:0031012	extracellular matrix	GO:CC	3.00e-17	44	559	0.1346	0.0787	EFEMP1,MXRA5,COL3A1,GPC6,WNT5A,COL1A1,CCN2,COL5A1,TNC,F3,COL1A2,CCDC80,CCN1,COL8A1,COL6A3,LUM,FN1,COL6A2,MMP2,CDH13,IGFBPL1,SERPINH1,COL4A1,FMOD,FGF1,DCN,LAMC2,CCBE1,LAMB3,SULF1,DST,NPNT,COMP,COL27A1,ELN,MFAP2,NTNG1,THBS2,LAMA4,EDIL3,LAMA3,OMD,FBN1,LRIG3
down	GO:0030312	external encapsulating structure	GO:CC	3.22e-17	44	560	0.1346	0.0786	EFEMP1,MXRA5,COL3A1,GPC6,WNT5A,COL1A1,CCN2,COL5A1,TNC,F3,COL1A2,CCDC80,CCN1,COL8A1,COL6A3,LUM,FN1,COL6A2,MMP2,CDH13,IGFBPL1,SERPINH1,COL4A1,FMOD,FGF1,DCN,LAMC2,CCBE1,LAMB3,SULF1,DST,NPNT,COMP,COL27A1,ELN,MFAP2,NTNG1,THBS2,LAMA4,EDIL3,LAMA3,OMD,FBN1,LRIG3
down	GO:0030154	cell differentiation	GO:BP	8.66e-15	136	4437	0.4237	0.0307	EFEMP1,COL3A1,CSF2,TFF1,IL2,KRT19,PRAME,WNT5A,EPCAM,TEAD4,PLA2G2A,ANKRD1,SOX9,COL1A1,NR2F2,FLNC,LIF,CCN2,MT1G,COL5A1,TNC,CDH11,AGR2,CHAC1,CREB3L1,PKP1,DLX3,MAGI1,EFNA2,CCND1,IGF2BP1,CCN1,FOXF2,CLDN18,SKOR2,COL8A1,RAI14,HOXC8,FN1,IRX2,TCIM,SLC44A4,CSF3,DKK1,MEIS2,MMP2,TBX18,KLF15,IL17A,FST,TJP1,IL6,PTPRG,ITGA11,CENPF,FGF18,IFNG,ITGB8,ESRP1,FAIM2,RBFOX2,FERMT2,IL23R,CLDN1,ENAH,SERPINH1,SLC1A1,COL4A1,GFRA1,FGF1,GALNTL5,SPP1,EBF2,PRDM16,ONECUT2,KRT7,INHBA,NFATC4,HNF4A,MB,FGF23,SIX1,TOP2A,HNF1B,FOXG1,DZIP1,LAMB3,SULF1,EFNB3,CYP1A1,KCNJ8,NPNT,ASCL1,ARC,ETV4,SLIT2,FZD7,TMEM98,FAT1,AKR1C2,TFAP2A,FOXQ1,COMP,ENPP1,IRX5,COL27A1,PITX1,CAMK2B,NFASC,ZBED2,EXPH5,AICDA,CPS1,MFAP2,THY1,NTNG1,TIE1,LAMA4,EMP2,LAMA3,ERRFI1,PHLDB1,SEMA3F,FBN1,NPHS1,PUS7,BARX2,EGR2,HNF4G,SLC39A14,ASPM,AURKA,PTHLH,NGEF,CDH17,CCNO
down	GO:0048869	cellular developmental process	GO:BP	8.84e-15	136	4438	0.4237	0.0306	EFEMP1,COL3A1,CSF2,TFF1,IL2,KRT19,PRAME,WNT5A,EPCAM,TEAD4,PLA2G2A,ANKRD1,SOX9,COL1A1,NR2F2,FLNC,LIF,CCN2,MT1G,COL5A1,TNC,CDH11,AGR2,CHAC1,CREB3L1,PKP1,DLX3,MAGI1,EFNA2,CCND1,IGF2BP1,CCN1,FOXF2,CLDN18,SKOR2,COL8A1,RAI14,HOXC8,FN1,IRX2,TCIM,SLC44A4,CSF3,DKK1,MEIS2,MMP2,TBX18,KLF15,IL17A,FST,TJP1,IL6,PTPRG,ITGA11,CENPF,FGF18,IFNG,ITGB8,ESRP1,FAIM2,RBFOX2,FERMT2,IL23R,CLDN1,ENAH,SERPINH1,SLC1A1,COL4A1,GFRA1,FGF1,GALNTL5,SPP1,EBF2,PRDM16,ONECUT2,KRT7,INHBA,NFATC4,HNF4A,MB,FGF23,SIX1,TOP2A,HNF1B,FOXG1,DZIP1,LAMB3,SULF1,EFNB3,CYP1A1,KCNJ8,NPNT,ASCL1,ARC,ETV4,SLIT2,FZD7,TMEM98,FAT1,AKR1C2,TFAP2A,FOXQ1,COMP,ENPP1,IRX5,COL27A1,PITX1,CAMK2B,NFASC,ZBED2,EXPH5,AICDA,CPS1,MFAP2,THY1,NTNG1,TIE1,LAMA4,EMP2,LAMA3,ERRFI1,PHLDB1,SEMA3F,FBN1,NPHS1,PUS7,BARX2,EGR2,HNF4G,SLC39A14,ASPM,AURKA,PTHLH,NGEF,CDH17,CCNO
down	GO:0016477	cell migration	GO:BP	9.34e-15	72	1534	0.2243	0.0469	COL3A1,GPC6,CSF2,S100A14,WNT5A,SOX9,COL1A1,NR2F2,CCN2,COL5A1,TNC,CDH11,CCL20,F3,RND3,CCL1,CCN1,EPB41L4B,CXCL2,PARVA,RHBDF1,CCL26,FN1,GRB7,MMP2,IL17A,EFS,BCAR1,TJP1,IL6,PTPRG,SMIM22,ITGA11,FGF18,IFNG,RBFOX2,CDH13,FERMT2,CLDN1,GFRA1,FGF1,ONECUT2,DCN,CCL4L2,LAMC2,CDH15,IGFBP6,FGF23,SIX1,FOXG1,CCBE1,LAMB3,BDKRB1,SULF1,ASCL1,ARC,FERMT1,SLIT2,VSTM4,FAT1,CAMK2B,THY1,NTNG1,TIE1,LAMA4,EMP2,PLAT,LAMA3,ERRFI1,SEMA3F,ASPM,CDH17
down	GO:0072359	circulatory system development	GO:BP	1.49e-14	61	1145	0.1900	0.0533	HSPB7,COL3A1,WNT5A,ANKRD1,SOX9,COL1A1,NR2F2,LIF,CCN2,COL5A1,CDH11,CREB3L1,F3,COL1A2,PDLIM4,DLX3,CCN1,BICC1,COL8A1,SALL4,PARVA,FN1,DKK1,MMP2,TBX18,PTPN14,TJP1,IL6,SLC2A10,FGF18,ITGB8,CDH13,SLC1A1,COL4A1,DSG2,FGF1,PTGIS,DCN,INHBA,NFATC4,MB,SIX1,CCBE1,DZIP1,SULF1,KCNJ8,ASCL1,SLIT2,VSTM4,FZD7,COMP,COL27A1,ELN,THY1,THBS2,TIE1,LAMA4,EMP2,ERRFI1,FBN1,EGR2
down	GO:0005615	extracellular space	GO:CC	1.50e-14	109	3315	0.3333	0.0329	EFEMP1,MXRA5,COL3A1,STC2,CSF2,TFF1,IL2,KRT19,S100A14,HBE1,WNT5A,EPCAM,S100A16,PLA2G2A,COL1A1,MAL2,PPIC,TSPAN8,LIF,SBSN,CCN2,COL5A1,HBZ,TNC,CDH11,AGR2,CCL20,TSPAN1,F3,COL1A2,CCL1,CCN1,COL8A1,CXCL2,TREH,CCL26,COL6A3,LUM,FN1,SLC44A4,CSF3,DKK1,COL6A2,MMP2,SUPT20HL2,IL17A,FST,IL6,PTPRG,FGF18,IFNG,ITGB8,MLPH,MYO1B,CDH13,IGFBPL1,SERPINH1,SLC1A1,COL4A1,DSG2,FMOD,RAET1G,GFRA1,FGF1,AOX1,SPP1,PTGIS,DCN,KRT7,CPA4,CCL4L2,INHBA,LAMC2,CDH15,IGFBP6,MB,FGF23,CCBE1,SULF1,MYH14,NPNT,RAB3B,ALDH1L2,SLIT2,TMEM98,FAT1,GPRC5A,COMP,ENPP1,COL27A1,PCDHGB5,SLC16A1,C1QTNF1,THY1,LAMA4,EDIL3,NECTIN4,PLAT,LAMA3,OMD,SEMA3F,FBN1,NPHS1,TMPRSS4,LRIG3,H3C8,CFH,PTHLH,ASS1
down	GO:0005576	extracellular region	GO:CC	2.71e-14	127	4258	0.3884	0.0298	EFEMP1,MXRA5,COL3A1,GPC6,STC2,CSF2,TFF1,IL2,KRT19,S100A14,HBE1,WNT5A,EPCAM,S100A16,PLA2G2A,COL1A1,MAL2,PPIC,TSPAN8,LIF,SBSN,CCN2,COL5A1,HBZ,TNC,CDH11,AGR2,CCL20,TSPAN1,F3,NMU,COL1A2,CCDC80,CCL1,CCN1,COL8A1,CXCL2,TREH,CCL26,CLCA2,COL6A3,LUM,FN1,SLC44A4,CSF3,DKK1,COL6A2,MMP2,SUPT20HL2,IL17A,FST,IL6,PTPRG,FGF18,FAM180A,IFNG,ITGB8,MLPH,MYO1B,CDH13,IGFBPL1,SERPINH1,SLC1A1,COL4A1,DSG2,FMOD,RAET1G,GFRA1,FGF1,AOX1,SPP1,PTGIS,DCN,KRT7,CPA4,CCL4L2,INHBA,LAMC2,CDH15,IGFBP6,MB,FGF23,PLA2R1,CCBE1,LAMB3,SULF1,MYH14,CNTN3,NPNT,RAB3B,ARC,ALDH1L2,SLIT2,VSTM4,TMEM98,FAT1,GPRC5A,COMP,ENPP1,COL27A1,KLK10,PCDHGB5,SLC16A1,ELN,C1QTNF1,MFAP2,THY1,NTNG1,THBS2,CDCP1,LAMA4,EDIL3,NECTIN4,PLAT,LAMA3,OMD,SEMA3F,FBN1,NPHS1,TMPRSS4,DSC3,LRIG3,H3C8,CFH,PTHLH,ASS1,ITGBL1
down	GO:0007167	enzyme-linked receptor protein signaling pathway	GO:BP	5.40e-14	55	970	0.1713	0.0567	EFEMP1,COL3A1,WNT5A,SOX9,COL1A1,LIF,CCN2,BDKRB2,AGR2,CREB3L1,F3,COL1A2,DLX3,EFNA2,CCN1,SPRY4,SKOR2,RHBDF1,DKK1,GRB7,MMP2,EFS,BCAR1,FST,PTPRG,SLC2A10,FGF18,ITGB8,CDH13,FERMT2,COL4A1,FMOD,GFRA1,FGF1,PRDM16,ONECUT2,DCN,INHBA,IGFBP6,NFATC4,HNF4A,FGF23,CCBE1,SULF1,EFNB3,NPNT,FERMT1,GPRC5A,COMP,ENPP1,PLAT,ERRFI1,FBN1,SLC39A14,NGEF
down	GO:0009887	animal organ morphogenesis	GO:BP	6.60e-14	57	1042	0.1776	0.0547	EFEMP1,COL3A1,WNT5A,ANKRD1,SOX9,COL1A1,LIF,CCN2,COL5A1,TNC,COL1A2,DLX3,CCN1,FOXF2,COL8A1,HOXC11,PARVA,HOXC8,TREH,IRX2,SLC44A4,DKK1,MEIS2,MMP2,TBX18,FST,IL6,FGF18,SERPINH1,SLC1A1,FGF1,ONECUT2,DCN,INHBA,FGF23,SIX1,HNF1B,FOXG1,LAMB3,SULF1,KCNJ8,NPNT,SLIT2,FAT1,TFAP2A,COMP,IRX5,COL27A1,ELN,MFAP2,THY1,NTNG1,EMP2,ERRFI1,FBN1,BARX2,LRIG3
down	GO:0048870	cell motility	GO:BP	7.71e-14	77	1793	0.2399	0.0429	COL3A1,GPC6,CSF2,S100A14,WNT5A,SOX9,COL1A1,NR2F2,CCN2,COL5A1,TNC,CDH11,CCL20,F3,RND3,CCL1,CCN1,EPB41L4B,CXCL2,PARVA,RHBDF1,CCL26,FN1,GRB7,MMP2,IL17A,EFS,BCAR1,TJP1,IL6,PTPRG,SMIM22,ITGA11,FGF18,IFNG,RBFOX2,CDH13,FERMT2,CLDN1,ENAH,GFRA1,FGF1,ONECUT2,DCN,CCL4L2,LAMC2,CDH15,IGFBP6,FGF23,SIX1,FOXG1,CCBE1,DZIP1,LAMB3,BDKRB1,SULF1,DST,ASCL1,ARC,FERMT1,SLIT2,VSTM4,FAT1,CAMK2B,CAVIN1,LRATD1,THY1,NTNG1,TIE1,LAMA4,EMP2,PLAT,LAMA3,ERRFI1,SEMA3F,ASPM,CDH17
