gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
C1ORF87	3.3593	6.8594	4.1379	3.66e-07	3.98e-06	up	yes
MORC1	3.3193	20.2604	3.6782	2.73e-07	3.08e-06	up	yes
TMSB15A	3.3154	9.3229	3.6092	2.89e-07	3.24e-06	up	yes
CSKMT	3.3116	193.2240	145.0805	1.76e-22	6.15e-20	up	yes
GLYAT	3.2989	1.5365	2.7126	9.85e-06	7.11e-05	up	yes
CA5A	3.2983	4.4167	3.9655	1.32e-10	3.82e-09	up	yes
H1-6	3.2969	8.1979	3.8391	5.58e-09	1.01e-07	up	yes
TRIM6-TRIM34	3.2488	8.9948	1.6207	2.43e-06	2.10e-05	up	yes
MMP8	3.2422	852.2500	55.5517	7.50e-15	6.50e-13	up	yes
TP53TG3C	3.2314	1.7708	1.2184	9.02e-06	6.59e-05	up	yes
RSAD2	3.1753	12219.8021	3584.1034	6.96e-21	1.86e-18	up	yes
RSPH1	3.1672	6.7240	7.6897	2.06e-11	7.53e-10	up	yes
OR2B2	3.1599	4.2552	2.1379	3.91e-06	3.16e-05	up	yes
OTOF	3.1193	1010.8073	116.2874	4.34e-16	5.37e-14	up	yes
ANKDD1B	3.1042	35.1979	11.4368	3.05e-13	1.78e-11	up	yes
PLAAT1	3.0943	53.8646	10.2759	1.10e-09	2.44e-08	up	yes
NOS1AP	3.0933	10.4219	11.4138	3.24e-14	2.42e-12	up	yes
TAF7L	3.0883	7.0104	5.8391	2.30e-10	6.20e-09	up	yes
ANO2	3.0862	6.7708	8.2989	2.79e-09	5.54e-08	up	yes
ODF3	3.0681	7.5000	7.4253	1.05e-10	3.16e-09	up	yes
OR2B6	3.0599	24.7292	7.1609	4.72e-10	1.16e-08	up	yes
TMEM107	3.0160	620.3177	369.0230	2.73e-25	1.60e-22	up	yes
TDO2	3.0114	12.9062	1.2069	1.65e-03	5.98e-03	up	yes
GPC5	3.0073	3.0833	4.9080	3.79e-07	4.10e-06	up	yes
GLYATL2	3.0010	18.7812	4.6207	2.17e-08	3.30e-07	up	yes
FAM81B	3.0002	50.6458	9.0690	6.63e-10	1.59e-08	up	yes
IFIT1	2.9978	9890.3594	2979.1954	1.96e-21	5.74e-19	up	yes
OR2T8	2.9783	8.8281	3.7471	3.53e-10	9.00e-09	up	yes
CD36	2.9641	5186.5156	1044.2874	6.62e-20	1.65e-17	up	yes
GPR88	2.9606	5.9323	3.4253	8.65e-12	3.49e-10	up	yes
LPL	2.9560	98.5365	553.1954	5.59e-15	5.04e-13	up	yes
CPNE4	2.9495	8.3021	23.2184	1.33e-08	2.15e-07	up	yes
LGMN	2.9445	2933.8698	454.8046	2.87e-17	4.46e-15	up	yes
RNF212B	2.9332	14.1562	4.9310	4.74e-08	6.62e-07	up	yes
C2ORF66	2.9211	7.0990	2.9080	2.62e-10	6.89e-09	up	yes
HSPB3	2.9122	1.3438	1.0000	2.87e-04	1.34e-03	up	yes
MAOB	2.8983	19.7865	26.9540	4.43e-11	1.49e-09	up	yes
OLFM4	2.8732	540.1667	47.2759	1.50e-09	3.24e-08	up	yes
SLC35D3	2.8637	14.9427	3.4253	8.59e-08	1.11e-06	up	yes
CYYR1	2.8612	26.2760	14.4828	3.98e-12	1.76e-10	up	yes
CMPK2	2.8587	3391.8438	800.0460	1.28e-23	5.31e-21	up	yes
GLYATL1	2.8529	14.5312	14.4138	7.34e-11	2.30e-09	up	yes
COL25A1	2.8349	4.1146	10.8046	3.13e-08	4.59e-07	up	yes
RTL8B	2.8318	14.0990	52.3908	2.68e-14	2.07e-12	up	yes
C22ORF15	2.8105	7.2604	9.2184	7.77e-11	2.42e-09	up	yes
RAB7B	2.8089	84.5052	61.3908	1.24e-11	4.81e-10	up	yes
LRRC3C	2.7996	2.1875	1.3333	2.24e-07	2.60e-06	up	yes
ATP5MC3	2.7994	3099.2344	2487.4598	7.88e-25	3.98e-22	up	yes
VEGFC	2.7830	5.5573	116.4253	3.70e-08	5.31e-07	up	yes
SELE	2.7502	2.7135	4.8161	4.58e-07	4.83e-06	up	yes
CLDN23	2.7491	98.6667	39.5862	4.48e-11	1.50e-09	up	yes
SPSB4	2.7408	1.9271	3.7356	2.71e-06	2.31e-05	up	yes
RNASEK-C17ORF49	2.7342	849.1823	226.8391	4.18e-14	3.02e-12	up	yes
TMEM37	2.7055	18.3281	6.5287	3.21e-07	3.55e-06	up	yes
DDX39B	2.6966	948.0260	774.1034	9.52e-14	6.22e-12	up	yes
EFNB2	2.6921	11.7083	46.5057	6.36e-13	3.43e-11	up	yes
CLCN4	2.6765	283.1354	80.4138	2.83e-15	2.84e-13	up	yes
GSTA1	2.6709	9.3802	4.1839	1.95e-04	9.58e-04	up	yes
RYR2	2.6690	48.9896	18.7816	2.46e-08	3.68e-07	up	yes
HEPHL1	2.6394	7.3490	13.3563	1.05e-08	1.75e-07	up	yes
CLDN5	2.6280	630.2604	106.2759	1.66e-08	2.61e-07	up	yes
EVA1A	2.6280	3.5365	29.2989	1.96e-05	1.29e-04	up	yes
URGCP-MRPS24	2.6080	11.2448	4.9425	9.29e-06	6.75e-05	up	yes
PTPRD	2.6000	1.4948	16.9770	2.89e-04	1.34e-03	up	yes
SNHG32	2.5927	827.1146	526.3678	2.03e-21	5.87e-19	up	yes
GNG8	2.5879	43.4167	20.3218	3.59e-11	1.22e-09	up	yes
ANXA3	2.5843	1585.4062	292.7816	2.82e-13	1.67e-11	up	yes
DRC7	2.5808	23.1094	16.8966	2.47e-12	1.15e-10	up	yes
FRMD3	2.5689	516.5469	118.4828	1.96e-16	2.58e-14	up	yes
LOXHD1	2.5665	109.0729	35.9195	8.96e-10	2.06e-08	up	yes
JSRP1	2.5612	474.0365	238.6437	3.84e-15	3.71e-13	up	yes
CAMK2A	2.5514	27.3281	51.0115	1.36e-10	3.90e-09	up	yes
LY6E	2.5490	16880.0000	2270.7356	1.44e-18	2.71e-16	up	yes
BEX1	2.5472	34.6146	44.0575	1.78e-14	1.46e-12	up	yes
CRISP3	2.5373	387.9375	36.8161	4.35e-09	8.05e-08	up	yes
WNT11	2.5309	19.5625	44.0690	1.77e-09	3.73e-08	up	yes
APOC2	2.5276	47.3594	79.0460	3.03e-07	3.37e-06	up	yes
ADRA2A	2.5161	23.8385	12.2414	1.35e-07	1.66e-06	up	yes
NKAIN2	2.4963	2.9635	10.6897	5.88e-05	3.39e-04	up	yes
CCDC103	2.4953	8.3021	9.7701	1.28e-10	3.71e-09	up	yes
IQUB	2.4845	6.3125	6.1954	3.72e-08	5.33e-07	up	yes
PTGER3	2.4843	18.0365	13.1724	9.89e-10	2.23e-08	up	yes
SUCNR1	2.4762	111.6510	145.9425	1.71e-08	2.67e-07	up	yes
CLEC5A	2.4701	297.3490	352.5977	7.57e-13	4.00e-11	up	yes
CAPN11	2.4649	10.4583	12.1954	2.39e-07	2.76e-06	up	yes
USP17L15	2.4638	10.1719	31.7241	3.15e-04	1.45e-03	up	yes
NAT8B	2.4606	81.1771	18.4713	2.24e-07	2.60e-06	up	yes
FMO5	2.4493	197.0156	97.6322	8.89e-19	1.80e-16	up	yes
EAF2	2.4490	430.1354	222.7011	7.24e-18	1.20e-15	up	yes
IRX3	2.4347	7.5885	34.6897	2.99e-05	1.88e-04	up	yes
CKLF-CMTM1	2.4279	84.8177	23.8736	1.72e-15	1.84e-13	up	yes
MAP2	2.4245	24.0052	66.1494	1.99e-11	7.28e-10	up	yes
MS4A6E	2.4211	26.1146	2.3678	3.37e-09	6.52e-08	up	yes
MEST	2.4150	198.5469	90.0230	8.29e-16	9.61e-14	up	yes
NLGN1	2.4131	8.4479	30.6207	7.94e-07	7.87e-06	up	yes
GCOM1	2.4116	103.8229	63.4828	1.77e-12	8.53e-11	up	yes
COL10A1	2.4104	28.4375	31.9310	2.38e-08	3.58e-07	up	yes
UBE2J1	2.4008	4347.9375	2092.6322	1.47e-22	5.24e-20	up	yes
ARG1	2.3946	476.9688	65.9310	6.06e-13	3.29e-11	up	yes
H3C12	2.3941	21.9531	125.9655	3.18e-06	2.66e-05	up	yes
ATF7-NPFF	2.3895	17.8281	7.8621	5.23e-05	3.06e-04	up	yes
KCNT2	2.3851	1.9948	5.5287	1.91e-03	6.81e-03	up	yes
USP18	2.3812	1595.5938	603.4023	6.66e-16	7.87e-14	up	yes
FAM187A	2.3781	11.8802	8.2759	2.05e-08	3.13e-07	up	yes
CCDC3	2.3745	10.5677	23.6897	3.85e-07	4.16e-06	up	yes
SIGLEC5	2.3732	34.3646	7.3218	3.93e-14	2.88e-12	up	yes
XKR3	2.3720	20.1667	7.5862	2.49e-06	2.14e-05	up	yes
CLEC6A	2.3715	42.9427	73.4253	1.86e-11	6.88e-10	up	yes
SIGLEC1	2.3682	3483.1875	1806.2184	9.46e-10	2.15e-08	up	yes
BEST2	2.3597	9.2031	10.6322	3.75e-09	7.12e-08	up	yes
MLLT11	2.3557	195.5417	131.4483	4.28e-15	4.10e-13	up	yes
CTR9	2.3546	1796.9688	1263.6782	9.27e-23	3.51e-20	up	yes
GJA4	2.3475	5.1979	5.3333	2.57e-07	2.94e-06	up	yes
RBPMS2	2.3436	63.6094	52.3218	8.82e-08	1.14e-06	up	yes
CCDC148	2.3401	7.7708	11.7241	2.14e-07	2.51e-06	up	yes
CDH20	2.3340	6.6458	15.7241	6.72e-07	6.76e-06	up	yes
OASL	2.3315	4658.7240	869.7701	6.04e-18	1.01e-15	up	yes
MPIG6B	2.3281	49.7396	85.6782	3.15e-06	2.63e-05	up	yes
TNNI3	2.3208	3.9167	3.0460	1.09e-04	5.79e-04	up	yes
LCA5	2.3191	13.2917	22.8161	1.77e-08	2.75e-07	up	yes
ESM1	2.3145	10.2708	71.4483	7.31e-09	1.27e-07	up	yes
ZNF117	2.3107	970.0729	334.9310	1.38e-14	1.15e-12	up	yes
CCL16	2.2956	10.4479	24.1839	3.45e-06	2.84e-05	up	yes
FCAR	2.2938	60.6719	11.1379	5.03e-08	6.98e-07	up	yes
RTN1	2.2921	566.0365	281.2184	3.14e-10	8.16e-09	up	yes
RPL17-C18ORF32	2.2906	4604.1198	1824.1609	5.41e-19	1.12e-16	up	yes
MGAM2	2.2904	20.7188	13.2529	1.12e-04	5.95e-04	up	yes
TRIQK	2.2864	390.0990	163.1609	2.37e-18	4.23e-16	up	yes
SCGB1C1	2.2856	33.5729	3.5517	2.16e-04	1.05e-03	up	yes
GSTM5	2.2797	15.9479	36.4138	3.98e-08	5.67e-07	up	yes
FCN2	2.2781	2.1927	0.6782	1.72e-04	8.60e-04	up	yes
P2RX1	2.2657	1674.2604	717.4138	3.34e-11	1.15e-09	up	yes
CXCL10	2.2615	2338.6458	2710.7586	4.29e-09	7.95e-08	up	yes
LIPC	2.2605	74.1875	44.7126	7.54e-12	3.11e-10	up	yes
IFNW1	2.2563	0.9010	0.7011	2.72e-03	9.19e-03	up	yes
HLA-DPA1	2.2515	643.0365	233.2299	6.97e-14	4.82e-12	up	yes
KCNK13	2.2480	61.8073	46.4828	3.21e-12	1.46e-10	up	yes
DEFA4	2.2427	222.5573	27.9195	1.84e-06	1.64e-05	up	yes
SPDYC	2.2395	31.6354	10.4828	3.22e-06	2.69e-05	up	yes
FOSB	2.2374	2819.2083	849.9195	4.72e-10	1.16e-08	up	yes
TCN1	2.2300	361.2969	65.3333	1.69e-07	2.03e-06	up	yes
RAB30	2.2254	564.8646	388.0000	4.44e-15	4.19e-13	up	yes
HTR4	2.2250	1.9792	6.7471	2.93e-04	1.36e-03	up	yes
TBCEL-TECTA	2.2248	8.1875	7.6782	1.25e-08	2.03e-07	up	yes
CXCL5	2.2211	1322.1667	521.5402	3.18e-06	2.66e-05	up	yes
ERICH3	2.2156	12.2240	11.0000	3.67e-08	5.28e-07	up	yes
RGL1	2.2061	582.4688	345.8506	1.52e-12	7.51e-11	up	yes
CXCL13	2.2028	39.9688	797.8276	3.20e-05	1.99e-04	up	yes
HP	2.1935	556.5000	137.0805	3.86e-13	2.18e-11	up	yes
IFI44L	2.1902	11325.3802	1786.4828	1.44e-12	7.14e-11	up	yes
EYA1	2.1885	6.5000	17.9885	1.30e-06	1.22e-05	up	yes
HMGB1P1	2.1805	13.7500	14.7126	2.48e-09	5.01e-08	up	yes
PDK4	2.1779	724.8229	138.8161	5.25e-12	2.26e-10	up	yes
NFKBIL1	2.1772	13.1094	8.8506	9.64e-08	1.23e-06	up	yes
HESX1	2.1719	42.8229	45.9195	6.42e-13	3.46e-11	up	yes
DCK	2.1689	1761.6510	897.8161	6.64e-21	1.80e-18	up	yes
HERC5	2.1585	4470.7135	991.8851	2.64e-16	3.38e-14	up	yes
LAMP5	2.1562	102.3281	32.6207	2.85e-10	7.43e-09	up	yes
DAZAP2	2.1521	19971.3073	8034.9080	1.58e-20	4.11e-18	up	yes
LRRC32	2.1451	52.6875	120.0345	1.95e-09	4.07e-08	up	yes
TP53TG3D	2.1441	8.8646	9.5057	1.14e-05	8.05e-05	up	yes
GJB5	2.1427	3.5521	8.4483	4.07e-05	2.46e-04	up	yes
PVALB	2.1414	73.5990	12.8391	3.19e-05	1.99e-04	up	yes
AKR1C4	2.1412	4.3177	4.5862	1.95e-06	1.73e-05	up	yes
MMRN1	2.1395	225.1510	222.7931	9.84e-08	1.25e-06	up	yes
MYZAP	2.1346	168.9427	49.8736	9.07e-08	1.17e-06	up	yes
BDNF	2.1323	3.8906	88.0115	5.13e-05	3.01e-04	up	yes
WFDC3	2.1315	18.3385	21.2299	4.58e-09	8.43e-08	up	yes
CXXC4	2.1314	10.3906	22.4138	7.66e-07	7.62e-06	up	yes
RET	2.1292	19.4896	18.5402	3.75e-09	7.12e-08	up	yes
EDNRB	2.1283	22.8802	11.1264	1.85e-07	2.20e-06	up	yes
CABP5	2.1252	166.9531	69.3448	5.75e-06	4.44e-05	up	yes
FREM3	2.1148	3.4792	8.0460	5.28e-05	3.08e-04	up	yes
DGKI	2.1098	6.4010	45.4368	1.95e-04	9.56e-04	up	yes
PKNOX2	2.1074	9.0469	169.2529	1.38e-05	9.46e-05	up	yes
TEKT1	2.1069	3.3177	3.0115	4.56e-05	2.71e-04	up	yes
NUP62CL	2.1054	15.0833	18.0230	3.04e-09	5.95e-08	up	yes
INSYN2A	2.1047	4.3333	9.8736	4.01e-05	2.43e-04	up	yes
STX11	2.1010	3687.6094	1428.8046	1.68e-15	1.81e-13	up	yes
LTF	2.1008	6412.6042	717.7931	1.39e-06	1.28e-05	up	yes
FBXO39	2.0992	23.8958	8.4023	2.65e-08	3.95e-07	up	yes
CPVL	2.0980	4927.7500	1246.8506	1.45e-09	3.13e-08	up	yes
FRAS1	2.0963	4.8802	16.0920	9.44e-06	6.85e-05	up	yes
C19ORF33	2.0917	88.9740	53.9540	9.87e-07	9.50e-06	up	yes
LRP1B	2.0806	6.7500	10.6437	8.54e-04	3.42e-03	up	yes
PARM1	2.0773	154.3333	84.9310	2.60e-10	6.87e-09	up	yes
FIGN	2.0743	17.3854	17.4943	6.05e-04	2.55e-03	up	yes
MRAP2	2.0694	13.6406	13.5862	5.84e-07	5.98e-06	up	yes
RBMX	2.0688	4203.9427	3543.1724	1.11e-15	1.26e-13	up	yes
MEF2C	2.0667	1817.9531	886.1724	2.91e-13	1.72e-11	up	yes
NPPA	2.0646	8.9688	6.7701	1.67e-08	2.61e-07	up	yes
TSPAN2	2.0601	863.2708	258.2874	3.95e-11	1.33e-09	up	yes
PXDC1	2.0478	64.9635	153.0345	9.21e-12	3.66e-10	up	yes
RHCE	2.0477	66.2812	16.9195	1.30e-10	3.76e-09	up	yes
FSTL4	2.0411	21.7917	11.7356	9.58e-08	1.22e-06	up	yes
C8ORF44-SGK3	2.0341	51.0833	38.6092	3.64e-08	5.23e-07	up	yes
FLT3	2.0324	293.7083	146.1034	7.68e-10	1.80e-08	up	yes
HERC6	2.0310	1629.4531	491.1839	2.05e-17	3.25e-15	up	yes
ACP5	2.0305	2044.2031	1753.3793	5.08e-14	3.61e-12	up	yes
LHFPL2	2.0296	1471.3750	906.2529	9.48e-11	2.89e-09	up	yes
POTEF	2.0286	6.9635	3.5862	2.70e-03	9.14e-03	up	yes
PKD1L3	2.0249	14.5052	14.3908	1.97e-06	1.74e-05	up	yes
AR	2.0232	24.5521	53.8276	8.27e-09	1.42e-07	up	yes
KCTD14	2.0225	17.0885	13.5632	2.75e-09	5.46e-08	up	yes
EMCN	2.0223	16.0104	37.0000	1.93e-08	2.97e-07	up	yes
DGKG	2.0202	243.8958	121.7471	3.46e-11	1.18e-09	up	yes
JAK2	2.0194	2376.0781	1195.5172	9.73e-18	1.58e-15	up	yes
GPR42	2.0193	15.0938	4.0575	2.73e-06	2.32e-05	up	yes
CTSG	2.0178	220.1458	22.2414	1.51e-06	1.39e-05	up	yes
H2BC7	2.0143	45.3854	167.1954	6.77e-06	5.11e-05	up	yes
COL23A1	2.0143	35.2292	15.0920	3.77e-09	7.15e-08	up	yes
MAGED4	2.0111	40.3125	89.1379	5.36e-08	7.37e-07	up	yes
PLXNB3	2.0050	34.0260	34.0805	1.49e-06	1.36e-05	up	yes
EFEMP1	-15.3802	1.0052	1959.0805	2.91e-30	4.81e-27	down	yes
MXRA5	-10.5809	0.9062	165.8276	1.62e-10	4.54e-09	down	yes
HSPB7	-10.3819	0.5885	426.7011	2.22e-08	3.36e-07	down	yes
TMEM47	-10.1084	0.8177	122.2414	2.73e-14	2.09e-12	down	yes
COL3A1	-9.5613	0.8750	10192.9080	6.47e-26	4.36e-23	down	yes
GPC6	-9.3812	1.0781	145.0345	1.76e-25	1.07e-22	down	yes
STC2	-9.3074	0.6979	923.0000	2.86e-27	2.17e-24	down	yes
CSF2	-7.2225	6.0104	1489.5057	3.80e-28	4.07e-25	down	yes
TFF1	-6.9188	0.1042	109.2644	9.87e-06	7.12e-05	down	yes
IL2	-6.4146	13.3750	2720.7701	3.06e-21	8.70e-19	down	yes
KRT19	-5.9211	9.3438	68.9885	4.99e-19	1.04e-16	down	yes
S100A14	-5.8711	0.1979	77.7701	6.69e-06	5.06e-05	down	yes
HBE1	-5.5578	9.6510	402.4253	1.67e-21	5.07e-19	down	yes
GAGE2A	-5.5505	0.1198	19.7471	2.82e-03	9.46e-03	down	yes
PRAME	-5.4674	0.7396	103.5632	5.57e-09	1.01e-07	down	yes
WNT5A	-5.4657	5.9271	620.8966	5.36e-20	1.35e-17	down	yes
GAGE12F	-5.2713	0.9062	86.2184	9.33e-04	3.68e-03	down	yes
EPCAM	-5.1599	4.7292	125.8851	1.38e-43	5.00e-40	down	yes
TEAD4	-5.1299	0.4635	35.5747	7.58e-14	5.14e-12	down	yes
S100A16	-5.0604	2.6979	213.8966	2.16e-16	2.82e-14	down	yes
PLA2G2A	-5.0251	0.6458	68.8161	3.88e-09	7.33e-08	down	yes
ANKRD1	-5.0194	4.9271	381.3218	4.94e-28	4.99e-25	down	yes
SOX9	-4.9280	0.7865	60.5977	4.08e-13	2.30e-11	down	yes
COL1A1	-4.8615	15.6927	32587.7586	8.26e-35	1.88e-31	down	yes
MAL2	-4.7997	3.1302	225.4253	1.37e-23	5.52e-21	down	yes
PPIC	-4.5764	2.7448	118.7931	1.05e-19	2.50e-17	down	yes
MT1H	-4.5686	9.0156	148.4483	2.25e-09	4.60e-08	down	yes
NR2F2	-4.5205	1.1562	87.3908	8.87e-12	3.57e-10	down	yes
FLNC	-4.4872	3.2135	530.7701	2.64e-22	8.88e-20	down	yes
TEAD1	-4.3895	21.1354	280.4943	6.63e-25	3.45e-22	down	yes
TSPAN8	-4.3846	0.6302	299.1724	2.37e-04	1.13e-03	down	yes
TUSC3	-4.3396	4.3229	102.1264	1.16e-21	3.57e-19	down	yes
PKP3	-4.3201	2.8646	42.8966	4.31e-26	3.14e-23	down	yes
LIF	-4.2863	21.7708	606.9540	1.82e-30	3.68e-27	down	yes
SBSN	-4.2487	0.3490	230.1839	6.37e-08	8.57e-07	down	yes
CCN2	-4.2149	6.2396	1484.0230	2.32e-24	1.11e-21	down	yes
MT1G	-4.2122	29.2188	374.5517	5.40e-16	6.46e-14	down	yes
BDKRB2	-4.2006	0.4375	400.0230	3.55e-07	3.87e-06	down	yes
COL5A1	-4.0160	8.3958	2695.3103	8.09e-26	5.24e-23	down	yes
HBZ	-4.0066	32.0938	763.5862	1.81e-11	6.69e-10	down	yes
TNC	-4.0045	17.5990	4589.4943	4.62e-30	7.01e-27	down	yes
CDH11	-3.9861	1.7760	674.7816	2.12e-11	7.68e-10	down	yes
AGR2	-3.9488	0.6458	193.6782	1.71e-06	1.54e-05	down	yes
CCL20	-3.9176	52.6250	675.4138	5.49e-21	1.51e-18	down	yes
ZNF165	-3.8917	28.4010	110.1954	3.85e-38	1.17e-34	down	yes
TSPAN1	-3.8752	2.1823	75.9885	1.32e-18	2.53e-16	down	yes
CHAC1	-3.8419	11.6875	109.1609	1.87e-21	5.57e-19	down	yes
CHST3	-3.8366	7.9167	146.7241	6.89e-29	7.84e-26	down	yes
CREB3L1	-3.8152	7.9010	205.4368	5.75e-30	8.04e-27	down	yes
TRIM29	-3.7661	6.6510	191.8966	5.60e-10	1.36e-08	down	yes
F3	-3.7578	24.0312	277.7701	6.65e-23	2.57e-20	down	yes
GALNT5	-3.7209	68.3906	555.2414	8.36e-26	5.24e-23	down	yes
NMU	-3.6725	5.5417	43.5862	2.72e-15	2.75e-13	down	yes
KCNK1	-3.6474	4.6354	56.4138	1.43e-18	2.71e-16	down	yes
COL1A2	-3.6325	16.0729	27569.1494	5.45e-24	2.30e-21	down	yes
CCDC80	-3.6287	112.8958	2487.6897	2.02e-30	3.68e-27	down	yes
PKP1	-3.6194	0.7552	336.0230	6.15e-05	3.53e-04	down	yes
TMEM54	-3.5646	1.9427	42.9310	2.11e-18	3.79e-16	down	yes
PDLIM4	-3.5205	5.3958	87.0575	5.47e-12	2.35e-10	down	yes
DLX3	-3.5166	0.4792	32.0920	1.40e-09	3.03e-08	down	yes
RND3	-3.4938	3.1250	422.0115	5.78e-09	1.04e-07	down	yes
HOXC6	-3.4792	0.4271	35.0115	4.15e-10	1.04e-08	down	yes
MAGI1	-3.4748	3.7500	49.2299	4.95e-15	4.64e-13	down	yes
EFNA2	-3.4648	30.5677	101.2759	1.82e-16	2.44e-14	down	yes
CCL1	-3.4082	1.2969	298.6092	1.70e-10	4.73e-09	down	yes
CCND1	-3.3793	39.7969	566.7931	6.20e-29	7.51e-26	down	yes
TM4SF1	-3.3594	12.4375	452.2299	1.27e-10	3.68e-09	down	yes
IGF2BP1	-3.3278	23.9375	115.0115	8.37e-28	7.61e-25	down	yes
MAGEB2	-3.3147	0.3958	9.4828	1.60e-04	8.09e-04	down	yes
CCN1	-3.2872	1.9948	1005.5862	6.22e-14	4.35e-12	down	yes
BICC1	-3.2822	14.4479	348.6437	3.54e-24	1.65e-21	down	yes
SPRY4	-3.2655	1.7292	82.5057	1.09e-10	3.24e-09	down	yes
