direction	term_id	term_name	source	pvalue_adjusted	intersection_size	term_size	precision	recall	genes
down	REAC:R-HSA-9610379	HCMV Late Events	REAC	2.14e-25	24	113	0.2637	0.2124	H4C11,H2AC16,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H2AC17,H3C11,H2BC10,H2AC13,H2AC12,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-73728	RNA Polymerase I Promoter Opening	REAC	7.37e-25	20	62	0.2198	0.3226	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-5334118	DNA methylation	REAC	1.55e-24	20	64	0.2198	0.3125	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	GO:0005615	extracellular space	GO:CC	2.79e-24	64	3315	0.6038	0.0193	CXCL5,CSF3,H4C11,IL1B,SELE,CXCL8,H2AC16,EREG,CXCL3,H3C8,H3C3,H3C2,H2AC14,H2BC14,CXCL2,IL6,SERPINA9,SERPINB2,H3C12,AREG,KRT19,H2BC13,H2AC17,CXCL1,IFNG,H3C11,PF4V1,SERPINB4,H2BC10,PRSS3,IL1A,H2AC13,CXCL6,H2AC12,C5ORF46,TFPI2,CCL20,TNFAIP3,ADAMTS4,ALOX15B,CSF2,H2AC7,H4C13,H2BC8,SERPINE1,H3C4,KRT81,ORM1,H3C10,H2BC11,H2BC9,LOXL4,XCL1,IL1RN,TNFAIP6,LIF,GNLY,H2BC6,RPS18,SERPINB7,PRRG3,TUBB,TMEM132A,CCL5
down	REAC:R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	REAC	3.17e-24	20	66	0.2198	0.3030	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-427359	SIRT1 negatively regulates rRNA expression	REAC	4.50e-24	20	67	0.2198	0.2985	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	REAC	5.84e-24	23	111	0.2527	0.2072	H4C11,CXCL8,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,IL6,H3C12,H2BC13,H3C11,H2BC10,IL1A,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-68616	Assembly of the ORC complex at the origin of replication	REAC	6.33e-24	20	68	0.2198	0.2941	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-9609690	HCMV Early Events	REAC	1.76e-23	24	134	0.2637	0.1791	H4C11,H2AC16,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H2AC17,H3C11,H2BC10,H2AC13,H2AC12,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-2299718	Condensation of Prophase Chromosomes	REAC	2.35e-23	20	72	0.2198	0.2778	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-9710421	Defective pyroptosis	REAC	2.35e-23	20	72	0.2198	0.2778	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-212300	PRC2 methylates histones and DNA	REAC	2.35e-23	20	72	0.2198	0.2778	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	REAC	5.93e-23	20	75	0.2198	0.2667	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-3214847	HATs acetylate histones	REAC	6.43e-23	24	141	0.2637	0.1702	H4C11,H2AC16,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H2AC17,H3C11,H2BC10,H2AC13,H2AC12,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	GO:0005576	extracellular region	GO:CC	1.83e-22	69	4258	0.6509	0.0162	CXCL5,CSF3,H4C11,IL1B,SELE,CXCL8,H2AC16,EREG,CXCL3,H3C8,H3C3,H3C2,H2AC14,ESM1,H2BC14,CXCL2,IL6,SERPINA9,SERPINB2,SPINK6,H3C12,AREG,KRT19,H2BC13,H2AC17,CXCL1,IFNG,H3C11,PF4V1,SERPINB4,H2BC10,PRSS3,IL1A,H2AC13,CXCL6,H2AC12,C5ORF46,TFPI2,CCL20,TNFAIP3,ADAMTS4,ALOX15B,CSF2,H2AC7,H4C13,H2BC8,ICOS,SERPINE1,H3C4,KRT81,ORM1,H3C10,H2BC11,ELN,H2BC9,LOXL4,XCL1,IL1RN,TNFAIP6,LIF,GNLY,IL7R,H2BC6,RPS18,SERPINB7,PRRG3,TUBB,TMEM132A,CCL5
down	REAC:R-HSA-2559583	Cellular Senescence	REAC	3.03e-22	26	194	0.2857	0.1340	H4C11,CXCL8,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,IL6,H1-5,H3C12,H2BC13,H3C11,H2BC10,IL1A,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H1-1,H3C10,H2BC11,H2BC9,H2BC6,KDM6B
down	GO:0006334	nucleosome assembly	GO:BP	4.48e-22	20	118	0.1887	0.1695	H4C11,H3C8,H3C3,H3C2,H2BC17,H2BC14,H1-5,H3C12,H2BC13,H3C11,H2BC10,H2BC3,H4C13,H2BC8,H3C4,H1-1,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-9609646	HCMV Infection	REAC	1.13e-21	24	158	0.2637	0.1519	H4C11,H2AC16,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H2AC17,H3C11,H2BC10,H2AC13,H2AC12,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-912446	Meiotic recombination	REAC	1.26e-21	20	86	0.2198	0.2326	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-9616222	Transcriptional regulation of granulopoiesis	REAC	1.63e-21	20	87	0.2198	0.2299	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-5250924	B-WICH complex positively regulates rRNA expression	REAC	2.68e-21	20	89	0.2198	0.2247	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-73772	RNA Polymerase I Promoter Escape	REAC	3.43e-21	20	90	0.2198	0.2222	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
down	REAC:R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	REAC	3.43e-21	20	90	0.2198	0.2222	H4C11,H3C8,H3C3,H3C2,H2BC17,H2AC14,H2BC14,H3C12,H2BC13,H3C11,H2BC10,H2AC7,H2BC3,H4C13,H2BC8,H3C4,H3C10,H2BC11,H2BC9,H2BC6
