gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
ACTA1	5.0885	680.7152	13.6140	6.80e-25	5.21e-22	up	yes
SIGLEC1	5.0674	717.3608	134.0175	1.12e-17	1.80e-15	up	yes
RHEX	4.9946	13.8797	2.5614	7.00e-12	2.78e-10	up	yes
PPP1R3A	4.9048	6.5696	0.5789	3.46e-04	1.63e-03	up	yes
CEBPA	4.8647	326.1392	42.2807	6.58e-31	9.00e-28	up	yes
LPL	4.8485	602.7975	176.5789	6.98e-19	1.44e-16	up	yes
GIMAP1-GIMAP5	4.8433	3.6519	0.2281	2.08e-05	1.45e-04	up	yes
HBB	4.7895	8834.5633	145.2632	1.81e-12	8.31e-11	up	yes
HK3	4.7708	198.1392	50.1930	5.13e-13	2.76e-11	up	yes
CHAD	4.7555	1650.3165	6217.7368	4.03e-19	8.99e-17	up	yes
PSG2	4.7505	1043.3861	180.0000	5.95e-18	1.03e-15	up	yes
DCD	4.7367	26.8544	11.1754	7.35e-16	7.96e-14	up	yes
ADH1C	4.6688	68.5127	12.7544	5.31e-35	1.02e-31	up	yes
SLC7A10	4.6171	46.7405	8.9474	1.16e-14	9.60e-13	up	yes
HDC	4.6097	40.1266	8.6140	4.50e-12	1.88e-10	up	yes
CALML5	4.5824	1.5823	0.1053	7.61e-07	8.20e-06	up	yes
LILRB2	4.5725	68.1899	25.1228	1.56e-05	1.13e-04	up	yes
SEZ6	4.5362	193.3797	27.3684	1.51e-16	1.89e-14	up	yes
F13A1	4.5327	1545.1013	539.8772	4.87e-26	4.06e-23	up	yes
SPRR3	4.5166	2.3418	0.5965	1.19e-06	1.22e-05	up	yes
ADH7	4.4332	10.8797	1.3158	1.36e-17	2.12e-15	up	yes
KRT5	4.3944	45.7405	11.9474	8.33e-17	1.12e-14	up	yes
CNTFR	4.3919	98.5316	333.9474	6.83e-16	7.45e-14	up	yes
KRT13	4.3629	17.8291	3.9298	4.26e-10	1.12e-08	up	yes
CLEC4G	4.3616	6.3481	2.4386	4.21e-12	1.78e-10	up	yes
CRHR1	4.3611	2.6392	20.2281	1.97e-04	1.01e-03	up	yes
PPDPFL	4.3593	11.5949	1.8947	3.86e-08	6.16e-07	up	yes
KLK3	4.3550	1.0886	1.1228	6.54e-06	5.42e-05	up	yes
CIDEA	4.3301	130.3418	206.9474	2.15e-15	2.14e-13	up	yes
CMA1	4.3213	12.1519	3.1404	2.75e-17	4.05e-15	up	yes
MYBPC1	4.3165	151.2785	4.6491	1.60e-07	2.13e-06	up	yes
SNORC	4.3014	4289.6139	38751.4737	6.94e-23	3.80e-20	up	yes
FCGR2C	4.2934	384.4557	89.0351	1.79e-12	8.22e-11	up	yes
KCNIP2	4.2706	218.0570	32.7895	5.61e-33	8.27e-30	up	yes
ITPRID1	4.2554	82.2975	75.8246	2.34e-16	2.76e-14	up	yes
MAS1L	4.2261	0.9304	0.0000	1.95e-03	7.12e-03	up	yes
PFKFB1	4.2224	33.1519	4.0000	2.77e-23	1.66e-20	up	yes
STAB1	4.2127	2362.6772	698.9298	1.53e-26	1.47e-23	up	yes
LGALS12	4.2116	55.7342	30.1053	2.34e-17	3.48e-15	up	yes
PLP1	4.1955	37.4051	8.3684	1.03e-22	5.20e-20	up	yes
NAT8L	4.1895	64.5190	15.9123	1.77e-26	1.62e-23	up	yes
HBA1	4.1634	3296.7089	121.7193	1.08e-12	5.31e-11	up	yes
CALML3	4.1481	2.9051	1.1404	1.33e-07	1.81e-06	up	yes
TPSB2	4.1238	197.9873	114.2105	3.57e-10	9.68e-09	up	yes
LIPE	4.1069	474.0823	149.6842	1.73e-28	1.95e-25	up	yes
MRAP	4.1020	12.4937	3.5965	7.72e-15	6.66e-13	up	yes
KRT6C	4.0828	1.0633	0.4386	4.03e-05	2.58e-04	up	yes
NPY1R	4.0770	75.8101	42.6842	3.93e-12	1.67e-10	up	yes
DPP6	4.0684	105.6835	113.9474	2.93e-18	5.30e-16	up	yes
CSF1R	4.0668	837.8165	302.0000	7.25e-20	1.90e-17	up	yes
UGT1A10	4.0652	0.9810	0.1053	8.06e-04	3.35e-03	up	yes
ABCD2	4.0571	120.2595	29.2807	1.89e-19	4.52e-17	up	yes
CD36	4.0427	1948.0696	716.6667	1.60e-20	5.03e-18	up	yes
VIPR1	4.0263	114.8481	35.6842	1.15e-13	7.66e-12	up	yes
CLEC3A	4.0025	1470.7468	5853.3158	1.80e-11	6.51e-10	up	yes
AZGP1	3.9486	25.3544	94.6140	2.36e-11	8.40e-10	up	yes
CNMD	3.9356	519.0570	2028.4561	1.57e-12	7.29e-11	up	yes
HBD	3.9342	15.5949	0.1228	4.38e-04	1.99e-03	up	yes
SCGB1A1	3.9138	2.6835	14.5789	4.41e-12	1.85e-10	up	yes
FEZF2	3.9081	44.1076	3.9474	1.41e-09	3.29e-08	up	yes
LILRA1	3.8925	3.8354	1.4386	2.07e-06	1.98e-05	up	yes
VSIG4	3.8892	1267.9557	536.6140	3.81e-07	4.52e-06	up	yes
FRZB	3.8880	1772.1646	15060.5088	7.65e-23	4.08e-20	up	yes
HLA-DRB4	3.8756	555.2785	339.2105	3.92e-04	1.82e-03	up	yes
IBSP	3.8528	1107.0253	13111.8246	1.29e-09	3.05e-08	up	yes
FREM1	3.8528	81.7215	20.9123	1.37e-20	4.38e-18	up	yes
MMP27	3.8418	2.8671	1.1579	2.70e-10	7.54e-09	up	yes
LEP	3.7834	103.0380	57.1404	2.08e-21	8.12e-19	up	yes
SPRR1A	3.7803	0.8734	0.0877	4.11e-05	2.63e-04	up	yes
GALNT8	3.7799	94.7532	289.3509	6.90e-17	9.39e-15	up	yes
PPP1R1B	3.7710	37.2911	64.4211	1.94e-17	2.92e-15	up	yes
PLCB2	3.7558	201.9241	95.4386	2.12e-15	2.11e-13	up	yes
AQP7	3.7392	823.0127	235.4211	3.75e-21	1.38e-18	up	yes
GRIK3	3.7365	38.7911	14.8070	3.65e-15	3.44e-13	up	yes
FOXA2	3.7316	12.7658	156.9825	5.28e-06	4.51e-05	up	yes
MYO7A	3.7200	132.7722	66.4737	4.88e-21	1.73e-18	up	yes
HMCN2	3.7068	189.2152	57.5789	8.67e-19	1.69e-16	up	yes
CALCR	3.6740	17.3038	3.4035	3.59e-10	9.73e-09	up	yes
CX3CR1	3.6704	76.1962	20.7544	5.90e-18	1.03e-15	up	yes
DPPA4	3.6667	703.7089	607.1930	5.38e-13	2.87e-11	up	yes
LINGO4	3.6633	2.5696	5.0000	1.03e-07	1.44e-06	up	yes
NXF3	3.6459	21.5823	6.9825	2.67e-15	2.60e-13	up	yes
KLK6	3.6195	1.1203	0.2982	4.46e-05	2.82e-04	up	yes
TRDN	3.6085	54.2911	16.6316	9.53e-13	4.76e-11	up	yes
KERA	3.6076	10.0823	4.4561	5.41e-13	2.88e-11	up	yes
PRKAR2B	3.6024	209.9557	141.7368	4.75e-29	5.69e-26	up	yes
ABHD16B	3.6009	2.9430	0.8421	1.42e-03	5.39e-03	up	yes
MPEG1	3.5996	509.4937	295.5789	6.78e-10	1.71e-08	up	yes
STYXL2	3.5918	9.4494	2.0877	8.88e-10	2.17e-08	up	yes
MYH8	3.5671	3.5000	1.6667	2.96e-05	1.97e-04	up	yes
EMILIN3	3.5631	166.6392	117.7368	1.45e-13	9.32e-12	up	yes
NELL1	3.5591	43.7405	29.1579	5.53e-13	2.90e-11	up	yes
SIRPB2	3.5575	87.6772	36.0175	8.61e-17	1.15e-14	up	yes
KLHL41	3.5434	217.9304	51.3158	3.63e-26	3.16e-23	up	yes
ADCYAP1	3.5407	10.7722	7.2982	2.39e-09	5.19e-08	up	yes
SERPINB13	3.5399	1.8165	0.6140	5.17e-08	7.87e-07	up	yes
FGF20	3.5395	12.5823	2.5789	3.58e-09	7.41e-08	up	yes
C4B_2	3.5373	165.5127	111.5439	2.49e-11	8.79e-10	up	yes
AGTR2	3.5364	0.9114	0.6316	1.02e-03	4.09e-03	up	yes
TRPM2	3.5336	93.6013	42.8772	7.95e-10	1.97e-08	up	yes
MS4A14	3.5295	135.8038	42.3158	3.54e-07	4.23e-06	up	yes
LEFTY2	3.5284	12.0886	4.8070	8.45e-14	5.77e-12	up	yes
FOLR2	3.5283	1089.3038	414.2632	5.08e-06	4.37e-05	up	yes
DBX2	3.5199	15.6266	3.6667	1.15e-10	3.50e-09	up	yes
P2RY14	3.5120	56.8608	34.0175	6.90e-08	1.01e-06	up	yes
TMEM37	3.5079	214.2405	107.7018	4.04e-20	1.12e-17	up	yes
MRC1	3.5038	879.0633	504.4386	5.64e-13	2.95e-11	up	yes
ZNF648	3.5002	17.0380	15.6667	4.89e-07	5.59e-06	up	yes
FOXA3	3.4996	51.3165	562.2807	1.54e-10	4.55e-09	up	yes
SLC18A2	3.4919	38.3861	18.7018	1.58e-21	6.30e-19	up	yes
SLN	3.4903	37.7722	49.7193	1.27e-06	1.29e-05	up	yes
SFRP2	3.4785	870.2785	278.3158	6.84e-16	7.45e-14	up	yes
PCDH8	3.4750	1.4557	1.4211	3.80e-06	3.38e-05	up	yes
PTGER3	3.4491	181.4747	126.4561	1.32e-17	2.09e-15	up	yes
RHOXF1	3.4484	4.4430	2.1053	3.48e-09	7.25e-08	up	yes
NXPE4	3.4464	8.7785	17.2632	2.92e-11	1.01e-09	up	yes
CBLN4	3.4452	7.9367	3.8070	3.17e-07	3.86e-06	up	yes
TMEM150B	3.4405	25.6329	16.0702	4.67e-13	2.53e-11	up	yes
CYTH4	3.4357	304.0253	143.2807	1.99e-13	1.22e-11	up	yes
SIGLEC9	3.4077	65.6013	33.3158	1.01e-11	3.86e-10	up	yes
VSIG10L2	3.4074	209.1835	145.8070	1.28e-13	8.46e-12	up	yes
SHISAL2B	3.4064	5.8291	7.7193	1.60e-09	3.67e-08	up	yes
DUSP13	3.4016	3.6709	1.0000	1.23e-03	4.81e-03	up	yes
SLCO2B1	3.3987	1084.2152	592.3509	2.68e-13	1.57e-11	up	yes
CYP4B1	3.3985	76.4304	40.4211	7.98e-14	5.50e-12	up	yes
FCER2	3.3936	17.0000	7.8947	1.55e-07	2.08e-06	up	yes
TNF	3.3872	1.0063	0.3860	7.95e-06	6.39e-05	up	yes
PIK3R6	3.3864	19.0380	8.4561	4.13e-08	6.51e-07	up	yes
ADH1A	3.3857	16.8861	2.7719	7.34e-20	1.90e-17	up	yes
C8B	3.3826	2.6709	5.1754	1.25e-03	4.86e-03	up	yes
P2RY12	3.3823	20.8861	8.8947	7.85e-12	3.09e-10	up	yes
TREM2	3.3761	231.5506	244.2632	1.96e-06	1.88e-05	up	yes
RYR1	3.3742	118.8671	58.0175	1.10e-23	7.24e-21	up	yes
EGFL6	3.3733	42.8544	27.5614	1.75e-16	2.15e-14	up	yes
PLAAT5	3.3705	62.2595	38.8070	5.08e-20	1.37e-17	up	yes
EMID1	3.3676	60.4873	34.7544	6.66e-16	7.38e-14	up	yes
DTX1	3.3658	17.1835	6.6667	6.90e-11	2.22e-09	up	yes
TOPAZ1	3.3575	1.1646	2.8070	8.20e-05	4.76e-04	up	yes
MPPED1	3.3526	24.0190	15.0877	1.80e-09	4.04e-08	up	yes
SASH3	3.3497	83.8291	62.2456	3.08e-08	5.06e-07	up	yes
PXDNL	3.3451	65.1646	14.6842	1.22e-18	2.30e-16	up	yes
TMIGD3	3.3299	37.3544	67.6842	1.41e-14	1.13e-12	up	yes
CPXM1	3.3265	180.8671	148.7719	5.56e-14	4.07e-12	up	yes
C1QC	3.3201	2560.6772	1357.6316	3.91e-05	2.52e-04	up	yes
SORCS3	3.3194	1.8544	1.8772	5.27e-07	5.99e-06	up	yes
SPTSSB	3.3143	26.6962	116.9474	4.59e-15	4.21e-13	up	yes
CRABP1	3.3097	2.6392	2.4912	7.05e-05	4.17e-04	up	yes
MRGPRX2	3.2950	1.7722	0.3333	3.04e-04	1.46e-03	up	yes
TBXT	3.2949	2.2975	0.7018	1.26e-05	9.50e-05	up	yes
TPPP2	3.2896	1.8924	18.0526	1.41e-08	2.54e-07	up	yes
ALOX5	3.2854	126.9430	86.8246	1.47e-05	1.08e-04	up	yes
WNK2	3.2841	40.5316	78.6140	1.44e-15	1.48e-13	up	yes
GABRA3	3.2799	3.0000	1.2632	7.31e-07	7.95e-06	up	yes
CSRP3	3.2766	16.1076	2.6316	2.94e-08	4.86e-07	up	yes
ANKRD30A	3.2728	19.6266	1.2456	4.61e-05	2.91e-04	up	yes
BMP5	3.2709	181.4747	97.8596	1.47e-13	9.42e-12	up	yes
HOXC12	3.2608	2.5063	1.0000	3.12e-07	3.81e-06	up	yes
SCEL	3.2479	3.3987	1.5439	9.89e-11	3.05e-09	up	yes
IGSF21	3.2477	75.8038	36.1930	5.57e-08	8.37e-07	up	yes
SCGB2A2	3.2430	8.5000	0.9298	4.06e-04	1.87e-03	up	yes
BPIFB4	3.2423	7.9937	2.0702	1.19e-07	1.63e-06	up	yes
NPY5R	3.2408	13.0127	3.8947	2.07e-05	1.45e-04	up	yes
TBL1Y	3.2288	6.3165	2.1053	4.75e-05	2.98e-04	up	yes
ACVR1C	3.2220	125.9747	60.9825	3.39e-27	3.42e-24	up	yes
CHST13	3.2178	17.6772	23.2982	1.14e-11	4.30e-10	up	yes
LPAR5	3.2162	83.3797	45.5439	3.91e-11	1.32e-09	up	yes
DRD5	3.2147	1.5886	1.3684	4.71e-09	9.53e-08	up	yes
TRIM50	3.1986	8.7025	3.8596	3.56e-11	1.22e-09	up	yes
ARPP21	3.1986	4.6266	10.5088	6.47e-07	7.14e-06	up	yes
JCHAIN	3.1977	5304.3924	616.4211	7.22e-15	6.26e-13	up	yes
COL2A1	3.1943	27428.7215	62732.3860	2.09e-06	2.00e-05	up	yes
HPSE2	3.1902	14.5443	16.1754	4.13e-11	1.39e-09	up	yes
KLHL40	3.1690	3.9114	1.2105	6.20e-04	2.68e-03	up	yes
ITGAM	3.1673	589.1456	372.3333	1.66e-09	3.77e-08	up	yes
CACNG1	3.1551	3.4620	0.5614	4.87e-04	2.19e-03	up	yes
C4B	3.1452	229.2215	116.5439	4.38e-20	1.20e-17	up	yes
GPR34	3.1427	365.8101	178.7544	6.23e-09	1.23e-07	up	yes
ADAMTS19	3.1391	17.2342	3.7018	8.93e-11	2.81e-09	up	yes
TNFAIP8L2	3.1383	53.8544	26.4912	2.15e-11	7.71e-10	up	yes
CCR2	3.1260	18.7152	15.1228	5.61e-06	4.76e-05	up	yes
CROCC2	3.1221	34.9430	17.1754	9.34e-15	7.96e-13	up	yes
TNNT3	3.1154	133.5190	219.0877	1.09e-16	1.43e-14	up	yes
CNTN5	3.1143	1.6709	1.8246	1.52e-05	1.11e-04	up	yes
ST14	3.1113	69.4620	57.5088	2.40e-12	1.07e-10	up	yes
CCL3	3.1099	384.4051	9.0000	1.18e-05	9.00e-05	up	yes
FGL1	3.1028	3.0190	9.5439	4.22e-08	6.60e-07	up	yes
UCN3	3.0869	0.8671	2.2632	4.58e-04	2.08e-03	up	yes
FCRL4	3.0826	0.7658	0.9649	3.43e-04	1.62e-03	up	yes
EPB42	3.0771	6.1076	1.1930	1.08e-06	1.12e-05	up	yes
KRT6B	3.0769	3.5949	0.8772	1.39e-06	1.39e-05	up	yes
LYVE1	3.0756	945.3165	440.6842	6.41e-18	1.10e-15	up	yes
MLXIPL	3.0687	388.1772	163.5088	7.79e-15	6.70e-13	up	yes
KCNA6	3.0653	166.0380	81.8947	1.41e-13	9.11e-12	up	yes
SERPINI2	3.0605	8.6646	22.1228	9.65e-09	1.81e-07	up	yes
DES	3.0563	275.3291	73.4386	3.71e-17	5.26e-15	up	yes
UROC1	3.0487	10.8734	59.8246	2.60e-06	2.42e-05	up	yes
C1QTNF4	3.0461	62.2089	238.7368	2.79e-11	9.73e-10	up	yes
MROH2B	3.0427	1.0063	1.0351	9.31e-05	5.33e-04	up	yes
WDFY4	3.0393	127.0759	79.8070	4.29e-12	1.81e-10	up	yes
NALF2	3.0336	1.7785	1.6491	1.65e-07	2.18e-06	up	yes
ADAMTSL2	3.0296	297.8734	382.3860	7.63e-14	5.30e-12	up	yes
PGA4	3.0280	18.0063	6.1579	7.38e-14	5.14e-12	up	yes
SSTR3	3.0260	0.9177	1.4386	7.57e-04	3.18e-03	up	yes
LVRN	3.0210	487.1772	267.9649	2.75e-21	1.06e-18	up	yes
NCF4	3.0207	187.0063	104.9825	7.40e-05	4.35e-04	up	yes
KRT2	3.0189	0.6519	0.5439	1.67e-03	6.22e-03	up	yes
POTEH	3.0088	8.2658	3.8947	5.13e-08	7.81e-07	up	yes
ECRG4	3.0081	14495.8987	178436.2281	1.12e-14	9.37e-13	up	yes
AOC1	3.0028	35.7405	15.4737	9.53e-15	8.08e-13	up	yes
SIGLEC7	3.0007	15.3797	12.1754	1.80e-05	1.29e-04	up	yes
MDFIC2	3.0007	1.6392	0.7018	8.51e-07	9.06e-06	up	yes
TUBB8	2.9995	1.1835	1.3684	5.14e-07	5.86e-06	up	yes
CILP2	2.9958	1262.8165	2979.4386	1.23e-11	4.60e-10	up	yes
RNASE13	2.9948	2.6772	1.8772	4.01e-11	1.35e-09	up	yes
KLK8	2.9923	0.7468	0.2281	3.72e-04	1.74e-03	up	yes
HP	2.9800	129.4051	74.2105	9.70e-13	4.83e-11	up	yes
ARHGAP4	2.9771	382.7848	250.2807	4.87e-15	4.44e-13	up	yes
CYP4F12	2.9756	35.8038	29.5614	1.44e-10	4.29e-09	up	yes
CXCL14	2.9752	873.6013	1138.7368	1.31e-12	6.27e-11	up	yes
MSH5-SAPCD1	2.9738	9.6139	12.0877	1.98e-07	2.57e-06	up	yes
FGFBP1	2.9644	10.1646	8.1404	9.56e-11	2.97e-09	up	yes
FCGR2B	2.9634	463.2215	294.7895	2.64e-08	4.42e-07	up	yes
SYK	2.9602	363.7785	245.0351	2.52e-11	8.86e-10	up	yes
NKX1-2	2.9446	0.6835	0.2632	5.31e-05	3.28e-04	up	yes
C4ORF54	2.9424	3.4810	2.4211	8.92e-07	9.44e-06	up	yes
P2RY13	2.9407	73.5886	47.3684	6.71e-08	9.85e-07	up	yes
MSTN	2.9398	16.9684	6.5965	6.87e-22	2.99e-19	up	yes
TREML1	2.9398	13.5570	6.7895	4.48e-07	5.17e-06	up	yes
DSCAML1	2.9345	29.1266	33.8246	1.66e-09	3.77e-08	up	yes
MS4A2	2.9247	76.0633	106.0000	8.48e-12	3.30e-10	up	yes
CD163L1	2.9247	164.0000	94.0175	5.91e-14	4.26e-12	up	yes
OSTN	2.9202	14.4430	3.0526	1.29e-07	1.76e-06	up	yes
ALDH1A1	2.9185	654.8734	477.1579	4.06e-08	6.42e-07	up	yes
ASPN	2.9136	3281.1646	6876.5789	8.44e-26	6.74e-23	up	yes
SLC38A3	2.9131	132.1266	326.4386	1.02e-09	2.44e-08	up	yes
IZUMO1R	2.9117	1.1582	0.6491	1.69e-06	1.65e-05	up	yes
GPA33	2.9085	4.2468	2.4211	1.22e-04	6.70e-04	up	yes
LRRC63	2.9067	24.8987	10.4211	9.66e-19	1.84e-16	up	yes
CD209	2.9054	151.2025	110.3333	7.75e-10	1.93e-08	up	yes
CCL21	2.9049	27.5570	125.1404	8.44e-05	4.88e-04	up	yes
MYBPC2	2.9026	78.8291	4.1930	1.89e-03	6.90e-03	up	yes
FMO1	2.9020	19.6835	14.4211	9.66e-14	6.50e-12	up	yes
ASCL4	2.8992	3.3228	0.5263	5.93e-04	2.58e-03	up	yes
OR5C1	2.8973	1.1076	0.3860	8.50e-06	6.79e-05	up	yes
HNRNPCL2	2.8968	0.4430	0.0877	5.81e-04	2.54e-03	up	yes
HLA-DPB1	2.8912	110.9494	339.8070	7.61e-05	4.46e-04	up	yes
SEMA3D	2.8862	443.5759	832.5439	1.72e-22	8.46e-20	up	yes
LMX1A	2.8765	8.9747	3.5965	1.52e-07	2.04e-06	up	yes
P2RX1	2.8765	20.5886	16.8772	8.63e-09	1.64e-07	up	yes
DPYS	2.8690	15.1962	6.9298	1.56e-08	2.78e-07	up	yes
LILRA6	2.8652	26.1519	27.0877	3.85e-09	7.95e-08	up	yes
TSHB	2.8645	3.7089	26.0526	1.93e-05	1.36e-04	up	yes
PTPN6	2.8645	254.3291	209.2456	3.19e-15	3.04e-13	up	yes
WDR64	2.8628	2.1456	1.3509	4.33e-06	3.78e-05	up	yes
SLC6A5	2.8608	1.0759	1.0526	1.52e-04	8.08e-04	up	yes
AOC3	2.8602	476.5886	385.8246	1.15e-14	9.51e-13	up	yes
HJV	2.8601	6.7722	1.3684	2.30e-04	1.15e-03	up	yes
ADAP2	2.8597	1102.1076	461.8772	2.98e-14	2.27e-12	up	yes
FAM163B	2.8528	2.1076	1.5614	1.01e-04	5.71e-04	up	yes
PGLYRP4	2.8495	0.5063	0.2105	1.72e-03	6.38e-03	up	yes
TMEM125	2.8414	1.3101	0.7544	1.96e-06	1.88e-05	up	yes
PIK3R5	2.8360	210.5949	179.2807	3.26e-06	2.96e-05	up	yes
MS4A6E	2.8333	3.6139	2.1930	2.21e-05	1.53e-04	up	yes
RASL10A	2.8314	116.5190	45.7193	1.36e-08	2.46e-07	up	yes
TRPC3	2.8298	114.7342	247.9123	2.17e-12	9.79e-11	up	yes
LHCGR	2.8263	41.0190	18.8246	1.57e-12	7.29e-11	up	yes
COLGALT2	2.8249	983.8924	1248.7368	2.95e-16	3.43e-14	up	yes
OVOL1	2.8185	5.2342	2.7018	4.17e-09	8.56e-08	up	yes
DENND1C	2.8053	44.0380	38.6140	2.41e-08	4.07e-07	up	yes
EDN3	2.8010	0.8544	0.7719	2.28e-03	8.10e-03	up	yes
ITLN1	2.8001	30.2342	32.6667	4.45e-04	2.02e-03	up	yes
CRISPLD1	2.7990	1237.1203	2885.4211	1.29e-17	2.05e-15	up	yes
C7	2.7989	434.6709	494.9298	5.09e-09	1.02e-07	up	yes
THBS4	2.7977	6528.6899	6632.2105	5.60e-10	1.43e-08	up	yes
TRIM63	2.7948	16.8671	9.1228	8.46e-14	5.77e-12	up	yes
GRIFIN	2.7925	1.4051	0.6491	2.32e-08	3.94e-07	up	yes
AKR1C8	2.7913	13.0506	5.2105	1.53e-08	2.74e-07	up	yes
TNNI2	2.7905	59.2278	56.7018	2.16e-06	2.06e-05	up	yes
COCH	2.7885	69.2911	81.6316	1.36e-16	1.72e-14	up	yes
ACSM5	2.7866	133.2595	61.7544	6.49e-14	4.60e-12	up	yes
GFRA3	2.7854	1.4620	0.8421	5.23e-07	5.95e-06	up	yes
KAT7	2.7762	5872.4304	3409.8947	5.75e-18	1.01e-15	up	yes
SLC17A8	2.7740	6.4114	22.3860	5.71e-05	3.49e-04	up	yes
HLA-DOB	2.7737	3.9430	2.7719	3.40e-06	3.08e-05	up	yes
FGD2	2.7735	277.6962	178.8947	2.62e-12	1.15e-10	up	yes
CPAMD8	2.7726	486.7911	724.6842	1.17e-15	1.23e-13	up	yes
FABP4	2.7726	2904.1899	3332.8246	9.00e-08	1.27e-06	up	yes
CCL13	2.7725	47.0696	42.8947	6.41e-09	1.26e-07	up	yes
IL10RA	2.7722	611.3797	459.0877	4.84e-08	7.42e-07	up	yes
SP8	2.7694	22.7658	3.0000	2.28e-07	2.89e-06	up	yes
FOXS1	2.7582	11.2215	14.6316	1.42e-05	1.05e-04	up	yes
SORBS1	2.7509	1120.3038	948.4561	2.15e-16	2.56e-14	up	yes
MSR1	2.7454	1104.1329	1652.4211	3.92e-10	1.05e-08	up	yes
SCN4A	2.7454	20.7278	18.0526	8.29e-10	2.05e-08	up	yes
CNTNAP4	2.7367	14.5253	9.2105	4.35e-08	6.75e-07	up	yes
DPEP2	2.7295	55.6456	51.0351	1.70e-07	2.24e-06	up	yes
RORC	2.7287	66.2595	255.7018	2.65e-11	9.28e-10	up	yes
GYG2	2.7281	156.8671	89.3509	1.36e-19	3.34e-17	up	yes
C4BPA	2.7267	23.7785	17.6316	3.07e-10	8.43e-09	up	yes
PSG6	2.7254	14.4873	3.6491	7.88e-06	6.35e-05	up	yes
CA4	2.7204	8.7278	13.0000	1.34e-07	1.83e-06	up	yes
NFAM1	2.7170	125.8987	117.7719	5.37e-11	1.76e-09	up	yes
MYMX	2.7099	4.5759	4.7544	6.48e-07	7.14e-06	up	yes
CACNA1H	2.7081	37.2785	56.7018	4.31e-10	1.13e-08	up	yes
NOXA1	2.7071	93.0759	72.8070	1.35e-21	5.51e-19	up	yes
VANGL2	2.6999	15.0000	13.4561	4.55e-11	1.51e-09	up	yes
OLFM4	2.6961	11.9557	2.2982	9.19e-09	1.74e-07	up	yes
SLITRK6	2.6927	11.9684	9.8772	1.10e-13	7.34e-12	up	yes
WNT11	2.6918	151.4114	83.1579	1.85e-19	4.48e-17	up	yes
ABCA10	2.6843	242.7848	154.9649	5.47e-21	1.91e-18	up	yes
SORCS1	2.6834	12.7658	9.3158	5.45e-07	6.17e-06	up	yes
MYF6	2.6829	7.0253	3.6316	1.21e-04	6.67e-04	up	yes
KLRC4-KLRK1	2.6796	13.2658	12.5439	2.96e-05	1.97e-04	up	yes
CDHR1	2.6756	13.7025	8.7895	2.87e-10	7.95e-09	up	yes
GRID2	2.6708	2.6962	2.6842	5.19e-04	2.31e-03	up	yes
