gene_symbol	log2_fold_change	mean_test	mean_control	pvalue	pvalue_adjusted	direction	significant
CCN2	-3.7556	408.8307	5105.8722	4.33e-53	5.58e-50	down	yes
COL6A2	-3.7114	319.1111	4383.3667	1.79e-45	1.08e-42	down	yes
SOX14	-3.7032	0.4762	46.0444	6.32e-07	2.50e-06	down	yes
LEMD1	-3.6947	5.8360	220.5722	2.46e-23	8.62e-22	down	yes
TFAP2B	-3.6771	15.6984	321.6500	6.05e-12	4.76e-11	down	yes
HOXA2	-3.6743	4.5556	115.1500	6.27e-11	4.39e-10	down	yes
STC2	-3.6484	50.2328	669.6056	1.15e-41	4.21e-39	down	yes
MRC2	-3.6428	337.4127	3914.8611	1.77e-44	8.99e-42	down	yes
GATA6	-3.6283	5.7090	71.4000	4.11e-18	7.28e-17	down	yes
CPA3	-3.6242	0.5503	23.8778	1.20e-09	7.06e-09	down	yes
HOXC8	-3.6141	5.8836	76.3611	1.24e-14	1.39e-13	down	yes
DDC	-3.5992	7.6402	131.7000	2.49e-31	2.61e-29	down	yes
MFAP2	-3.5952	82.3862	751.0889	7.89e-21	2.01e-19	down	yes
LOXL1	-3.5951	49.9471	771.4389	1.41e-40	4.63e-38	down	yes
PTX3	-3.5808	47.4550	578.1889	9.82e-37	2.09e-34	down	yes
COL4A6	-3.5751	83.5661	632.9278	5.11e-39	1.30e-36	down	yes
CCL4L2	-3.5673	8.8254	1495.3278	2.15e-14	2.34e-13	down	yes
SIX1	-3.5605	28.4709	652.7778	2.39e-37	5.25e-35	down	yes
ADAMTS15	-3.5528	35.9947	372.4000	1.29e-39	3.63e-37	down	yes
IGF2	-3.5509	349.5608	7930.7778	2.60e-35	4.64e-33	down	yes
MYBL2	-3.5472	141.0952	427.3389	1.43e-19	3.03e-18	down	yes
TIMP1	-3.5421	515.3386	5690.2000	2.69e-45	1.58e-42	down	yes
HOXC6	-3.5215	6.6931	132.6556	5.06e-22	1.51e-20	down	yes
HOXB6	-3.5190	5.8942	472.6722	4.29e-30	3.93e-28	down	yes
EN1	-3.5084	3.2804	101.2333	3.37e-18	6.01e-17	down	yes
HOXD3	-3.4957	6.1005	170.1444	8.51e-17	1.24e-15	down	yes
IGF2BP1	-3.4933	352.6825	2017.6333	6.78e-39	1.68e-36	down	yes
FOXA1	-3.4867	5.4339	224.9944	8.71e-27	4.86e-25	down	yes
C1QL4	-3.4835	9.0159	235.6278	4.90e-22	1.47e-20	down	yes
IRX1	-3.4827	24.5556	390.3944	2.16e-16	3.00e-15	down	yes
NGFR	-3.4710	95.1905	1301.9833	1.80e-36	3.74e-34	down	yes
TFF3	-3.4662	2.2646	206.7389	2.93e-14	3.13e-13	down	yes
HOXA5	-3.4444	26.1164	617.1778	1.58e-29	1.33e-27	down	yes
H3C8	-3.4436	16.3915	100.4000	4.20e-11	3.01e-10	down	yes
HOXA10	-3.4406	7.6296	53.8889	1.22e-14	1.37e-13	down	yes
LIN28B	-3.4354	121.8466	658.5000	6.50e-45	3.49e-42	down	yes
DCX	-3.4096	914.8624	9342.4278	4.95e-49	3.83e-46	down	yes
EGFL6	-3.3959	20.6984	800.3667	1.21e-27	7.60e-26	down	yes
KCNK5	-3.3670	12.1905	79.1944	4.32e-17	6.52e-16	down	yes
SFRP2	-3.3655	302.7672	5138.0778	1.82e-36	3.74e-34	down	yes
CCL26	-3.3642	2.4709	42.6944	8.65e-09	4.51e-08	down	yes
SIX6	-3.3553	0.6878	50.0722	2.68e-08	1.29e-07	down	yes
ST8SIA2	-3.3462	68.6349	971.7889	1.21e-23	4.34e-22	down	yes
HOXC9	-3.3403	6.3651	42.6667	2.04e-06	7.50e-06	down	yes
H3C2	-3.3351	46.9735	239.3444	1.47e-16	2.08e-15	down	yes
TNNC1	-3.3298	7.5185	183.5500	1.89e-27	1.14e-25	down	yes
H2AC17	-3.2997	23.7460	199.8444	5.73e-25	2.46e-23	down	yes
GPX8	-3.2833	106.2169	929.5389	1.72e-40	5.46e-38	down	yes
NDNF	-3.2797	55.7989	502.3444	4.36e-44	2.16e-41	down	yes
SPRR2F	-3.2794	0.2434	61.9944	5.41e-04	1.32e-03	down	yes
SULF1	-3.2654	328.5132	4985.7611	1.37e-49	1.15e-46	down	yes
LHX5	-3.2585	50.6508	135.5500	5.31e-11	3.75e-10	down	yes
CCL14	-3.2547	1.5820	21.0056	4.23e-07	1.73e-06	down	yes
SFRP4	-3.2475	34.6243	707.0000	4.86e-44	2.35e-41	down	yes
P2RX3	-3.2426	40.0212	621.0222	1.81e-34	2.87e-32	down	yes
DIO3	-3.2418	13.4180	384.7167	6.26e-26	3.10e-24	down	yes
LOX	-3.2175	145.7037	792.8000	1.21e-51	1.38e-48	down	yes
GBX2	-3.2113	7.2910	218.0167	8.57e-20	1.89e-18	down	yes
MMP14	-3.2090	198.8466	2186.3667	1.20e-32	1.48e-30	down	yes
IRX5	-3.2076	13.3651	286.0278	1.26e-14	1.42e-13	down	yes
COL5A1	-3.1997	236.3069	4010.8778	4.00e-43	1.73e-40	down	yes
COL8A1	-3.1827	523.1534	14495.4056	1.13e-45	7.05e-43	down	yes
VIM	-3.1807	3851.8889	51473.7833	4.96e-40	1.52e-37	down	yes
ISL2	-3.1782	2.4603	64.3611	1.30e-14	1.46e-13	down	yes
HOXB1	-3.1746	2.8942	203.3944	3.35e-03	6.98e-03	down	yes
PMAIP1	-3.1734	59.0741	578.2167	1.24e-33	1.76e-31	down	yes
MMP10	-3.1550	1.6561	48.6889	2.15e-08	1.06e-07	down	yes
PITX2	-3.1418	2.0265	225.1889	2.24e-07	9.46e-07	down	yes
GATA3	-3.1373	6.8730	207.3389	1.56e-19	3.30e-18	down	yes
DLGAP5	-3.1295	112.3069	523.6778	3.71e-25	1.64e-23	down	yes
POU4F1	-3.1282	21.9365	762.1000	2.52e-26	1.31e-24	down	yes
LIF	-3.1197	10.1958	174.8111	4.17e-18	7.38e-17	down	yes
XPNPEP2	-3.1139	1.5873	30.9278	1.56e-12	1.32e-11	down	yes
APOA4	-3.1059	0.1693	252.4833	2.64e-03	5.61e-03	down	yes
SOX4	-3.1033	1060.0317	17622.2278	6.19e-42	2.30e-39	down	yes
MCM2	-3.0929	167.2963	863.3889	1.21e-26	6.57e-25	down	yes
MXRA5	-3.0897	29.1534	955.3111	2.52e-30	2.39e-28	down	yes
IGFBP4	-3.0890	305.0899	3537.7111	3.17e-35	5.52e-33	down	yes
TRH	-3.0671	49.7566	579.8944	4.38e-29	3.40e-27	down	yes
H2AC14	-3.0646	40.0053	146.4333	2.43e-16	3.36e-15	down	yes
CD24	-3.0627	983.7672	8015.4000	4.01e-34	6.15e-32	down	yes
GAS1	-3.0622	133.9471	822.0056	1.30e-41	4.65e-39	down	yes
TOP2A	-3.0603	414.7566	2973.9833	4.10e-15	4.83e-14	down	yes
PENK	-3.0565	204.5026	581.1556	8.74e-31	8.81e-29	down	yes
OLIG3	-3.0465	3.8942	63.4056	1.36e-04	3.68e-04	down	yes
MELK	-3.0408	54.9577	316.5611	1.79e-32	2.16e-30	down	yes
MKI67	-3.0405	227.3757	2045.8389	1.43e-18	2.70e-17	down	yes
PDLIM1	-3.0385	80.2381	815.3056	1.34e-27	8.28e-26	down	yes
MGP	-3.0370	244.2804	3275.2222	2.68e-33	3.55e-31	down	yes
H2BC9	-3.0348	16.4550	144.5722	9.77e-20	2.13e-18	down	yes
RBP1	-3.0344	293.9577	5900.3222	2.39e-50	2.20e-47	down	yes
SERPINE1	-3.0337	130.3228	2701.5778	2.34e-38	5.73e-36	down	yes
PMEL	-3.0221	66.5079	942.8389	9.98e-27	5.53e-25	down	yes
VSX2	-3.0152	1.8677	94.0111	5.13e-14	5.28e-13	down	yes
PHOX2A	-3.0109	2.6614	139.7389	1.10e-12	9.45e-12	down	yes
OTX2	-3.0107	105.1587	332.3444	2.42e-08	1.17e-07	down	yes
HOXA13	-3.0087	0.8413	24.5722	1.20e-08	6.16e-08	down	yes
PRRX2	-3.0013	10.9365	131.1278	7.80e-18	1.31e-16	down	yes
CPZ	-2.9980	22.7143	356.9778	5.82e-24	2.18e-22	down	yes
ANXA1	-2.9876	433.7989	2808.3333	1.40e-35	2.61e-33	down	yes
GPC6	-2.9833	233.3915	1418.2333	2.08e-51	2.24e-48	down	yes
DDX39B	-2.9733	136.3122	886.9611	4.04e-43	1.73e-40	down	yes
H1-5	-2.9691	37.9048	394.8333	2.54e-15	3.08e-14	down	yes
FSTL1	-2.9583	893.0794	6680.5278	1.04e-39	3.05e-37	down	yes
NHLH1	-2.9543	52.2593	593.5556	6.07e-28	3.98e-26	down	yes
PRDX4	-2.9524	218.8783	2403.3833	1.63e-40	5.26e-38	down	yes
POSTN	-2.9166	126.8201	3299.1111	3.86e-26	1.98e-24	down	yes
COL6A3	-2.9083	475.8360	4767.7389	1.02e-33	1.47e-31	down	yes
HOXA1	-2.9012	2.8360	147.0944	2.14e-08	1.05e-07	down	yes
TRABD2B	-2.8994	15.0847	142.9167	3.69e-20	8.54e-19	down	yes
MMP12	-2.8909	0.7884	43.9444	3.79e-05	1.13e-04	down	yes
LHX9	-2.8900	20.4550	462.5611	8.63e-22	2.50e-20	down	yes
BARX1	-2.8849	1.3757	12.4111	3.02e-11	2.20e-10	down	yes
PTGER2	-2.8623	4.6032	59.4222	2.51e-24	9.90e-23	down	yes
PBK	-2.8611	63.4974	297.3167	1.04e-11	7.95e-11	down	yes
CKS2	-2.8607	148.8677	1140.5500	4.33e-28	2.91e-26	down	yes
FN1	-2.8506	2045.3598	45875.4111	3.85e-43	1.73e-40	down	yes
RPS18	-2.8447	504.2328	4997.2722	9.01e-21	2.27e-19	down	yes
CDK1	-2.8446	99.5608	722.3500	1.98e-19	4.10e-18	down	yes
ADAMTS12	-2.8318	37.3704	480.5611	2.06e-21	5.65e-20	down	yes
HASPIN	-2.8303	13.0794	64.1111	2.54e-29	2.06e-27	down	yes
MDFI	-2.8264	63.6614	569.5389	1.39e-24	5.67e-23	down	yes
CBX2	-2.8250	120.8889	660.0056	2.27e-23	7.99e-22	down	yes
HMGA2	-2.8235	320.8889	1262.3222	2.93e-32	3.39e-30	down	yes
SPSB4	-2.8159	41.3175	411.3056	1.58e-27	9.61e-26	down	yes
PRSS35	-2.8111	59.3545	338.2056	3.84e-28	2.60e-26	down	yes
PRTG	-2.8085	378.4444	2161.5333	2.26e-35	4.08e-33	down	yes
SLC5A7	-2.8081	11.0423	226.4500	1.69e-15	2.12e-14	down	yes
LEFTY2	-2.8011	2.4021	80.2667	5.89e-13	5.26e-12	down	yes
THBS1	-2.7985	878.1587	4021.2500	7.59e-47	5.06e-44	down	yes
EBF3	-2.7853	251.1746	1779.6611	4.40e-30	4.01e-28	down	yes
NKX3-2	-2.7844	1.0423	14.5222	9.22e-08	4.12e-07	down	yes
F2R	-2.7771	186.8783	1409.6056	1.34e-49	1.15e-46	down	yes
TUBB	-2.7768	806.7725	2889.8167	2.71e-19	5.54e-18	down	yes
TMEM37	-2.7645	14.3915	130.2889	1.28e-20	3.15e-19	down	yes
CHRNA3	-2.7615	22.0476	351.5556	1.92e-30	1.85e-28	down	yes
FST	-2.7589	140.0688	377.8000	5.33e-32	5.92e-30	down	yes
NPW	-2.7587	27.3016	163.2333	6.57e-17	9.67e-16	down	yes
POTEF	-2.7478	14.0529	134.5611	4.72e-10	2.94e-09	down	yes
FZD7	-2.7477	496.2169	1754.7556	1.76e-26	9.36e-25	down	yes
SOX11	-2.7455	2159.0317	13583.9778	7.24e-28	4.70e-26	down	yes
H3C12	-2.7347	11.3704	65.6944	9.74e-12	7.47e-11	down	yes
SIX2	-2.7334	5.6772	229.5278	7.50e-12	5.83e-11	down	yes
CLIC1	-2.7319	63.0635	466.0389	9.72e-24	3.54e-22	down	yes
EVA1A	-2.7307	12.0688	105.1000	3.47e-16	4.67e-15	down	yes
FGF19	-2.7291	3.0582	28.5833	7.31e-05	2.08e-04	down	yes
CCL3	-2.7253	9.6349	1572.3056	1.03e-07	4.55e-07	down	yes
GATA5	-2.7223	0.8519	35.2167	7.32e-06	2.46e-05	down	yes
TPBG	-2.7216	246.5238	951.5667	2.38e-33	3.20e-31	down	yes
PTTG1	-2.7161	197.0794	1186.2556	1.29e-28	9.69e-27	down	yes
MNX1	-2.7011	2.4074	77.6056	1.66e-14	1.84e-13	down	yes
JPT1	-2.7003	1297.6138	9260.4444	5.37e-44	2.53e-41	down	yes
KRT6A	-2.7000	2.8042	127.9389	1.02e-03	2.36e-03	down	yes
DUSP4	-2.6927	225.2751	1740.8444	2.68e-36	5.35e-34	down	yes
KRT4	-2.6888	0.5767	21.5667	1.98e-03	4.30e-03	down	yes
TLX1	-2.6866	1.1640	16.6167	7.86e-06	2.62e-05	down	yes
CILP2	-2.6819	19.5873	156.7556	2.77e-23	9.64e-22	down	yes
SDC1	-2.6772	103.0212	538.5944	1.50e-22	4.76e-21	down	yes
NEUROG2	-2.6744	21.6349	265.7444	1.22e-17	1.97e-16	down	yes
ADAMTS7	-2.6678	101.0688	621.2778	1.43e-24	5.79e-23	down	yes
TWIST2	-2.6661	12.8519	35.7889	2.47e-18	4.51e-17	down	yes
IRX3	-2.6632	30.6825	379.6278	7.67e-16	1.01e-14	down	yes
CXCL8	-2.6605	15.9894	1634.5222	3.33e-17	5.09e-16	down	yes
SFRP1	-2.6602	780.1058	3276.3056	1.65e-33	2.27e-31	down	yes
KIF20A	-2.6450	53.9312	420.8111	6.26e-19	1.23e-17	down	yes
HSD17B8	-2.6348	0.8307	11.1056	9.97e-13	8.62e-12	down	yes
RPS15A	-2.6303	3407.4180	31558.5500	3.03e-47	2.09e-44	down	yes
IRX6	-2.6262	2.1376	35.7056	1.23e-10	8.32e-10	down	yes
EN2	-2.6240	42.2063	250.0000	1.20e-21	3.41e-20	down	yes
UBE2C	-2.6229	117.6878	848.0500	1.60e-11	1.20e-10	down	yes
HOXA11	-2.6228	4.3333	31.5444	1.16e-04	3.18e-04	down	yes
POU4F2	-2.6187	3.8889	98.0722	7.97e-18	1.34e-16	down	yes
PSG2	-2.6147	119.0265	743.2444	2.34e-20	5.58e-19	down	yes
FRZB	-2.6139	134.3492	1791.7778	2.65e-30	2.48e-28	down	yes
ONECUT2	-2.6102	461.2434	1919.6833	8.47e-31	8.57e-29	down	yes
MMP1	-2.6089	1.0847	40.0389	1.32e-10	8.86e-10	down	yes
NRM	-2.6061	22.9206	149.0611	3.28e-20	7.68e-19	down	yes
NCAPG	-2.6045	103.4974	646.3833	2.82e-20	6.64e-19	down	yes
RPL10	-2.5987	7490.3915	53017.7111	5.09e-39	1.30e-36	down	yes
SLPI	-2.5986	20.6984	1780.0222	2.09e-13	1.98e-12	down	yes
ANG	-2.5964	18.4392	162.6389	4.31e-26	2.18e-24	down	yes
MAFA	-2.5956	6.2222	54.4444	1.66e-18	3.10e-17	down	yes
CHURC1-FNTB	-2.5903	78.1058	299.8222	2.21e-17	3.44e-16	down	yes
TTK	-2.5870	45.8783	309.8944	5.53e-18	9.55e-17	down	yes
OSTC	-2.5841	425.5503	3004.1667	1.26e-39	3.63e-37	down	yes
ZNF560	-2.5802	2.5397	27.2389	3.68e-14	3.87e-13	down	yes
AJUBA	-2.5732	130.9947	606.7611	8.94e-29	6.78e-27	down	yes
ACTC1	-2.5681	32.2910	305.5889	7.58e-23	2.51e-21	down	yes
COL4A2	-2.5668	847.9630	4956.4500	3.87e-40	1.21e-37	down	yes
S100A10	-2.5650	341.9312	6768.6222	8.64e-20	1.90e-18	down	yes
NXPH4	-2.5645	53.0847	322.5333	5.29e-29	4.07e-27	down	yes
SEC61G	-2.5609	738.8836	6029.2000	8.78e-36	1.68e-33	down	yes
TKTL1	-2.5546	6.7513	80.2389	2.18e-14	2.37e-13	down	yes
MAGEA2	-2.5542	1.2381	25.4000	3.28e-05	9.94e-05	down	yes
NID2	-2.5449	86.3915	813.7889	2.59e-27	1.54e-25	down	yes
LTBP2	-2.5446	193.5873	2062.9444	1.01e-31	1.10e-29	down	yes
RPS4X	-2.5424	4795.0106	35944.8667	4.94e-42	1.87e-39	down	yes
MBOAT1	-2.5352	142.5450	643.2500	5.23e-29	4.05e-27	down	yes
SNAI2	-2.5337	56.5344	315.2889	5.71e-31	5.90e-29	down	yes
FOLR1	-2.5221	9.3228	71.9500	8.56e-13	7.48e-12	down	yes
PPP1R17	-2.5211	23.5503	592.1222	4.46e-21	1.18e-19	down	yes
H2AC11	-2.5189	42.6296	203.3167	1.10e-16	1.59e-15	down	yes
PCOLCE	-2.5177	131.3915	1088.4889	7.05e-30	6.29e-28	down	yes
HOXD13	-2.5170	0.2698	5.3444	7.16e-05	2.04e-04	down	yes
TFAP2A	-2.5160	21.9365	232.0944	7.11e-18	1.20e-16	down	yes
GNG11	-2.5138	156.8730	1739.2333	1.17e-24	4.85e-23	down	yes
PAX3	-2.5136	72.1217	423.1778	6.21e-24	2.32e-22	down	yes
NTN1	-2.5124	194.8095	2113.7500	1.26e-24	5.18e-23	down	yes
KDELR3	-2.5096	64.6138	371.2389	3.62e-39	9.45e-37	down	yes
CDKN1A	-2.5087	584.3439	4788.0444	1.50e-24	6.03e-23	down	yes
RAB38	-2.5066	9.7460	121.1556	5.00e-19	9.93e-18	down	yes
DMRTA2	-2.5055	32.7090	149.4333	1.23e-17	1.99e-16	down	yes
TEX36	-2.5015	0.3492	2.3556	4.62e-04	1.14e-03	down	yes
CAVIN3	-2.5009	53.6085	286.7833	1.81e-18	3.35e-17	down	yes
CEP55	-2.4981	62.8413	265.9944	7.44e-16	9.76e-15	down	yes
MEX3A	-2.4973	231.6508	2503.8944	4.01e-24	1.54e-22	down	yes
FBN3	-2.4925	81.6349	278.3556	7.94e-19	1.54e-17	down	yes
RPS3	-2.4893	5465.8042	34719.3333	4.89e-41	1.69e-38	down	yes
RPS2	-2.4875	5907.7354	44381.2500	2.86e-32	3.33e-30	down	yes
RPL29	-2.4849	4861.5132	31394.7000	2.78e-34	4.38e-32	down	yes
ANXA5	-2.4834	1041.8889	6009.6889	3.38e-35	5.79e-33	down	yes
CCNB2	-2.4831	83.4974	562.0056	3.68e-21	9.80e-20	down	yes
CD248	-2.4790	29.9735	316.5000	2.79e-22	8.47e-21	down	yes
EGR1	-2.4788	862.9471	6571.9444	2.50e-29	2.03e-27	down	yes
FBLN2	-2.4682	124.9894	646.4111	3.84e-23	1.32e-21	down	yes
KIF4A	-2.4635	75.2751	412.0111	3.00e-18	5.39e-17	down	yes
UGT2B11	-2.4607	5.0741	20.2389	1.40e-12	1.19e-11	down	yes
AREG	-2.4568	14.6138	457.2667	8.65e-10	5.20e-09	down	yes
CDC25A	-2.4565	73.6772	322.5833	1.05e-23	3.80e-22	down	yes
GPC2	-2.4557	209.7460	1570.8500	5.83e-33	7.42e-31	down	yes
TNFRSF12A	-2.4539	153.3598	1178.4389	2.13e-16	2.96e-15	down	yes
PAFAH1B3	-2.4531	499.8148	3430.4667	1.14e-29	9.77e-28	down	yes
PLAU	-2.4498	45.4656	406.1611	5.27e-21	1.37e-19	down	yes
PERP	-2.4496	222.3545	980.8556	3.09e-34	4.82e-32	down	yes
COL4A1	-2.4492	517.7989	3934.9722	8.35e-33	1.05e-30	down	yes
TPSAB1	-2.4349	4.8360	59.3778	8.78e-09	4.57e-08	down	yes
MMRN1	-2.4332	90.4339	379.9611	2.04e-18	3.77e-17	down	yes
COL14A1	-2.4291	68.6085	490.3833	1.59e-29	1.33e-27	down	yes
HAND2	-2.4285	3.3016	248.0056	1.78e-07	7.65e-07	down	yes
MMP11	-2.4231	18.3175	114.0333	3.36e-35	5.79e-33	down	yes
ADAMTSL1	-2.4228	73.9947	455.6778	5.63e-25	2.43e-23	down	yes
H3C7	-2.4218	32.6402	94.9833	6.69e-09	3.54e-08	down	yes
