direction	term_id	term_name	source	pvalue_adjusted	intersection_size	term_size	precision	recall	genes
down	GO:0032501	multicellular organismal process	GO:BP	7.85e-10	156	7322	0.5591	0.0213	KRT81,NR0B1,HOXB9,ABCC2,CPLX2,ZIC2,ZNF683,SP9,HOXC13,MUC13,GABRA5,INA,HOXC10,MNX1,NKX2-5,ZIC5,L1CAM,ICOS,BPIFA1,ITGA2B,UGT2A1,HOXC9,ONECUT2,KLK6,NEFL,POU4F1,FGB,UGT1A9,NRCAM,HOXA13,B4GALNT1,MYRF,CBX2,SPRR3,LCK,DLL3,SPX,E2F1,TNNT1,SPOCK2,IGF2BP3,LHX8,LHX2,ALX1,ETV4,CYP26A1,TRIM67,SIX2,RAC3,FGL1,CD8A,TBX18,COCH,FEZF2,CYP4F11,VGF,PANX2,CD8B,TOP2A,ASTL,IGF2BP1,KRT86,PRDM13,GRIN2D,SLC7A5,CD96,PKP3,THEMIS,GBX2,HNF1B,FGF11,ASF1B,CD3D,CCL5,STRA6,SH2D2A,ALOX12,G6PD,ISL2,VTCN1,NMU,KRT83,H4C5,PF4,HHIP,HOXA10,C1QL1,TESC,BARX1,SULT4A1,AURKB,CDKN2A,EN2,UNC5D,GATA3,HES7,CACNG4,PLAAT1,EPOP,CELSR3,GABRB3,CXCR3,BIRC5,DMRTA2,CXCR4,CTNND2,HAND1,HOXB8,ALDH1A1,MBOAT7,HCLS1,ANKRD1,SERPINB3,FOXD3,MYO18B,IL1B,CD6,DLX1,OVOL1,CD2,IRX4,CCND3,EPS8L3,EXO1,IQGAP3,DMTN,PTHLH,DDC,IL1A,KLRC2,PDE4B,TACC3,ANKRD2,PRR7,FOXA3,SYNGR3,H4C2,PITX1,ACHE,SASH3,PCDHA12,CORO1A,S100A7,TSC22D3,RAB26,ARHGDIB,ATP6V0A4,LHX1,GATA4,ADORA2A,H4C14,DDR1,CCNB1,SMOC1,LRFN1,RUNX3
down	GO:0140014	mitotic nuclear division	GO:BP	1.28e-09	24	282	0.0860	0.0851	MYBL2,HOXA13,UBE2S,PKMYT1,UBE2C,NCAPG,CDCA5,KIF2C,CDC25C,MKI67,AURKB,KIF4A,TPX2,BIRC5,CDT1,KIF18B,ZWINT,IL1B,INCENP,IL1A,PLK1,ESPL1,PRC1,CCNB1
up	GO:0005125	cytokine activity	GO:MF	2.88e-09	18	238	0.1000	0.0756	CCL20,IL36G,CXCL1,CCL7,CCL11,CCL2,CXCL8,CSF2,CCL24,CCL18,IL1RN,EDN1,SCGB3A1,CCL13,CXCL2,CCL15-CCL14,IL24,CSF3
down	GO:0007275	multicellular organism development	GO:BP	8.09e-09	114	4727	0.4086	0.0241	NR0B1,HOXB9,CPLX2,ZIC2,ZNF683,SP9,HOXC13,GABRA5,INA,HOXC10,MNX1,NKX2-5,ZIC5,L1CAM,ICOS,ITGA2B,HOXC9,ONECUT2,KLK6,NEFL,POU4F1,UGT1A9,NRCAM,HOXA13,B4GALNT1,MYRF,CBX2,DLL3,E2F1,SPOCK2,IGF2BP3,LHX8,LHX2,ALX1,ETV4,CYP26A1,TRIM67,SIX2,RAC3,FGL1,TBX18,FEZF2,VGF,TOP2A,IGF2BP1,PRDM13,GRIN2D,SLC7A5,PKP3,GBX2,HNF1B,FGF11,ASF1B,STRA6,SH2D2A,G6PD,ISL2,H4C5,PF4,HHIP,HOXA10,C1QL1,TESC,BARX1,SULT4A1,AURKB,CDKN2A,EN2,UNC5D,GATA3,HES7,PLAAT1,EPOP,CELSR3,GABRB3,CXCR3,DMRTA2,CXCR4,CTNND2,HAND1,HOXB8,MBOAT7,HCLS1,ANKRD1,FOXD3,MYO18B,IL1B,DLX1,OVOL1,CD2,IRX4,EXO1,PTHLH,DDC,IL1A,TACC3,SYNGR3,H4C2,PITX1,ACHE,SASH3,PCDHA12,S100A7,RAB26,ARHGDIB,LHX1,GATA4,ADORA2A,H4C14,DDR1,CCNB1,SMOC1,LRFN1,RUNX3
down	GO:0003677	DNA binding	GO:MF	4.42e-08	77	2542	0.2646	0.0303	NR0B1,HOXB9,ZIC2,ZNF683,MYBL2,H2BC17,SP9,HOXC13,HOXC10,MNX1,NKX2-5,ZIC5,HOXC9,ONECUT2,POU4F1,HOXA13,MYRF,CBX2,E2F1,LHX8,LHX2,RECQL4,ALX1,ETV4,SIX2,TBX18,FEZF2,H3C10,TOP2A,PRDM13,GBX2,LIN28B,HNF1B,ISL2,H4C5,MCM2,KIF2C,HOXA10,CDC45,MKI67,H3C11,BARX1,HJURP,CDKN2A,EN2,KIF4A,GATA3,HES7,H3C12,HROB,DMRTA2,CDT1,HAND1,HOXB8,ANKRD1,FOXD3,DLX1,OVOL1,IRX4,EXO1,FOXM1,ZNF648,ZNF367,H3C14,H2BC11,LMNB1,FOXA3,HELZ2,H4C2,PITX1,OASL,LHX1,GATA4,CENPA,H4C14,MYCN,RUNX3
up	GO:0042379	chemokine receptor binding	GO:MF	4.43e-08	11	76	0.0611	0.1447	CCL20,CXCL1,CCL7,CCL11,CCL2,CXCL8,CCL24,CCL18,CCL13,CXCL2,CCL15-CCL14
up	GO:0030545	signaling receptor regulator activity	GO:MF	4.85e-08	25	583	0.1389	0.0429	CCL20,IL36G,CXCL1,CCL7,MRAP,CCL11,CCL2,RETN,CXCL8,CSF2,CCL24,CCL18,IL1RN,EDN1,SCGB3A1,CCL13,IGF1,CXCL2,CCL15-CCL14,EFNA5,SFRP2,IL24,LILRB4,CSF3,SEMA3A
down	GO:0007049	cell cycle	GO:BP	5.06e-08	57	1663	0.2043	0.0343	MAGEA4,MYBL2,CSAG1,HOXC9,POU4F1,SAPCD2,HOXA13,E2F1,UBE2S,TOP2A,PKMYT1,PKP3,UBE2C,NCAPG,MCM2,CDCA5,DTL,KIF2C,CDC45,CDC25C,MKI67,AURKB,HJURP,CDKN2A,KIF4A,GATA3,TK1,TPX2,BIRC5,CDT1,KIF18B,TUBB4A,ZWINT,IL1B,HEPACAM2,OVOL1,CCND3,RBM38,CDC6,EXO1,FOXM1,IQGAP3,INCENP,IL1A,PLK1,TACC3,FSD1,CDKN3,SEPTIN1,ESPL1,CENPA,PRC1,TICRR,PBK,CCNB1,CEP55,RUNX3
up	GO:0005576	extracellular region	GO:CC	6.95e-08	71	4258	0.3944	0.0167	CCL20,SLC6A14,IL36G,CXCL1,F3,PARD6B,CCL7,COMP,CCL11,CCL2,SCGB3A2,RETN,CXCL8,APOC1,DDAH1,IGLL5,ASPN,CSF2,CCL24,MMP7,CDCP1,EIF4E,CCL18,IL1RN,EDN1,FGFBP1,SCGB3A1,DNAJC3,PLA2G2A,CHIT1,CEACAM1,RAP2B,COL10A1,GKN2,DES,THBS2,CCL13,HPSE2,IGF1,CXCL2,CCL15-CCL14,ANXA3,SPRR2A,APOC2,SFRP2,CAPZA1,MASP1,EIF2S1,FNDC1,IL24,SSC5D,SPINK1,BROX,SOD2,ULBP3,ELN,PPP1CB,CST2,ERO1A,LILRB4,CSF3,FCER2,SEMA3A,STEAP4,COL1A2,CPM,DSC3,CBLN4,COL3A1,CXCL17,CHP1
down	GO:0000819	sister chromatid segregation	GO:BP	1.07e-07	20	234	0.0717	0.0855	MYBL2,TOP2A,UBE2C,NCAPG,CDCA5,KIF2C,AURKB,KIF4A,TPX2,BIRC5,CDT1,KIF18B,ZWINT,CDC6,INCENP,PLK1,TACC3,ESPL1,PRC1,CCNB1
up	REAC:R-HSA-6783783	Interleukin-10 signaling	REAC	1.19e-07	9	45	0.0874	0.2000	CCL20,CXCL1,CCL2,CXCL8,CSF2,IL1RN,CXCL2,CSF3,FCER2
down	GO:0022402	cell cycle process	GO:BP	1.26e-07	48	1280	0.1720	0.0375	MYBL2,CSAG1,SAPCD2,HOXA13,E2F1,UBE2S,TOP2A,PKMYT1,PKP3,UBE2C,NCAPG,MCM2,CDCA5,DTL,KIF2C,CDC45,CDC25C,MKI67,AURKB,HJURP,CDKN2A,KIF4A,TK1,TPX2,BIRC5,CDT1,KIF18B,ZWINT,IL1B,HEPACAM2,OVOL1,CCND3,CDC6,FOXM1,IQGAP3,INCENP,IL1A,PLK1,TACC3,FSD1,CDKN3,SEPTIN1,ESPL1,CENPA,PRC1,TICRR,CCNB1,CEP55
down	GO:0030154	cell differentiation	GO:BP	1.45e-07	106	4437	0.3799	0.0239	KRT81,NR0B1,PRAME,CPLX2,ZIC2,ZNF683,GABRA5,INA,HOXC10,MNX1,NKX2-5,ZIC5,L1CAM,ONECUT2,KLK6,NEFL,POU4F1,NRCAM,HOXA13,MYRF,CBX2,SPRR3,LCK,DLL3,E2F1,TNNT1,UPK1B,SPOCK2,LHX8,LHX2,ALX1,ETV4,TRIM67,SIX2,RAC3,CD8A,TBX18,FEZF2,TOP2A,IGF2BP1,KRT86,PRDM13,SLC7A5,THEMIS,GBX2,HNF1B,ASF1B,CD3D,SH2D2A,G6PD,ISL2,KRT83,H4C5,PF4,C1QL4,HHIP,C1QL1,RTKN2,TESC,BARX1,SULT4A1,CDKN2A,EN2,UNC5D,GATA3,HES7,PLAAT1,EPOP,CELSR3,DMRTA2,CXCR4,CTNND2,HAND1,HOXB8,MBOAT7,HCLS1,ANKRD1,SERPINB3,FOXD3,MYO18B,IL1B,DLX1,OVOL1,CD2,IRX4,RBM38,DMTN,PTHLH,PLEKHB1,IL1A,ANKRD2,PRR7,FOXA3,H4C2,PITX1,ACHE,SASH3,S100A7,LHX1,GATA4,SLC9A2,ADORA2A,H4C14,DDR1,SMOC1,RUNX3
down	GO:0048869	cellular developmental process	GO:BP	1.47e-07	106	4438	0.3799	0.0239	KRT81,NR0B1,PRAME,CPLX2,ZIC2,ZNF683,GABRA5,INA,HOXC10,MNX1,NKX2-5,ZIC5,L1CAM,ONECUT2,KLK6,NEFL,POU4F1,NRCAM,HOXA13,MYRF,CBX2,SPRR3,LCK,DLL3,E2F1,TNNT1,UPK1B,SPOCK2,LHX8,LHX2,ALX1,ETV4,TRIM67,SIX2,RAC3,CD8A,TBX18,FEZF2,TOP2A,IGF2BP1,KRT86,PRDM13,SLC7A5,THEMIS,GBX2,HNF1B,ASF1B,CD3D,SH2D2A,G6PD,ISL2,KRT83,H4C5,PF4,C1QL4,HHIP,C1QL1,RTKN2,TESC,BARX1,SULT4A1,CDKN2A,EN2,UNC5D,GATA3,HES7,PLAAT1,EPOP,CELSR3,DMRTA2,CXCR4,CTNND2,HAND1,HOXB8,MBOAT7,HCLS1,ANKRD1,SERPINB3,FOXD3,MYO18B,IL1B,DLX1,OVOL1,CD2,IRX4,RBM38,DMTN,PTHLH,PLEKHB1,IL1A,ANKRD2,PRR7,FOXA3,H4C2,PITX1,ACHE,SASH3,S100A7,LHX1,GATA4,SLC9A2,ADORA2A,H4C14,DDR1,SMOC1,RUNX3
up	GO:2000147	positive regulation of cell motility	GO:BP	2.23e-07	24	587	0.1371	0.0409	CCL20,F3,CCL7,CCL11,CCL2,CXCL8,CSF2,CCL24,MMP7,DOCK5,CCL18,EDN1,FGFBP1,CCL13,IGF1,ANXA3,TBC1D24,ITGA2,RUFY3,SOD2,SEMA3A,DUOXA2,BAG4,CXCL17
up	GO:0048018	receptor ligand activity	GO:MF	3.27e-07	23	539	0.1278	0.0427	CCL20,IL36G,CXCL1,CCL7,CCL11,CCL2,RETN,CXCL8,CSF2,CCL24,CCL18,IL1RN,EDN1,SCGB3A1,CCL13,IGF1,CXCL2,CCL15-CCL14,EFNA5,SFRP2,IL24,CSF3,SEMA3A
up	KEGG:04061	Viral protein interaction with cytokine and cytokine receptor	KEGG	3.29e-07	11	98	0.1264	0.1122	CCL20,CXCL1,CCL7,CCL11,CCL2,CXCL8,CCL24,CCL18,CCL13,CXCL2,IL24
up	GO:0040011	locomotion	GO:BP	3.72e-07	35	1255	0.2000	0.0279	CCL20,CXCL1,F3,PARD6B,CCL7,CCL11,CCL2,CXCL8,CSF2,CCL24,MMP7,DOCK5,CCL18,EDN1,FGFBP1,ARRDC3,CEACAM1,RAP2B,CCL13,IGF1,CXCL2,CCL15-CCL14,ANXA3,EFNA5,SFRP2,IL24,TBC1D24,ITGA2,RUFY3,SOD2,SEMA3A,DUOXA2,BAG4,COL3A1,CXCL17
up	GO:0040017	positive regulation of locomotion	GO:BP	3.86e-07	24	603	0.1371	0.0398	CCL20,F3,CCL7,CCL11,CCL2,CXCL8,CSF2,CCL24,MMP7,DOCK5,CCL18,EDN1,FGFBP1,CCL13,IGF1,ANXA3,TBC1D24,ITGA2,RUFY3,SOD2,SEMA3A,DUOXA2,BAG4,CXCL17
down	GO:0051276	chromosome organization	GO:BP	3.86e-07	30	574	0.1075	0.0523	MYBL2,RECQL4,H3C10,TOP2A,UBE2C,NCAPG,H4C5,CDCA5,KIF2C,H3C11,AURKB,HJURP,KIF4A,H3C12,TPX2,BIRC5,CDT1,KIF18B,ZWINT,CDC6,EXO1,INCENP,PLK1,TACC3,H4C2,ESPL1,CENPA,PRC1,H4C14,CCNB1
up	KEGG:04060	Cytokine-cytokine receptor interaction	KEGG	3.93e-07	17	291	0.1954	0.0584	CCL20,IL36G,CXCL1,CCL7,RELL1,CCL11,CCL2,CXCL8,CSF2,CCL24,CCL18,IL1RN,CCL13,CXCL2,IL24,CSF3,CXCL17
up	GO:0030546	signaling receptor activator activity	GO:MF	4.19e-07	23	546	0.1278	0.0421	CCL20,IL36G,CXCL1,CCL7,CCL11,CCL2,RETN,CXCL8,CSF2,CCL24,CCL18,IL1RN,EDN1,SCGB3A1,CCL13,IGF1,CXCL2,CCL15-CCL14,EFNA5,SFRP2,IL24,CSF3,SEMA3A
up	GO:0070098	chemokine-mediated signaling pathway	GO:BP	4.44e-07	11	91	0.0629	0.1209	CCL20,CXCL1,CCL7,CCL11,CCL2,CXCL8,CCL24,CCL18,EDN1,CCL13,CXCL2
up	GO:0030335	positive regulation of cell migration	GO:BP	4.97e-07	23	559	0.1314	0.0411	CCL20,F3,CCL7,CCL11,CCL2,CXCL8,CSF2,CCL24,MMP7,DOCK5,CCL18,EDN1,FGFBP1,CCL13,IGF1,ANXA3,TBC1D24,ITGA2,RUFY3,SOD2,SEMA3A,BAG4,CXCL17
down	GO:0051301	cell division	GO:BP	5.66e-07	32	658	0.1147	0.0486	SAPCD2,UBE2S,TOP2A,UBE2C,NCAPG,CDCA5,KIF2C,CDC25C,AURKB,CDKN2A,KIF4A,TPX2,BIRC5,CDT1,KIF18B,ZWINT,IL1B,HEPACAM2,CCND3,CDC6,IQGAP3,INCENP,IL1A,PLK1,TACC3,FSD1,SEPTIN1,ESPL1,CENPA,PRC1,CCNB1,CEP55
down	GO:0065007	biological regulation	GO:BP	5.97e-07	218	12743	0.7814	0.0171	MAGEA4,AKR1B10,NR0B1,EEF1A2,HOXB9,PRAME,ABCC2,CPLX2,ZIC2,IGFBP1,ZNF683,MYBL2,SP9,HOXC13,GABRA5,INA,HOXC10,MNX1,NKX2-5,ZIC5,L1CAM,ICOS,BPIFA1,ITGA2B,HOXC9,ONECUT2,KLK6,NEFL,POU4F1,FGB,UGT1A9,NRCAM,SAPCD2,GSG1L,HOXA13,VGLL1,MYRF,CBX2,LCK,DLL3,SPX,E2F1,TNNT1,FER1L6,SPOCK2,IGF2BP3,LHX8,LHX2,ALX1,ETV4,TEDC2,UBE2S,CYP26A1,TRIM67,SIX2,RAC3,FGL1,CD8A,TBX18,COCH,FEZF2,CYP4F11,VGF,H3C10,PANX2,CD8B,TOP2A,ASTL,HCN2,IGF2BP1,GPR25,PRDM13,EGLN3,GRIN2D,PKMYT1,CACNG6,SLC7A5,CD96,PKP3,THEMIS,GBX2,LIN28B,HNF1B,FGF11,CD3D,CCL5,STRA6,SH2D2A,ALOX12,ATP12A,G6PD,NPBWR1,ISL2,UBE2C,VTCN1,NMU,NCAPG,H4C5,MCM2,CCL3L1,CDCA5,OLFM4,PF4,C1QL4,DTL,HHIP,KIF2C,HOXA10,C1QL1,CDC45,CDC25C,MKI67,H3C11,RTKN2,TESC,BARX1,AURKB,HJURP,CDKN2A,EN2,UNC5D,GATA3,GRB7,HES7,CACNG4,H3C12,EPOP,CELSR3,TPX2,GABRB3,CXCR3,BIRC5,LIME1,ARHGAP9,TRIM31,GABRQ,DMRTA2,ARHGAP45,CXCR4,GZMA,CDT1,LYPD3,CTNND2,HAND1,KIF18B,TUBB4A,HOXB8,ALDH1A1,MBOAT7,HCLS1,DUSP9,ANKRD1,SERPINB3,FOXD3,ZWINT,IL1B,CD6,DLX1,OVOL1,CD2,IRX4,CCND3,RBM38,EPS8L3,CDC6,ADH7,FOXM1,ZNF648,ZNF367,IQGAP3,DMTN,INCENP,PTHLH,PLEKHB1,IL1A,KLRC2,PDE4B,PLK1,H2BC11,TACC3,LMNB1,ANKRD2,PRR7,FSD1,FOXA3,SYNGR3,HELZ2,CDKN3,H4C2,PITX1,SEPTIN1,ACHE,SASH3,ESPL1,CORO1A,S100A7,TSC22D3,OASL,RAB26,ARHGDIB,IL2RB,ATP6V0A4,LHX1,GATA4,SLC9A2,ADORA2A,PRC1,H4C14,DDR1,TICRR,STARD3,PBK,CCNB1,SMOC1,MYCN,CEP55,LRFN1,RUNX3
down	REAC:R-HSA-69620	Cell Cycle Checkpoints	REAC	8.78e-07	22	289	0.1215	0.0761	H2BC17,UBE2S,PKMYT1,UBE2C,H4C5,MCM2,KIF2C,CDC45,CDC25C,AURKB,CDKN2A,BIRC5,ZWINT,CDC6,EXO1,INCENP,PLK1,H2BC11,H4C2,CENPA,H4C14,CCNB1
down	GO:0000280	nuclear division	GO:BP	8.99e-07	26	452	0.0932	0.0575	MYBL2,HOXA13,UBE2S,TOP2A,PKMYT1,UBE2C,NCAPG,CDCA5,KIF2C,CDC25C,MKI67,AURKB,KIF4A,TPX2,BIRC5,CDT1,KIF18B,ZWINT,IL1B,INCENP,IL1A,PLK1,SEPTIN1,ESPL1,PRC1,CCNB1
up	GO:1990869	cellular response to chemokine	GO:BP	1.25e-06	11	100	0.0629	0.1100	CCL20,CXCL1,CCL7,CCL11,CCL2,CXCL8,CCL24,CCL18,EDN1,CCL13,CXCL2
up	GO:1990868	response to chemokine	GO:BP	1.25e-06	11	100	0.0629	0.1100	CCL20,CXCL1,CCL7,CCL11,CCL2,CXCL8,CCL24,CCL18,EDN1,CCL13,CXCL2
down	GO:0007088	regulation of mitotic nuclear division	GO:BP	1.75e-06	14	121	0.0502	0.1157	HOXA13,PKMYT1,UBE2C,CDC25C,MKI67,AURKB,BIRC5,ZWINT,IL1B,INCENP,IL1A,PLK1,ESPL1,CCNB1
up	GO:0040012	regulation of locomotion	GO:BP	1.79e-06	31	1067	0.1771	0.0291	CCL20,F3,PARD6B,CCL7,CCL11,CCL2,CXCL8,CSF2,CCL24,MMP7,DOCK5,CCL18,EDN1,FGFBP1,ARRDC3,CEACAM1,RAP2B,CCL13,IGF1,ANXA3,SFRP2,IL24,TBC1D24,ITGA2,RUFY3,SOD2,SEMA3A,DUOXA2,BAG4,COL3A1,CXCL17
down	GO:0000070	mitotic sister chromatid segregation	GO:BP	1.97e-06	17	193	0.0609	0.0881	MYBL2,UBE2C,NCAPG,CDCA5,KIF2C,AURKB,KIF4A,TPX2,BIRC5,CDT1,KIF18B,ZWINT,INCENP,PLK1,ESPL1,PRC1,CCNB1
